35,,2/4/1995,Saturday,Sat,7,4,35,1,5,,February,Feb,2,1,2,5,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
36,,2/5/1995,Sunday,Sun,1,5,36,1,6,,February,Feb,2,1,2,6,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
37,,2/6/1995,Monday,Mon,2,6,37,1,6,,February,Feb,2,1,2,6,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
38,,2/7/1995,Tuesday,Tue,3,7,38,1,6,,February,Feb,2,1,2,6,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
39,,2/8/1995,Wednesday,Wed,4,8,39,2,6,,February,Feb,2,1,2,6,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
40,,2/9/1995,Thursday,Thu,5,9,40,2,6,,February,Feb,2,1,2,6,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
41,,2/10/1995,Friday,Fri,6,10,41,2,6,,February,Feb,2,1,2,6,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
42,,2/11/1995,Saturday,Sat,7,11,42,2,6,,February,Feb,2,1,2,6,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
43,,2/12/1995,Sunday,Sun,1,12,43,2,7,,February,Feb,2,1,2,7,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
44,,2/13/1995,Monday,Mon,2,13,44,2,7,,February,Feb,2,1,2,7,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
45,,2/14/1995,Tuesday,Tue,3,14,45,2,7,,February,Feb,2,1,2,7,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
46,,2/15/1995,Wednesday,Wed,4,15,46,3,7,,February,Feb,2,1,2,7,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
47,,2/16/1995,Thursday,Thu,5,16,47,3,7,,February,Feb,2,1,2,7,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
48,,2/17/1995,Friday,Fri,6,17,48,3,7,,February,Feb,2,1,2,7,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
49,,2/18/1995,Saturday,Sat,7,18,49,3,7,,February,Feb,2,1,2,7,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
50,,2/19/1995,Sunday,Sun,1,19,50,3,8,,February,Feb,2,1,2,8,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
51,,2/20/1995,Monday,Mon,2,20,51,3,8,,February,Feb,2,1,2,8,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
52,,2/21/1995,Tuesday,Tue,3,21,52,3,8,,February,Feb,2,1,2,8,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
53,,2/22/1995,Wednesday,Wed,4,22,53,3,8,,February,Feb,2,1,2,8,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
54,,2/23/1995,Thursday,Thu,5,23,54,3,8,,February,Feb,2,1,2,8,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
55,,2/24/1995,Friday,Fri,6,24,55,3,8,,February,Feb,2,1,2,8,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
56,,2/25/1995,Saturday,Sat,7,25,56,3,8,,February,Feb,2,1,2,8,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
57,,2/26/1995,Sunday,Sun,1,26,57,3,9,,February,Feb,2,1,2,9,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
58,,2/27/1995,Monday,Mon,2,27,58,3,9,,February,Feb,2,1,2,9,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
59,,2/28/1995,Tuesday,Tue,3,28,59,3,9,,February,Feb,2,1,2,9,,1,,2,,,,1995,95,Winter,Win,,N,N,T,N
60,,3/1/1995,Wednesday,Wed,4,1,60,1,9,,March,Mar,3,1,3,9,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
61,,3/2/1995,Thursday,Thu,5,2,61,1,9,,March,Mar,3,1,3,9,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
62,,3/3/1995,Friday,Fri,6,3,62,1,9,,March,Mar,3,1,3,9,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
63,,3/4/1995,Saturday,Sat,7,4,63,1,9,,March,Mar,3,1,3,9,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
64,,3/5/1995,Sunday,Sun,1,5,64,1,10,,March,Mar,3,1,3,10,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
65,,3/6/1995,Monday,Mon,2,6,65,1,10,,March,Mar,3,1,3,10,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
66,,3/7/1995,Tuesday,Tue,3,7,66,1,10,,March,Mar,3,1,3,10,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
67,,3/8/1995,Wednesday,Wed,4,8,67,2,10,,March,Mar,3,1,3,10,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
68,,3/9/1995,Thursday,Thu,5,9,68,2,10,,March,Mar,3,1,3,10,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
69,,3/10/1995,Friday,Fri,6,10,69,2,10,,March,Mar,3,1,3,10,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
70,,3/11/1995,Saturday,Sat,7,11,70,2,10,,March,Mar,3,1,3,10,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
71,,3/12/1995,Sunday,Sun,1,12,71,2,11,,March,Mar,3,1,3,11,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
72,,3/13/1995,Monday,Mon,2,13,72,2,11,,March,Mar,3,1,3,11,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
73,,3/14/1995,Tuesday,Tue,3,14,73,2,11,,March,Mar,3,1,3,11,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
74,,3/15/1995,Wednesday,Wed,4,15,74,3,11,,March,Mar,3,1,3,11,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
75,,3/16/1995,Thursday,Thu,5,16,75,3,11,,March,Mar,3,1,3,11,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
76,,3/17/1995,Friday,Fri,6,17,76,3,11,,March,Mar,3,1,3,11,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
77,,3/18/1995,Saturday,Sat,7,18,77,3,11,,March,Mar,3,1,3,11,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
78,,3/19/1995,Sunday,Sun,1,19,78,3,12,,March,Mar,3,1,3,12,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
79,,3/20/1995,Monday,Mon,2,20,79,3,12,,March,Mar,3,1,3,12,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
80,,3/21/1995,Tuesday,Tue,3,21,80,3,12,,March,Mar,3,1,3,12,,1,,3,,,,1995,95,Winter,Win,,N,N,T,N
81,,3/22/1995,Wednesday,Wed,4,22,81,3,12,,March,Mar,3,1,3,12,,1,,3,,,,1995,95,Spring,Spr,,N,N,T,N
82,,3/23/1995,Thursday,Thu,5,23,82,3,12,,March,Mar,3,1,3,12,,1,,3,,,,1995,95,Spring,Spr,,N,N,T,N
83,,3/24/1995,Friday,Fri,6,24,83,3,12,,March,Mar,3,1,3,12,,1,,3,,,,1995,95,Spring,Spr,,N,N,T,N
84,,3/25/1995,Saturday,Sat,7,25,84,3,12,,March,Mar,3,1,3,12,,1,,3,,,,1995,95,Spring,Spr,,N,N,T,N
85,,3/26/1995,Sunday,Sun,1,26,85,3,13,,March,Mar,3,1,3,13,,1,,3,,,,1995,95,Spring,Spr,,N,N,T,N
86,,3/27/1995,Monday,Mon,2,27,86,3,13,,March,Mar,3,1,3,13,,1,,3,,,,1995,95,Spring,Spr,,N,N,T,N
87,,3/28/1995,Tuesday,Tue,3,28,87,3,13,,March,Mar,3,1,3,13,,1,,3,,,,1995,95,Spring,Spr,,N,N,T,N
88,,3/29/1995,Wednesday,Wed,4,29,88,3,13,,March,Mar,3,1,3,13,,1,,3,,,,1995,95,Spring,Spr,,N,N,T,N
89,,3/30/1995,Thursday,Thu,5,30,89,3,13,,March,Mar,3,1,3,13,,1,,3,,,,1995,95,Spring,Spr,,N,N,T,N
90,,3/31/1995,Friday,Fri,6,31,90,3,13,,March,Mar,3,1,3,13,,1,,3,,,,1995,95,Spring,Spr,,N,N,T,N
91,,4/1/1995,Saturday,Sat,7,1,91,1,13,,April,Apr,4,2,1,1,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
92,,4/2/1995,Sunday,Sun,1,2,92,1,14,,April,Apr,4,2,1,2,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
93,,4/3/1995,Monday,Mon,2,3,93,1,14,,April,Apr,4,2,1,2,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
94,,4/4/1995,Tuesday,Tue,3,4,94,1,14,,April,Apr,4,2,1,2,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
95,,4/5/1995,Wednesday,Wed,4,5,95,1,14,,April,Apr,4,2,1,2,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
96,,4/6/1995,Thursday,Thu,5,6,96,1,14,,April,Apr,4,2,1,2,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
97,,4/7/1995,Friday,Fri,6,7,97,1,14,,April,Apr,4,2,1,2,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
98,,4/8/1995,Saturday,Sat,7,8,98,2,14,,April,Apr,4,2,1,2,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
99,,4/9/1995,Sunday,Sun,1,9,99,2,15,,April,Apr,4,2,1,3,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
100,,4/10/1995,Monday,Mon,2,10,100,2,15,,April,Apr,4,2,1,3,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
101,,4/11/1995,Tuesday,Tue,3,11,101,2,15,,April,Apr,4,2,1,3,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
102,,4/12/1995,Wednesday,Wed,4,12,102,2,15,,April,Apr,4,2,1,3,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
103,,4/13/1995,Thursday,Thu,5,13,103,2,15,,April,Apr,4,2,1,3,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
104,,4/14/1995,Friday,Fri,6,14,104,2,15,,April,Apr,4,2,1,3,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
105,,4/15/1995,Saturday,Sat,7,15,105,3,15,,April,Apr,4,2,1,3,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
106,,4/16/1995,Sunday,Sun,1,16,106,3,16,,April,Apr,4,2,1,4,,2,,1,,,,1995,95,Spring,Spr,,Y,N,T,Y
107,,4/17/1995,Monday,Mon,2,17,107,3,16,,April,Apr,4,2,1,4,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
108,,4/18/1995,Tuesday,Tue,3,18,108,3,16,,April,Apr,4,2,1,4,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
109,,4/19/1995,Wednesday,Wed,4,19,109,3,16,,April,Apr,4,2,1,4,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
110,,4/20/1995,Thursday,Thu,5,20,110,3,16,,April,Apr,4,2,1,4,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
111,,4/21/1995,Friday,Fri,6,21,111,3,16,,April,Apr,4,2,1,4,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
112,,4/22/1995,Saturday,Sat,7,22,112,3,16,,April,Apr,4,2,1,4,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
113,,4/23/1995,Sunday,Sun,1,23,113,3,17,,April,Apr,4,2,1,5,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
114,,4/24/1995,Monday,Mon,2,24,114,3,17,,April,Apr,4,2,1,5,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
115,,4/25/1995,Tuesday,Tue,3,25,115,3,17,,April,Apr,4,2,1,5,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
116,,4/26/1995,Wednesday,Wed,4,26,116,3,17,,April,Apr,4,2,1,5,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
117,,4/27/1995,Thursday,Thu,5,27,117,3,17,,April,Apr,4,2,1,5,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
118,,4/28/1995,Friday,Fri,6,28,118,3,17,,April,Apr,4,2,1,5,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
119,,4/29/1995,Saturday,Sat,7,29,119,3,17,,April,Apr,4,2,1,5,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
120,,4/30/1995,Sunday,Sun,1,30,120,3,18,,April,Apr,4,2,1,6,,2,,1,,,,1995,95,Spring,Spr,,N,N,T,N
121,,5/1/1995,Monday,Mon,2,1,121,1,18,,May,May,5,2,2,6,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
122,,5/2/1995,Tuesday,Tue,3,2,122,1,18,,May,May,5,2,2,6,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
123,,5/3/1995,Wednesday,Wed,4,3,123,1,18,,May,May,5,2,2,6,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
124,,5/4/1995,Thursday,Thu,5,4,124,1,18,,May,May,5,2,2,6,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
125,,5/5/1995,Friday,Fri,6,5,125,1,18,,May,May,5,2,2,6,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
126,,5/6/1995,Saturday,Sat,7,6,126,1,18,,May,May,5,2,2,6,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
127,,5/7/1995,Sunday,Sun,1,7,127,1,19,,May,May,5,2,2,7,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
128,,5/8/1995,Monday,Mon,2,8,128,2,19,,May,May,5,2,2,7,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
129,,5/9/1995,Tuesday,Tue,3,9,129,2,19,,May,May,5,2,2,7,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
130,,5/10/1995,Wednesday,Wed,4,10,130,2,19,,May,May,5,2,2,7,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
131,,5/11/1995,Thursday,Thu,5,11,131,2,19,,May,May,5,2,2,7,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
132,,5/12/1995,Friday,Fri,6,12,132,2,19,,May,May,5,2,2,7,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
133,,5/13/1995,Saturday,Sat,7,13,133,2,19,,May,May,5,2,2,7,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
134,,5/14/1995,Sunday,Sun,1,14,134,2,20,,May,May,5,2,2,8,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
135,,5/15/1995,Monday,Mon,2,15,135,3,20,,May,May,5,2,2,8,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
136,,5/16/1995,Tuesday,Tue,3,16,136,3,20,,May,May,5,2,2,8,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
137,,5/17/1995,Wednesday,Wed,4,17,137,3,20,,May,May,5,2,2,8,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
138,,5/18/1995,Thursday,Thu,5,18,138,3,20,,May,May,5,2,2,8,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
139,,5/19/1995,Friday,Fri,6,19,139,3,20,,May,May,5,2,2,8,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
140,,5/20/1995,Saturday,Sat,7,20,140,3,20,,May,May,5,2,2,8,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
141,,5/21/1995,Sunday,Sun,1,21,141,3,21,,May,May,5,2,2,9,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
142,,5/22/1995,Monday,Mon,2,22,142,3,21,,May,May,5,2,2,9,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
143,,5/23/1995,Tuesday,Tue,3,23,143,3,21,,May,May,5,2,2,9,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
144,,5/24/1995,Wednesday,Wed,4,24,144,3,21,,May,May,5,2,2,9,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
145,,5/25/1995,Thursday,Thu,5,25,145,3,21,,May,May,5,2,2,9,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
146,,5/26/1995,Friday,Fri,6,26,146,3,21,,May,May,5,2,2,9,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
147,,5/27/1995,Saturday,Sat,7,27,147,3,21,,May,May,5,2,2,9,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
148,,5/28/1995,Sunday,Sun,1,28,148,3,22,,May,May,5,2,2,10,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
149,,5/29/1995,Monday,Mon,2,29,149,3,22,,May,May,5,2,2,10,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
150,,5/30/1995,Tuesday,Tue,3,30,150,3,22,,May,May,5,2,2,10,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
151,,5/31/1995,Wednesday,Wed,4,31,151,3,22,,May,May,5,2,2,10,,2,,2,,,,1995,95,Spring,Spr,,N,N,T,N
152,,6/1/1995,Thursday,Thu,5,1,152,1,22,,June,Jun,6,2,3,10,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
153,,6/2/1995,Friday,Fri,6,2,153,1,22,,June,Jun,6,2,3,10,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
154,,6/3/1995,Saturday,Sat,7,3,154,1,22,,June,Jun,6,2,3,10,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
155,,6/4/1995,Sunday,Sun,1,4,155,1,23,,June,Jun,6,2,3,11,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
156,,6/5/1995,Monday,Mon,2,5,156,1,23,,June,Jun,6,2,3,11,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
157,,6/6/1995,Tuesday,Tue,3,6,157,1,23,,June,Jun,6,2,3,11,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
158,,6/7/1995,Wednesday,Wed,4,7,158,1,23,,June,Jun,6,2,3,11,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
159,,6/8/1995,Thursday,Thu,5,8,159,2,23,,June,Jun,6,2,3,11,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
160,,6/9/1995,Friday,Fri,6,9,160,2,23,,June,Jun,6,2,3,11,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
161,,6/10/1995,Saturday,Sat,7,10,161,2,23,,June,Jun,6,2,3,11,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
162,,6/11/1995,Sunday,Sun,1,11,162,2,24,,June,Jun,6,2,3,12,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
163,,6/12/1995,Monday,Mon,2,12,163,2,24,,June,Jun,6,2,3,12,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
164,,6/13/1995,Tuesday,Tue,3,13,164,2,24,,June,Jun,6,2,3,12,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
165,,6/14/1995,Wednesday,Wed,4,14,165,2,24,,June,Jun,6,2,3,12,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
166,,6/15/1995,Thursday,Thu,5,15,166,3,24,,June,Jun,6,2,3,12,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
167,,6/16/1995,Friday,Fri,6,16,167,3,24,,June,Jun,6,2,3,12,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
168,,6/17/1995,Saturday,Sat,7,17,168,3,24,,June,Jun,6,2,3,12,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
169,,6/18/1995,Sunday,Sun,1,18,169,3,25,,June,Jun,6,2,3,13,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
170,,6/19/1995,Monday,Mon,2,19,170,3,25,,June,Jun,6,2,3,13,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
171,,6/20/1995,Tuesday,Tue,3,20,171,3,25,,June,Jun,6,2,3,13,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
172,,6/21/1995,Wednesday,Wed,4,21,172,3,25,,June,Jun,6,2,3,13,,2,,3,,,,1995,95,Spring,Spr,,N,N,T,N
173,,6/22/1995,Thursday,Thu,5,22,173,3,25,,June,Jun,6,2,3,13,,2,,3,,,,1995,95,Summer,Sum,,N,N,T,N
174,,6/23/1995,Friday,Fri,6,23,174,3,25,,June,Jun,6,2,3,13,,2,,3,,,,1995,95,Summer,Sum,,N,N,T,N
175,,6/24/1995,Saturday,Sat,7,24,175,3,25,,June,Jun,6,2,3,13,,2,,3,,,,1995,95,Summer,Sum,,N,N,T,N
176,,6/25/1995,Sunday,Sun,1,25,176,3,26,,June,Jun,6,2,3,14,,2,,3,,,,1995,95,Summer,Sum,,N,N,T,N
177,,6/26/1995,Monday,Mon,2,26,177,3,26,,June,Jun,6,2,3,14,,2,,3,,,,1995,95,Summer,Sum,,N,N,T,N
178,,6/27/1995,Tuesday,Tue,3,27,178,3,26,,June,Jun,6,2,3,14,,2,,3,,,,1995,95,Summer,Sum,,N,N,T,N
179,,6/28/1995,Wednesday,Wed,4,28,179,3,26,,June,Jun,6,2,3,14,,2,,3,,,,1995,95,Summer,Sum,,N,N,T,N
180,,6/29/1995,Thursday,Thu,5,29,180,3,26,,June,Jun,6,2,3,14,,2,,3,,,,1995,95,Summer,Sum,,N,N,T,N
181,,6/30/1995,Friday,Fri,6,30,181,3,26,,June,Jun,6,2,3,14,,2,,3,,,,1995,95,Summer,Sum,,N,N,T,N
182,,7/1/1995,Saturday,Sat,7,1,182,1,26,,July,Jul,7,3,1,1,,3,,1,,,,1995,95,Summer,Sum,,N,N,T,N
183,,7/2/1995,Sunday,Sun,1,2,183,1,27,,July,Jul,7,3,1,2,,3,,1,,,,1995,95,Summer,Sum,,N,N,T,N
184,,7/3/1995,Monday,Mon,2,3,184,1,27,,July,Jul,7,3,1,2,,3,,1,,,,1995,95,Summer,Sum,,N,N,T,N
185,,7/4/1995,Tuesday,Tue,3,4,185,1,27,,July,Jul,7,3,1,2,,3,,1,,,,1995,95,Summer,Sum,,N,N,T,N
186,,7/5/1995,Wednesday,Wed,4,5,186,1,27,,July,Jul,7,3,1,2,,3,,1,,,,1995,95,Summer,Sum,,N,N,T,N
187,,7/6/1995,Thursday,Thu,5,6,187,1,27,,July,Jul,7,3,1,2,,3,,1,,,,1995,95,Summer,Sum,,N,N,T,N
188,,7/7/1995,Friday,Fri,6,7,188,1,27,,July,Jul,7,3,1,2,,3,,1,,,,1995,95,Summer,Sum,,N,N,T,N
189,,7/8/1995,Saturday,Sat,7,8,189,2,27,,July,Jul,7,3,1,2,,3,,1,,,,1995,95,Summer,Sum,,N,N,T,N
