47,14928,8718,1068,1266
48,14929,9231,1086,1237
49,14930,6560,1063,1613
50,14931,3996,1021,1331
51,14932,9977,570,1473
52,14933,8218,597,1532
53,14934,2689,1011,1499
54,14935,9276,999,1147
66,14863,9486,603,1347
36,14791,9291,1067,1484
37,14792,9800,927,1587
38,14793,3675,840,1328
39,14794,9727,699,1317
40,14795,3457,780,1185
41,14796,9941,1090,1562
42,14797,3987,753,1492
43,14798,4557,612,1163
44,14799,123,630,1545
45,14800,6722,1059,1135
46,14801,9436,560,1504
47,14802,1009,559,1131
48,14803,5846,1070,1490
49,14804,9769,635,1542
50,14805,2380,687,1118
51,14806,2021,981,1241
52,14807,1030,773,1382
53,14808,9674,790,1493
54,14809,8606,716,1405
55,14810,633,824,1218
56,14811,1435,779,1260
57,14812,8010,971,1127
58,14813,9893,861,1138
59,14814,5325,681,1162
60,14815,7349,580,1588
61,14816,5723,1003,1497
62,14817,8476,639,1449
63,14818,4818,672,1426
64,14819,133,828,1138
65,14820,8338,571,1263
66,14821,5589,821,1494
67,14822,3301,1016,1341
68,14823,812,838,1187
69,14824,1425,1076,1335
70,14825,1278,766,1541
71,14826,1991,874,1100
72,14827,409,627,1324
31,14828,4753,644,1630
32,14829,7672,1043,1135
33,14830,7988,666,1481
34,14831,6698,579,1543
35,14832,8568,799,1228
36,14833,2898,725,1640
37,14834,6348,718,1355
38,14835,7076,827,1397
39,14836,449,777,1418
40,14837,7826,897,1357
41,14838,6316,871,1367
42,14839,2231,1096,1557
43,14840,6160,716,1565
44,14841,2837,1022,1291
45,14842,7660,1045,1105
46,14843,306,924,1310
47,14844,2938,686,1541
48,14845,6796,796,1535
49,14846,8033,824,1459
50,14847,6228,983,1162
51,14848,8676,886,1175
52,14849,5421,716,1424
53,14850,7321,768,1113
54,14851,5909,1051,1352
55,14852,5406,930,1172
56,14853,1230,850,1502
57,14854,9885,804,1625
58,14855,9997,832,1594
59,14856,547,817,1427
60,14857,2263,888,1283
61,14858,661,584,1256
62,14859,6856,814,1633
63,14860,4340,957,1184
64,14861,1758,957,1254
65,14862,6045,991,1325
35,14790,1882,940,1545
47,14718,1444,628,1131
48,14719,5449,980,1278
49,14720,8114,936,1359
50,14721,1779,895,1602
51,14722,7457,898,1176
52,14723,807,734,1506
53,14724,3481,681,1276
54,14725,2045,941,1584
55,14726,8653,962,1613
56,14727,9796,826,1222
57,14728,1823,769,1425
58,14729,2535,711,1394
59,14730,4001,676,1440
60,14731,5935,831,1384
61,14732,4147,612,1360
62,14733,5333,1080,1146
63,14734,9120,558,1471
64,14735,3355,1010,1270
65,14736,1229,780,1452
66,14737,4955,677,1212
67,14738,9765,552,1575
68,14739,6696,608,1246
69,14740,5619,652,1504
70,14741,876,696,1424
71,14742,6964,702,1215
72,14743,9312,855,1213
31,14744,5150,969,1344
32,14745,7585,794,1472
33,14746,9758,1013,1559
34,14747,9460,1082,1435
35,14748,6389,982,1280
36,14749,4329,886,1100
37,14750,6471,725,1131
38,14751,9165,741,1215
39,14752,1464,1021,1629
40,14753,1770,970,1190
41,14754,460,847,1361
42,14755,5450,672,1558
43,14756,6719,734,1383
44,14757,7713,656,1600
45,14758,1266,865,1387
46,14759,8620,1053,1260
47,14760,6602,1050,1258
48,14761,9107,940,1218
49,14762,7125,589,1220
50,14763,7271,899,1341
51,14764,1265,694,1328
52,14765,2504,573,1596
53,14766,9748,806,1387
54,14767,4744,920,1219
55,14768,1283,776,1223
56,14769,160,1081,1519
57,14770,7339,1089,1173
58,14771,6676,907,1554
59,14772,7939,598,1320
60,14773,3969,732,1436
61,14774,6764,1030,1116
62,14775,4360,582,1537
63,14776,2516,965,1394
64,14777,4420,819,1248
65,14778,821,1068,1470
66,14779,3594,554,1166
67,14780,3030,870,1184
68,14781,6752,714,1621
69,14782,1545,949,1181
70,14783,3698,819,1236
71,14784,1837,1094,1539
72,14785,1516,681,1098
31,14786,5483,761,1148
32,14787,6405,557,1141
33,14788,2567,604,1279
34,14789,1707,975,1345
46,14717,9892,899,1405
58,14645,1030,743,1343
59,14646,7931,695,1563
60,14647,2011,944,1346
61,14648,2346,1060,1612
62,14649,3947,1074,1200
63,14650,2857,834,1162
64,14651,8267,754,1620
65,14652,1346,631,1511
66,14653,5609,605,1359
67,14654,4703,1052,1477
68,14655,6341,847,1580
69,14656,1821,601,1547
70,14657,7794,663,1471
71,14658,1154,981,1554
72,14659,8667,603,1488
31,14660,5903,646,1304
32,14661,1014,926,1284
33,14662,4045,657,1554
34,14663,749,687,1614
35,14664,2808,1047,1134
36,14665,9800,728,1353
37,14666,8266,557,1537
38,14667,8217,638,1236
39,14668,6586,621,1644
40,14669,3940,850,1169
41,14670,455,857,1525
42,14671,2795,780,1293
43,14672,8495,936,1233
44,14673,2859,666,1242
45,14674,3422,994,1124
46,14675,6898,708,1519
47,14676,2445,1072,1607
48,14677,5342,550,1194
49,14678,7223,878,1619
50,14679,1514,561,1197
51,14680,6947,835,1300
52,14681,1761,558,1506
53,14682,2834,1001,1151
54,14683,7086,614,1486
55,14684,1999,1042,1387
56,14685,1021,908,1509
57,14686,9366,610,1241
58,14687,2065,1021,1470
59,14688,4355,734,1228
60,14689,9399,756,1268
61,14690,744,1033,1571
62,14691,8825,1074,1217
63,14692,9605,733,1292
64,14693,3457,798,1600
65,14694,2805,733,1273
66,14695,1631,910,1275
67,14696,4519,799,1333
68,14697,4237,702,1641
69,14698,6733,700,1187
70,14699,6347,646,1473
71,14700,8071,922,1629
72,14701,4900,741,1367
31,14702,9794,703,1230
32,14703,6566,961,1596
33,14704,4599,1093,1595
34,14705,9018,836,1357
35,14706,9276,637,1561
36,14707,5852,668,1337
37,14708,7527,803,1291
38,14709,1698,873,1171
39,14710,603,654,1160
40,14711,791,772,1540
41,14712,7098,822,1231
42,14713,721,1011,1237
43,14714,5542,595,1405
44,14715,4522,676,1395
45,14716,539,828,1617
57,14644,3217,949,1270
69,14572,6082,1091,1461
70,14573,9960,1095,1278
71,14574,2636,696,1397
72,14575,991,951,1237
31,14576,296,767,1641
32,14577,7848,687,1632
33,14578,7629,867,1639
34,14579,1134,798,1427
35,14580,4012,866,1466
36,14581,6986,586,1361
37,14582,3846,732,1569
38,14583,3509,650,1555
39,14584,5702,1079,1155
40,14585,1306,755,1351
41,14586,8803,1076,1270
42,14587,5002,1076,1192
43,14588,6329,621,1453
44,14589,8300,1002,1132
45,14590,3294,945,1565
46,14591,6240,622,1613
47,14592,2277,553,1097
48,14593,6141,656,1162
49,14594,9484,1089,1268
50,14595,4535,554,1499
51,14596,2586,809,1231
52,14597,2382,832,1433
53,14598,6906,634,1365
54,14599,6390,955,1548
55,14600,3947,1093,1181
56,14601,1427,847,1353
57,14602,2307,661,1244
58,14603,9227,695,1120
59,14604,1887,842,1563
60,14605,2952,889,1143
61,14606,4286,713,1424
62,14607,7057,895,1565
63,14608,1585,826,1322
64,14609,8483,858,1434
65,14610,8642,800,1161
66,14611,9752,870,1555
67,14612,6750,1039,1377
68,14613,8296,907,1346
69,14614,5395,952,1558
70,14615,624,950,1249
71,14616,6,746,1487
72,14617,5840,718,1587
31,14618,3398,1039,1480
32,14619,1992,624,1175
33,14620,3222,810,1351
34,14621,1863,865,1331
35,14622,3482,568,1250
36,14623,3415,937,1139
37,14624,1209,1016,1342
38,14625,5444,1083,1454
39,14626,6082,622,1453
40,14627,2308,644,1488
41,14628,7251,741,1269
42,14629,4092,1013,1247
43,14630,4262,1092,1405
44,14631,1586,577,1629
45,14632,3870,616,1341
46,14633,125,964,1174
47,14634,8101,842,1597
48,14635,4065,773,1414
49,14636,7301,916,1546
50,14637,5503,594,1538
51,14638,1349,1068,1520
52,14639,8277,972,1391
53,14640,9081,913,1407
54,14641,2303,731,1403
55,14642,6319,880,1575
56,14643,5404,570,1500
68,14571,1849,815,1130
38,14499,2801,769,1401
39,14500,2836,653,1174
40,14501,111,996,1507
41,14502,7328,1062,1578
42,14503,4277,835,1366
43,14504,6636,800,1110
44,14505,3005,890,1174
45,14506,256,568,1472
46,14507,6126,579,1410
47,14508,6543,1035,1481
48,14509,8913,744,1129
49,14510,6878,845,1372
50,14511,822,621,1496
51,14512,8812,913,1360
52,14513,8484,897,1197
53,14514,7366,1020,1357
54,14515,3842,715,1325
55,14516,3918,657,1269
56,14517,9586,922,1459
57,14518,8445,623,1243
58,14519,5773,810,1397
59,14520,9607,555,1493
60,14521,5004,625,1631
61,14522,4412,885,1434
62,14523,9905,562,1379
63,14524,1366,868,1208
64,14525,7358,792,1198
65,14526,4190,950,1564
66,14527,7,783,1120
67,14528,3797,981,1472
68,14529,8403,726,1403
69,14530,357,1026,1224
70,14531,7963,704,1130
71,14532,1284,658,1200
72,14533,4921,836,1097
31,14534,1083,679,1314
32,14535,5956,566,1282
33,14536,1431,1063,1213
34,14537,8372,747,1266
35,14538,911,1033,1570
36,14539,2892,673,1139
37,14540,9680,730,1637
38,14541,513,655,1471
39,14542,1335,701,1543
40,14543,9752,943,1213
41,14544,8567,571,1193
42,14545,2157,763,1351
43,14546,7083,801,1153
44,14547,3558,867,1425
45,14548,37,1068,1162
46,14549,7259,1051,1426
47,14550,9078,643,1510
48,14551,4632,613,1559
49,14552,4269,791,1206
50,14553,9529,611,1519
51,14554,9983,554,1567
52,14555,6851,989,1632
53,14556,3434,766,1349
54,14557,3751,966,1448
55,14558,3291,557,1187
56,14559,5578,828,1472
57,14560,3845,822,1105
58,14561,8989,569,1243
59,14562,1882,926,1226
60,14563,2950,1006,1275
61,14564,4910,657,1319
62,14565,5887,792,1116
63,14566,6988,1045,1371
64,14567,5222,1044,1345
65,14568,8345,1067,1339
66,14569,5229,723,1198
67,14570,3513,920,1128
37,14498,8555,791,1383
49,14426,360,929,1208
50,14427,2136,920,1433
51,14428,9346,699,1329
52,14429,3238,1077,1445
53,14430,2882,735,1246
54,14431,6793,1071,1189
55,14432,8726,590,1310
56,14433,9903,1077,1176
57,14434,1512,978,1597
58,14435,8913,1008,1320
59,14436,6283,628,1388
60,14437,3034,570,1352
61,14438,6632,794,1612
62,14439,5490,939,1267
63,14440,2433,929,1259
64,14441,1910,1009,1385
65,14442,613,788,1307
66,14443,8320,696,1125
67,14444,5815,612,1442
68,14445,8008,1051,1357
69,14446,2297,859,1133
70,14447,8882,1073,1157
71,14448,192,788,1547
72,14449,2044,732,1170
31,14450,4691,938,1153
32,14451,9330,1053,1127
33,14452,1938,700,1437
34,14453,3847,900,1594
35,14454,6827,1043,1472
36,14455,4291,976,1472
37,14456,1501,1082,1245
38,14457,2248,981,1159
39,14458,5721,647,1634
40,14459,3150,594,1532
41,14460,7337,621,1364
42,14461,7178,599,1206
43,14462,9364,890,1368
44,14463,7507,982,1216
45,14464,5698,705,1118
46,14465,1162,999,1552
47,14466,6684,871,1502
48,14467,3501,896,1341
49,14468,4752,1050,1628
50,14469,2398,840,1263
51,14470,5424,855,1401
52,14471,3685,921,1348
53,14472,6451,838,1149
54,14473,6592,930,1239
55,14474,3863,892,1602
56,14475,8136,1065,1124
57,14476,4593,559,1563
58,14477,9770,975,1185
59,14478,7325,574,1433
60,14479,9496,781,1282
61,14480,2507,567,1143
62,14481,9214,710,1380
63,14482,5406,1006,1388
64,14483,1618,749,1471
65,14484,8812,852,1583
66,14485,4749,1092,1257
67,14486,868,1039,1128
68,14487,6524,610,1494
69,14488,4676,782,1133
70,14489,7537,944,1379
71,14490,6126,891,1255
72,14491,9341,763,1524
31,14492,1016,569,1282
32,14493,8577,601,1375
33,14494,8268,809,1358
34,14495,5916,760,1254
35,14496,9079,1028,1567
36,14497,4114,844,1501
48,14425,9569,1054,1520
60,14353,9804,685,1401
61,14354,3339,699,1271
62,14355,8703,632,1552
63,14356,3837,922,1618
64,14357,393,1021,1372
65,14358,4165,904,1542
66,14359,918,632,1272
67,14360,8691,674,1285
68,14361,333,554,1473
69,14362,6223,918,1270
70,14363,2913,1061,1120
71,14364,6802,815,1390
72,14365,9628,686,1172
31,14366,6609,566,1157
32,14367,5573,732,1158
33,14368,9603,931,1386
34,14369,435,706,1134
35,14370,1163,882,1265
36,14371,3336,883,1306
37,14372,5505,753,1142
38,14373,5925,922,1499
39,14374,1245,714,1332
40,14375,599,978,1441
41,14376,4430,651,1568
42,14377,5401,896,1294
43,14378,1870,665,1230
44,14379,4859,975,1611
45,14380,6024,1057,1451
46,14381,7890,1065,1406
47,14382,2115,899,1191
48,14383,1285,935,1131
49,14384,5006,648,1264
50,14385,1360,935,1252
51,14386,3762,1040,1178
52,14387,8397,629,1586
53,14388,2075,551,1360
54,14389,9792,1039,1451
55,14390,9088,754,1226
56,14391,9552,975,1560
57,14392,3829,692,1494
58,14393,5245,748,1522
59,14394,3766,1023,1576
60,14395,9915,638,1274
61,14396,120,1043,1139
62,14397,7153,769,1628
63,14398,5788,860,1143
64,14399,3602,600,1098
65,14400,2295,1009,1496
66,14401,6000,777,1243
67,14402,6374,975,1364
68,14403,699,699,1174
69,14404,742,924,1560
70,14405,3584,1021,1547
71,14406,3776,947,1347
72,14407,8816,954,1455
31,14408,5199,572,1182
32,14409,7046,1076,1143
33,14410,5947,833,1253
34,14411,8887,996,1177
35,14412,6255,878,1312
36,14413,8865,758,1239
37,14414,2978,906,1468
38,14415,9901,1093,1449
39,14416,1471,933,1195
40,14417,9986,756,1633
41,14418,5271,603,1331
42,14419,2233,837,1216
43,14420,4577,906,1345
44,14421,8288,863,1481
45,14422,8365,763,1436
46,14423,4290,628,1244
47,14424,1169,806,1117
59,14352,8526,969,1644
71,14280,3644,817,1495
72,14281,3479,800,1610
31,14282,1653,857,1519
32,14283,7611,624,1633
33,14284,3342,1074,1533
34,14285,4150,655,1511
35,14286,1166,589,1546
36,14287,2147,657,1599
37,14288,1737,796,1418
38,14289,9001,552,1344
39,14290,1269,1027,1221
40,14291,9329,1003,1451
41,14292,8096,868,1105
42,14293,8584,851,1572
43,14294,5867,632,1373
44,14295,4396,856,1219
45,14296,7181,1023,1487
46,14297,9536,972,1588
47,14298,2248,833,1556
48,14299,4348,1065,1170
49,14300,6765,850,1644
50,14301,4641,735,1439
51,14302,3920,810,1121
52,14303,4618,629,1316
53,14304,3527,1007,1474
54,14305,4796,1091,1419
55,14306,2917,717,1153
56,14307,3121,919,1361
57,14308,5755,927,1540
58,14309,5054,997,1427
59,14310,2517,1019,1421
60,14311,6342,844,1461
61,14312,6316,1079,1546
62,14313,1936,644,1183
63,14314,6312,654,1563
64,14315,7167,950,1193
65,14316,4301,590,1343
66,14317,4201,653,1543
67,14318,4556,858,1235
68,14319,9144,752,1504
69,14320,8819,1027,1492
70,14321,4264,877,1419
71,14322,3741,925,1310
72,14323,6845,723,1541
31,14324,3334,587,1247
32,14325,2437,1037,1536
33,14326,327,981,1392
34,14327,7044,905,1164
35,14328,4029,978,1406
36,14329,1202,773,1289
37,14330,4580,756,1238
38,14331,373,983,1601
39,14332,595,836,1120
40,14333,1680,828,1566
41,14334,5436,680,1334
42,14335,8157,936,1330
43,14336,2906,714,1601
44,14337,9500,734,1479
45,14338,2337,869,1439
46,14339,4110,1051,1589
47,14340,2009,590,1413
48,14341,2248,733,1290
49,14342,4988,1018,1149
50,14343,5587,971,1589
51,14344,8867,696,1233
52,14345,5689,591,1127
53,14346,6949,624,1255
54,14347,4070,959,1130
55,14348,9295,867,1129
56,14349,943,833,1213
57,14350,4018,902,1198
58,14351,9580,642,1115
70,14279,3237,1003,1458
40,14207,7096,1007,1552
41,14208,8435,1001,1630
42,14209,3808,864,1293
43,14210,9726,612,1193
44,14211,2768,855,1153
45,14212,6389,807,1177
46,14213,2088,829,1178
47,14214,6380,1062,1130
48,14215,6003,806,1594
49,14216,724,815,1340
50,14217,6373,559,1643
51,14218,9845,754,1135
52,14219,8435,1034,1421
53,14220,3024,678,1125
54,14221,1629,1052,1166
55,14222,145,816,1515
56,14223,6214,999,1208
57,14224,4172,808,1360
58,14225,2908,689,1300
59,14226,5721,1051,1469
60,14227,7411,904,1257
61,14228,3857,984,1524
62,14229,5382,1010,1355
63,14230,6067,1035,1132
64,14231,7713,715,1549
65,14232,1581,568,1300
66,14233,1884,824,1396
67,14234,1971,924,1362
68,14235,4116,1082,1343
69,14236,7612,1010,1444
70,14237,171,614,1211
71,14238,4288,602,1443
72,14239,1292,828,1545
31,14240,7314,595,1529
32,14241,7065,575,1252
33,14242,7185,972,1208
34,14243,319,823,1212
35,14244,7289,774,1216
36,14245,1690,561,1436
37,14246,6795,1085,1189
38,14247,4457,706,1175
39,14248,6783,862,1524
40,14249,4971,616,1612
41,14250,1225,937,1258
42,14251,1671,977,1205
43,14252,2775,992,1224
44,14253,7589,1053,1212
45,14254,2842,897,1227
46,14255,8572,794,1540
47,14256,2196,1086,1296
48,14257,3587,753,1371
49,14258,8787,1015,1150
50,14259,5474,699,1196
51,14260,9718,913,1585
52,14261,1804,863,1533
53,14262,640,1030,1487
54,14263,7255,591,1160
55,14264,4544,1068,1517
56,14265,2327,1076,1498
57,14266,9200,1053,1424
58,14267,9703,1094,1588
59,14268,4641,616,1621
60,14269,152,578,1492
61,14270,5279,994,1558
62,14271,6034,821,1110
63,14272,1847,557,1250
64,14273,3241,722,1344
65,14274,2484,905,1538
66,14275,3282,972,1627
67,14276,6307,630,1329
68,14277,7159,702,1203
69,14278,2907,853,1625
39,14206,7290,1075,1164
51,14134,3884,841,1452
52,14135,2788,1005,1163
53,14136,1284,734,1471
54,14137,3907,692,1636
55,14138,8996,777,1365
56,14139,675,945,1506
57,14140,1957,692,1328
58,14141,1511,810,1279
59,14142,8443,1019,1413
60,14143,6207,873,1304
61,14144,6984,592,1461
62,14145,2782,1013,1508
63,14146,1970,891,1309
64,14147,2118,814,1402
65,14148,10,607,1099
66,14149,5803,743,1377
67,14150,9256,884,1577
68,14151,3124,960,1161
69,14152,6298,846,1510
70,14153,5328,644,1099
71,14154,6311,908,1111
72,14155,467,763,1144
31,14156,7971,778,1520
32,14157,1525,935,1131
33,14158,1679,1061,1479
34,14159,5396,706,1261
35,14160,3897,580,1494
36,14161,1859,604,1383
37,14162,8356,1054,1481
38,14163,1251,655,1588
39,14164,2624,689,1579
40,14165,8305,783,1365
41,14166,2364,736,1295
42,14167,8856,995,1356
43,14168,1833,1041,1124
44,14169,7086,1091,1250
45,14170,3928,618,1352
46,14171,4892,988,1126
47,14172,2723,679,1515
48,14173,3113,1080,1370
49,14174,2186,996,1606
50,14175,7959,571,1451
51,14176,2780,846,1229
52,14177,6325,1065,1226
53,14178,9376,767,1100
54,14179,1981,575,1408
55,14180,5359,741,1272
56,14181,2104,748,1554
57,14182,5425,562,1320
58,14183,1684,1007,1251
59,14184,9523,566,1558
60,14185,2963,904,1218
61,14186,8893,871,1184
62,14187,9797,591,1616
63,14188,8574,1032,1479
64,14189,3696,1038,1228
65,14190,5196,907,1404
66,14191,682,1058,1325
67,14192,705,809,1109
68,14193,7162,1028,1633
69,14194,8061,907,1125
70,14195,85,741,1582
71,14196,232,810,1487
72,14197,2912,765,1401
31,14198,5127,1032,1302
32,14199,5674,683,1598
33,14200,2815,913,1543
34,14201,5826,859,1268
35,14202,3660,657,1564
36,14203,8078,712,1133
37,14204,3135,728,1586
38,14205,6964,638,1604
50,14133,5780,711,1371
62,14061,1648,607,1449
63,14062,9998,672,1339
64,14063,2404,871,1316
65,14064,384,552,1124
66,14065,3396,1091,1617
67,14066,932,960,1257
68,14067,5457,945,1258
69,14068,4663,557,1104
70,14069,5429,948,1402
71,14070,2009,589,1178
72,14071,4086,560,1550
31,14072,7392,1031,1563
32,14073,3776,872,1174
33,14074,1243,702,1353
34,14075,7670,987,1508
35,14076,1987,852,1435
36,14077,8186,619,1261
37,14078,708,646,1106
38,14079,3230,622,1479
39,14080,6813,889,1384
40,14081,6746,746,1347
41,14082,2129,725,1421
42,14083,5883,693,1141
43,14084,9924,888,1511
44,14085,2075,895,1142
45,14086,381,928,1320
46,14087,8838,674,1237
47,14088,1556,791,1376
48,14089,6301,1011,1220
49,14090,834,1087,1630
50,14091,2635,853,1183
51,14092,2812,551,1320
52,14093,6983,581,1533
53,14094,1489,1078,1537
54,14095,8306,732,1159
55,14096,3978,1053,1568
56,14097,1184,628,1429
57,14098,5835,1045,1546
58,14099,4149,853,1144
59,14100,902,771,1343
60,14101,9873,827,1422
61,14102,7355,824,1516
62,14103,813,561,1103
63,14104,2879,610,1632
64,14105,9847,838,1228
65,14106,1652,712,1369
66,14107,4354,936,1378
67,14108,477,613,1211
68,14109,5363,976,1431
69,14110,7087,581,1368
70,14111,1980,1021,1464
71,14112,6742,989,1626
72,14113,6659,904,1110
31,14114,9903,591,1324
32,14115,156,976,1127
33,14116,219,1000,1438
34,14117,7564,776,1533
35,14118,4757,1018,1124
36,14119,9759,817,1536
37,14120,3228,1032,1432
38,14121,9370,776,1108
39,14122,6602,638,1391
40,14123,7969,696,1569
41,14124,3827,848,1118
42,14125,3167,751,1584
43,14126,4841,1051,1180
44,14127,1589,720,1222
45,14128,4912,1002,1638
46,14129,7821,803,1358
47,14130,5722,1023,1384
48,14131,1479,762,1260
49,14132,8879,931,1439
61,14060,5662,853,1619
31,13988,6328,617,1303
32,13989,3701,790,1454
33,13990,5915,1002,1110
34,13991,410,1010,1301
35,13992,3294,756,1198
36,13993,6254,1009,1504
37,13994,6282,669,1468
38,13995,5158,791,1343
39,13996,6210,635,1447
40,13997,9781,749,1365
41,13998,3891,1029,1297
42,13999,9243,687,1420
43,14000,7686,815,1372
44,14001,6719,991,1564
45,14002,7850,592,1443
46,14003,2819,654,1237
47,14004,1588,887,1514
48,14005,1876,899,1179
49,14006,9600,677,1643
50,14007,57,818,1442
51,14008,3580,930,1260
52,14009,7640,872,1466
53,14010,1436,1093,1235
54,14011,4238,851,1312
55,14012,9103,731,1124
56,14013,6385,961,1475
57,14014,1061,600,1505
58,14015,3028,729,1275
59,14016,2238,985,1215
60,14017,7280,1009,1539
61,14018,8114,1013,1337
62,14019,3613,608,1604
63,14020,3884,589,1460
64,14021,9672,914,1185
65,14022,3604,981,1176
66,14023,2384,1075,1532
67,14024,2690,805,1132
68,14025,248,791,1331
69,14026,8201,789,1508
70,14027,8864,976,1639
71,14028,7175,1095,1591
72,14029,6147,1093,1134
31,14030,300,892,1515
32,14031,8556,665,1128
33,14032,2481,705,1603
34,14033,1216,818,1552
35,14034,9816,760,1128
36,14035,4407,725,1638
37,14036,194,651,1166
38,14037,7606,976,1623
39,14038,8639,1016,1175
40,14039,1574,747,1527
41,14040,4659,1006,1580
42,14041,9875,1045,1133
43,14042,3680,633,1529
44,14043,5176,801,1585
45,14044,4252,743,1258
46,14045,3813,1059,1179
47,14046,3462,959,1307
48,14047,5720,873,1190
49,14048,1017,1077,1303
50,14049,7147,904,1496
51,14050,4172,659,1550
52,14051,1897,910,1468
53,14052,7125,901,1173
54,14053,4339,686,1399
55,14054,6138,1007,1283
56,14055,5422,579,1604
57,14056,1587,632,1202
58,14057,2648,873,1565
59,14058,6636,693,1104
60,14059,7614,827,1581
72,13987,9255,631,1608
42,13915,6605,615,1184
43,13916,8383,1051,1191
44,13917,1896,714,1353
45,13918,3527,914,1568
46,13919,6810,959,1228
47,13920,2769,1022,1328
48,13921,9917,1063,1486
49,13922,586,1018,1518
50,13923,9278,665,1550
51,13924,3084,594,1287
52,13925,1917,580,1177
53,13926,5436,652,1286
54,13927,1463,907,1296
55,13928,2039,874,1478
56,13929,8646,730,1207
57,13930,7824,1020,1161
58,13931,2026,672,1370
59,13932,2599,607,1533
60,13933,3213,1045,1598
61,13934,4743,916,1289
62,13935,3216,712,1621
63,13936,2386,677,1171
64,13937,5621,971,1173
65,13938,5636,614,1271
66,13939,9367,623,1127
67,13940,8659,656,1236
68,13941,142,809,1207
69,13942,1754,687,1541
70,13943,6188,784,1439
71,13944,7290,930,1372
72,13945,2707,990,1632
31,13946,5609,693,1539
32,13947,555,824,1364
33,13948,4183,670,1530
34,13949,502,814,1572
35,13950,1472,703,1409
36,13951,5465,850,1257
37,13952,2574,797,1593
38,13953,967,833,1442
39,13954,2831,737,1139
40,13955,9860,950,1559
41,13956,4645,568,1362
42,13957,2365,702,1396
43,13958,7772,556,1144
44,13959,8000,824,1483
45,13960,892,770,1246
46,13961,3128,1034,1579
47,13962,8197,878,1479
48,13963,8079,1078,1246
49,13964,5690,1040,1483
50,13965,2162,558,1158
51,13966,3831,805,1512
52,13967,4760,911,1115
53,13968,2474,1026,1350
54,13969,7288,957,1590
