34,153,24,487323,44,220,30,3,4,1,1937,418,28491,1,31,1817,,,,,PN                                 
36,330,25,501241,33,423,30,3,2,5,856,407,28491,1,33,1281,,,,,PN                                 
37,420,26,483335,289,424,30,2,6,1,1604,349,28491,1,34,2091,,,,,PN                                 
38,278,27,483293,50,157,30,3,4,1,1278,131,28491,1,35,1256,,,,,PN                                 
39,257,28,471961,285,42,30,1,2,4,3586,488,28491,1,36,1325,,,,,PN                                 
40,300,29,485017,260,134,30,3,1,1,1967,177,28491,1,37,1525,,,,,PN                                 
42,434,30,501393,285,316,30,3,3,5,3823,489,28491,1,39,2127,,,,,PN                                 
43,178,31,509935,219,203,30,1,5,2,3937,72,28491,1,40,1313,,,,,PN                                 
44,225,32,416609,268,14,30,2,5,3,3773,26,28491,1,41,1968,,,,,PN                                 
46,383,33,475419,195,138,30,2,2,4,1662,231,28491,1,43,1382,,,,,PN                                 
47,440,34,475421,285,184,30,2,7,4,4087,67,28491,1,44,1363,,,,,PN                                 
48,79,35,402773,15,291,30,3,1,3,3695,42,28491,1,45,1815,,,,,PN                                 
49,299,36,453967,247,258,30,2,8,1,3675,11,28491,1,46,1994,,,,,PN                                 
50,5,38,481709,92,282,30,1,3,1,3756,369,28491,1,49,1409,,,,,PN                                 
51,126,39,522121,141,424,30,2,1,2,1668,265,28491,1,50,2189,,,,,PN                                 
52,189,40,486747,86,283,30,3,3,1,72,326,28491,1,51,1849,,,,,PN                                 
54,85,41,501245,286,459,30,3,3,5,202,157,28491,1,53,1169,,,,,PN                                 
55,104,42,473693,328,224,30,3,5,4,903,442,28491,1,54,1217,,,,,PN                                 
56,207,43,470277,243,452,30,2,8,4,3325,317,28491,1,55,1399,,,,,PN                                 
58,232,44,471870,286,468,30,3,6,4,3570,483,28491,1,57,1449,,,,,PN                                 
59,335,45,470141,286,312,30,2,6,4,3476,462,28491,1,58,1213,,,,,PN                                 
60,188,46,428755,226,487,30,2,4,3,2243,483,28491,1,59,1895,,,,,PN                                 
61,57,47,453967,86,394,30,2,5,1,4127,456,28491,1,60,1481,,,,,PN                                 
62,308,48,470276,196,495,30,2,3,4,2015,48,28491,1,61,1516,,,,,PN                                 
64,256,49,418345,268,102,30,3,3,3,225,415,28491,1,63,1997,,,,,PN                                 
65,4,50,455695,254,270,30,2,2,1,3583,86,28491,1,64,1658,,,,,PN                                 
66,283,51,509977,141,470,30,2,7,2,776,379,28491,1,65,2190,,,,,PN                                 
67,232,52,442493,231,409,30,3,1,4,2312,268,28491,1,66,1327,,,,,PN                                 
69,313,53,511663,205,10,30,2,1,2,409,213,28491,1,68,1848,,,,,PN                                 
71,291,54,471939,280,419,30,3,5,4,2287,280,28491,1,70,1367,,,,,PN                                 
73,201,55,471857,243,341,30,3,5,4,1654,324,28491,1,72,1769,,,,,PN                                 
75,299,56,503117,328,60,30,2,6,5,930,445,28491,1,74,1211,,,,,PN                                 
76,69,57,470277,244,112,30,2,5,4,4178,321,28491,1,75,1112,,,,,PN                                 
77,51,58,471941,286,193,30,3,8,4,3736,179,28491,1,76,1213,,,,,PN                                 
79,201,59,501239,322,19,30,1,2,5,1333,396,28491,1,78,1461,,,,,PN                                 
81,79,60,455685,50,168,30,2,1,1,3667,434,28491,1,80,1374,,,,,PN                                 
83,209,61,501391,280,476,30,3,5,5,2818,495,28491,1,82,1678,,,,,PN                                 
84,249,62,511635,219,362,30,3,1,2,3625,81,28491,1,83,2078,,,,,PN                                 
86,97,63,444309,274,453,30,2,1,4,3945,372,28491,1,85,1183,,,,,PN                                 
87,180,64,394227,279,152,30,1,2,5,3393,210,28491,1,86,1544,,,,,PN                                 
88,304,65,440913,232,448,30,2,2,4,915,472,28491,1,87,1599,,,,,PN                                 
90,26,66,499638,286,419,30,2,7,5,2267,323,28491,1,89,1292,,,,,PN                                 
91,324,67,511667,51,63,30,3,3,2,2375,451,28491,1,90,1675,,,,,PN                                 
92,95,68,472002,285,246,30,2,3,4,642,138,28491,1,91,1357,,,,,PN                                 
93,307,69,453965,218,69,30,2,3,1,1748,121,28491,1,92,1863,,,,,PN                                 
94,70,70,488507,296,248,30,3,5,1,892,415,28491,1,93,1502,,,,,PN                                 
96,12,71,485009,218,431,30,3,8,1,1802,250,28491,1,95,1133,,,,,PN                                 
97,327,72,518401,289,80,30,1,1,2,1886,487,28491,1,96,1972,,,,,PN                                 
98,375,73,473683,70,310,30,2,3,4,3494,328,28491,1,97,1150,,,,,PN                                 
99,351,74,473665,244,347,30,3,8,4,3521,390,28491,1,98,2159,,,,,PN                                 
100,249,75,440901,64,53,30,2,1,4,2578,64,28491,1,99,1217,,,,,PN                                 
102,333,76,525481,99,319,30,3,1,2,144,225,28491,1,101,1272,,,,,PN                                 
103,450,77,470267,238,88,30,3,5,4,850,237,28491,1,102,1851,,,,,PN                                 
104,251,78,394265,328,164,30,1,8,5,1250,132,28491,1,103,2043,,,,,PN                                 
105,277,79,473665,285,493,30,3,1,4,502,52,28491,1,104,1711,,,,,PN                                 
106,381,80,453963,44,366,30,2,4,1,2906,184,28491,1,105,2125,,,,,PN                                 
108,63,81,486721,176,248,30,3,5,1,1532,40,28491,1,107,2161,,,,,PN                                 
109,219,82,485019,170,290,30,3,1,1,3183,304,28491,1,108,1146,,,,,PN                                 
110,170,83,485003,44,295,30,3,1,1,306,232,28491,1,109,1405,,,,,PN                                 
112,79,85,394229,328,161,30,1,2,5,892,415,28491,1,112,1903,,,,,PN                                 
114,272,86,471860,70,178,30,2,6,4,1874,224,28491,1,114,2145,,,,,PN                                 
115,435,87,432151,262,465,30,3,2,3,2760,2,28491,1,115,1279,,,,,PN                                 
116,85,88,433879,310,417,30,3,1,3,33,221,28491,1,116,1898,,,,,PN                                 
117,153,89,481565,218,446,30,1,5,1,2514,429,28491,1,117,2118,,,,,PN                                 
119,224,90,483297,247,136,30,3,2,1,1233,201,28491,1,119,1551,,,,,PN                                 
120,27,91,471969,159,283,30,3,8,4,4174,73,28491,1,120,1309,,,,,PN                                 
121,65,92,402781,184,210,30,2,4,3,4004,444,28491,1,121,1301,,,,,PN                                 
122,12,93,488513,260,425,30,1,7,1,753,11,28491,1,122,2052,,,,,PN                                 
123,174,94,487303,254,126,30,3,5,1,3663,485,28491,1,123,1689,,,,,PN                                 
125,359,95,402775,262,299,30,3,8,3,4185,91,28491,1,125,1435,,,,,PN                                 
126,309,96,428743,220,151,30,3,3,3,2092,72,28491,1,126,1196,,,,,PN                                 
128,127,97,516103,331,457,30,3,2,2,4183,127,28491,1,128,1108,,,,,PN                                 
129,256,98,523711,205,214,30,3,5,2,2656,70,28491,1,129,1100,,,,,PN                                 
131,255,99,418333,15,130,30,3,8,3,1722,253,28491,1,131,1862,,,,,PN                                 
132,377,100,440893,231,90,30,1,7,4,592,154,28491,1,132,1487,,,,,PN                                 
134,441,101,483275,44,274,30,3,8,1,1991,417,28491,1,134,1797,,,,,PN                                 
135,101,102,455693,218,216,30,3,2,1,3073,286,28491,1,135,1273,,,,,PN                                 
136,88,103,501229,328,158,30,1,1,5,3149,246,28491,1,136,1602,,,,,PN                                 
138,40,104,501385,244,261,30,3,1,5,376,64,28491,1,138,2048,,,,,PN                                 
139,367,105,501247,280,355,30,3,4,5,2428,209,28491,1,139,1737,,,,,PN                                 
140,216,106,509983,163,405,30,2,4,2,3132,455,28491,1,140,1249,,,,,PN                                 
141,101,107,472002,286,114,30,2,1,4,1409,62,28491,1,141,1547,,,,,PN                                 
142,370,108,503119,322,435,30,2,1,5,3803,171,28491,1,142,1206,,,,,PN                                 
144,237,109,432145,231,464,30,1,3,3,1889,312,28491,1,144,1523,,,,,PN                                 
145,388,110,449469,190,138,30,3,6,4,3952,89,28491,1,145,2029,,,,,PN                                 
146,190,111,471996,280,5,30,3,1,4,1023,402,28491,1,146,1790,,,,,PN                                 
147,292,112,483293,176,177,30,1,4,1,3235,249,28491,1,147,2035,,,,,PN                                 
148,296,113,473693,286,232,30,3,6,4,1759,482,28491,1,148,1237,,,,,PN                                 
150,136,114,455669,260,444,30,3,7,1,467,60,28491,1,150,1976,,,,,PN                                 
151,46,115,523811,219,222,30,2,5,2,1224,128,28491,1,151,1625,,,,,PN                                 
153,215,116,428749,231,461,30,2,3,3,2530,496,28491,1,153,2009,,,,,PN                                 
154,420,117,479841,121,383,30,1,2,1,2004,376,28491,1,154,1895,,,,,PN                                 
155,201,118,455685,218,88,30,2,3,1,4286,286,28491,1,155,1386,,,,,PN                                 
156,293,119,483329,92,445,30,2,6,1,2441,211,28491,1,156,2017,,,,,PN                                 
157,214,120,418345,268,468,30,3,4,3,996,402,28491,1,157,2122,,,,,PN                                 
159,424,121,485049,260,13,30,3,6,1,3906,212,28491,1,159,1177,,,,,PN                                 
160,33,122,442491,225,358,30,3,1,4,2309,79,28491,1,160,1687,,,,,PN                                 
161,389,123,471867,154,170,30,3,3,4,2401,51,28491,1,161,1547,,,,,PN                                 
163,328,124,455689,218,300,30,3,6,1,1170,193,28491,1,163,1324,,,,,PN                                 
165,355,125,502977,285,98,30,2,4,5,3376,265,28491,1,165,1229,,,,,PN                                 
166,392,126,509929,15,361,30,2,3,2,2200,490,28491,1,166,1319,,,,,PN                                 
167,315,127,486733,218,272,30,1,8,1,1418,479,28491,1,167,1973,,,,,PN                                 
169,426,128,470267,196,461,30,3,8,4,1205,30,28491,1,169,1403,,,,,PN                                 
170,238,129,472013,201,305,30,1,6,4,1986,495,28491,1,170,1965,,,,,PN                                 
172,123,130,442633,232,159,30,3,4,4,2829,252,28491,1,172,1943,,,,,PN                                 
174,36,131,432163,309,386,30,1,8,3,1763,298,28491,1,174,1691,,,,,PN                                 
175,415,132,481561,205,31,30,1,2,1,669,71,28491,1,175,1714,,,,,PN                                 
176,15,133,470145,286,401,30,3,1,4,2322,279,28491,1,176,1256,,,,,PN                                 
178,342,134,473681,328,160,30,3,5,4,2822,425,28491,1,178,1193,,,,,PN                                 
179,308,135,485009,289,62,30,3,2,1,2823,284,28491,1,179,1440,,,,,PN                                 
180,13,136,487321,205,253,30,3,6,1,351,413,28491,1,180,1279,,,,,PN                                 
181,136,137,503101,286,271,30,1,6,5,2318,128,28491,1,181,1355,,,,,PN                                 
182,378,138,470288,280,348,30,3,6,4,200,193,28491,1,182,1205,,,,,PN                                 
184,365,139,402775,94,19,30,3,4,3,525,310,28491,1,184,2036,,,,,PN                                 
186,223,140,511665,225,16,30,3,2,2,3212,332,28491,1,186,2177,,,,,PN                                 
188,413,141,489073,302,203,30,2,6,1,140,201,28491,1,188,1530,,,,,PN                                 
190,282,142,486733,121,291,30,1,5,1,1054,212,28491,1,190,2186,,,,,PN                                 
191,109,143,471859,196,311,30,2,2,4,299,46,28491,1,191,2027,,,,,PN                                 
193,334,144,432159,303,170,30,1,4,3,3728,152,28491,1,193,2119,,,,,PN                                 
194,304,145,516697,289,397,30,2,7,2,2145,427,28491,1,194,1201,,,,,PN                                 
195,114,146,471945,243,281,30,3,6,4,840,60,28491,1,195,1739,,,,,PN                                 
196,130,147,399387,136,210,30,2,1,3,3095,41,28491,1,196,1349,,,,,PN                                 
197,377,148,485027,254,423,30,3,7,1,4284,317,28491,1,197,1454,,,,,PN                                 
199,449,149,509977,183,167,30,2,6,2,2086,11,28491,1,199,1547,,,,,PN                                 
200,111,150,473669,75,30,30,1,5,4,1628,45,28491,1,200,1326,,,,,PN                                 
201,168,151,501387,280,167,30,3,2,5,419,284,28491,1,201,1335,,,,,PN                                 
202,315,152,509977,99,37,30,2,5,2,4020,424,28491,1,202,1119,,,,,PN                                 
203,231,153,485025,247,248,30,2,5,1,310,70,28491,1,203,2170,,,,,PN                                 
205,321,154,418337,267,162,30,1,6,3,1031,242,28491,1,205,1136,,,,,PN                                 
207,192,155,475423,195,211,30,2,4,4,3497,450,28491,1,207,2152,,,,,PN                                 
208,254,156,402777,142,106,30,3,1,3,1797,43,28491,1,208,1159,,,,,PN                                 
209,119,157,470282,286,436,30,3,5,4,1732,312,28491,1,209,1859,,,,,PN                                 
210,187,158,453963,247,272,30,2,3,1,1730,363,28491,1,210,1549,,,,,PN                                 
211,341,159,485043,254,20,30,3,2,1,4273,264,28491,1,211,1229,,,,,PN                                 
213,32,160,426941,232,18,30,2,1,3,3751,489,28491,1,213,1161,,,,,PN                                 
214,364,161,399387,219,110,30,2,7,3,844,407,28491,1,214,2176,,,,,PN                                 
215,36,162,442577,189,408,30,3,8,4,4097,227,28491,1,215,1450,,,,,PN                                 
216,419,163,455697,50,331,30,3,7,1,824,385,28491,1,216,1900,,,,,PN                                 
218,20,164,483293,289,246,30,2,4,1,3684,219,28491,1,218,1240,,,,,PN                                 
219,350,165,486789,260,30,30,1,6,1,3460,226,28491,1,219,1625,,,,,PN                                 
220,16,166,470289,286,190,30,3,5,4,365,425,28491,1,220,2004,,,,,PN                                 
221,173,167,416627,220,112,30,3,1,3,2354,126,28491,1,221,1477,,,,,PN                                 
222,403,168,486777,289,206,30,3,5,1,3655,384,28491,1,222,1943,,,,,PN                                 
224,363,169,413119,220,150,30,2,7,3,4097,427,28491,1,224,1448,,,,,PN                                 
225,120,170,471998,244,467,30,3,8,4,938,31,28491,1,225,1525,,,,,PN                                 
226,176,171,470117,202,441,30,3,3,4,1406,124,28491,1,226,1563,,,,,PN                                 
227,89,172,525457,225,262,30,3,1,2,4103,483,28491,1,227,1764,,,,,PN                                 
229,431,173,481709,176,486,30,2,1,1,2843,263,28491,1,229,1172,,,,,PN                                 
230,180,174,455665,247,186,30,1,1,1,1998,428,28491,1,230,1140,,,,,PN                                 
231,313,175,399297,184,233,30,1,3,3,461,68,28491,1,231,2059,,,,,PN                                 
233,276,176,471951,238,66,30,2,3,4,3082,385,28491,1,233,1282,,,,,PN                                 
234,95,177,501377,160,191,30,1,1,5,2416,103,28491,1,234,2025,,,,,PN                                 
236,120,178,511657,205,242,30,3,3,2,4164,201,28491,1,236,1541,,,,,PN                                 
237,229,179,501393,160,390,30,1,6,5,1860,99,28491,1,237,1121,,,,,PN                                 
239,436,180,516121,163,63,30,3,3,2,1191,191,28491,1,239,2095,,,,,PN                                 
240,9,181,485021,289,204,30,3,7,1,4207,371,28491,1,240,1203,,,,,PN                                 
241,428,182,428749,232,352,30,2,8,3,1737,335,28491,1,241,1408,,,,,PN                                 
243,240,183,483281,218,23,30,3,3,1,3834,127,28491,1,243,1130,,,,,PN                                 
244,18,184,486749,218,355,30,3,8,1,903,384,28491,1,244,1245,,,,,PN                                 
245,80,185,470265,117,243,30,3,6,4,3828,356,28491,1,245,1935,,,,,PN                                 
247,266,186,485017,121,462,30,3,8,1,2221,109,28491,1,247,1190,,,,,PN                                 
248,276,187,483269,247,415,30,3,2,1,4106,343,28491,1,248,1201,,,,,PN                                 
249,363,188,442581,63,496,30,2,6,4,1073,63,28491,1,249,1411,,,,,PN                                 
250,235,189,486749,260,89,30,2,7,1,2861,473,28491,1,250,1222,,,,,PN                                 
252,448,190,485043,212,454,30,3,4,1,1283,425,28491,1,252,1477,,,,,PN                                 
253,221,191,471965,285,47,30,2,3,4,507,363,28491,1,253,1109,,,,,PN                                 
254,347,192,485019,289,316,30,2,2,1,2292,463,28491,1,254,1273,,,,,PN                                 
255,112,193,414931,220,11,30,3,2,3,2287,236,28491,1,255,1998,,,,,PN                                 
256,335,194,485061,260,425,30,1,6,1,1411,245,28491,1,256,1154,,,,,PN                                 
258,306,195,501365,285,326,30,3,1,5,357,168,28491,1,258,1939,,,,,PN                                 
260,333,196,486787,254,369,30,2,7,1,2287,337,28491,1,260,2177,,,,,PN                                 
261,77,197,399441,184,295,30,1,5,3,3341,191,28491,1,261,2149,,,,,PN                                 
262,27,198,453967,212,394,30,2,5,1,786,297,28491,1,262,2100,,,,,PN                                 
263,196,199,442483,184,226,30,2,5,4,3609,267,28491,1,263,1150,,,,,PN                                 
265,1,200,481713,92,261,30,1,1,1,622,450,28491,1,265,1315,,,,,PN                                 
267,284,201,442487,183,59,30,2,1,4,443,288,28491,1,267,1275,,,,,PN                                 
268,15,202,475409,328,352,30,2,8,4,346,329,28491,1,268,1965,,,,,PN                                 
269,240,203,483269,218,368,30,3,5,1,1608,49,28491,1,269,2166,,,,,PN                                 
271,95,204,418339,262,139,30,2,3,3,956,333,28491,1,271,1118,,,,,PN                                 
273,153,205,522131,177,242,30,1,3,2,3239,461,28491,1,273,2079,,,,,PN                                 
274,357,206,502969,244,88,30,2,2,5,3955,178,28491,1,274,1227,,,,,PN                                 
275,85,207,483293,247,261,30,3,5,1,4224,149,28491,1,275,1258,,,,,PN                                 
276,153,208,455695,212,81,30,3,8,1,595,152,28491,1,276,1155,,,,,PN                                 
277,29,209,501221,286,46,30,1,5,5,2326,289,28491,1,277,1113,,,,,PN                                 
279,393,210,486793,163,254,30,3,4,1,507,175,28491,1,279,1245,,,,,PN                                 
280,115,211,402789,267,459,30,2,4,3,1870,334,28491,1,280,1443,,,,,PN                                 
281,27,212,501389,285,461,30,3,4,5,632,213,28491,1,281,1955,,,,,PN                                 
283,206,213,501247,280,380,30,2,4,5,2767,418,28491,1,283,1241,,,,,PN                                 
284,425,214,442589,274,257,30,3,7,4,2792,137,28491,1,284,1931,,,,,PN                                 
285,379,215,501377,286,414,30,2,2,5,2832,348,28491,1,285,2171,,,,,PN                                 
286,146,216,442495,100,407,30,3,2,4,2714,315,28491,1,286,1551,,,,,PN                                 
287,191,217,416601,226,348,30,3,2,3,540,240,28491,1,287,1492,,,,,PN                                 
289,201,218,501385,160,297,30,3,6,5,3333,231,28491,1,289,1170,,,,,PN                                 
291,379,219,442573,148,97,30,1,5,4,3662,223,28491,1,291,1639,,,,,PN                                 
292,82,220,471855,280,214,30,2,1,4,408,449,28491,1,292,1110,,,,,PN                                 
293,350,221,402795,262,185,30,3,4,3,2235,370,28491,1,293,1361,,,,,PN                                 
294,272,222,473583,280,444,30,1,7,4,3575,26,28491,1,294,1189,,,,,PN                                 
295,100,223,444293,274,471,30,3,2,4,3414,54,28491,1,295,1118,,,,,PN                                 
297,61,224,444301,274,158,30,2,7,4,3934,62,28491,1,297,1121,,,,,PN                                 
298,418,225,455681,218,90,30,3,4,1,1186,56,28491,1,298,1463,,,,,PN                                 
300,306,226,485051,254,203,30,3,4,1,1453,241,28491,1,300,1633,,,,,PN                                 
301,292,227,470281,160,87,30,3,2,4,3882,444,28491,1,301,1549,,,,,PN                                 
302,178,228,485005,289,498,30,2,1,1,2908,416,28491,1,302,1968,,,,,PN                                 
304,11,229,483293,8,11,30,3,6,1,1767,439,28491,1,304,2143,,,,,PN                                 
306,183,230,471871,279,262,30,3,3,4,3324,293,28491,1,306,1403,,,,,PN                                 
307,239,231,470125,286,220,30,3,4,4,4099,475,28491,1,307,1146,,,,,PN                                 
309,142,232,504711,237,216,30,1,6,5,2010,302,28491,1,309,1426,,,,,PN                                 
310,103,233,516691,303,8,30,2,5,2,1259,307,28491,1,310,1210,,,,,PN                                 
311,417,234,472014,286,83,30,3,2,4,4182,26,28491,1,311,1268,,,,,PN                                 
312,318,235,486733,121,21,30,3,6,1,159,393,28491,1,312,1257,,,,,PN                                 
314,46,236,486777,331,61,30,2,1,1,383,434,28491,1,314,1816,,,,,PN                                 
315,419,237,525487,93,102,30,2,6,2,1497,90,28491,1,315,1682,,,,,PN                                 
317,347,238,470261,76,23,30,3,3,4,3624,128,28491,1,317,1938,,,,,PN                                 
318,191,239,509985,141,57,30,2,4,2,3624,100,28491,1,318,1270,,,,,PN                                 
320,151,240,503115,153,398,30,2,2,5,2436,362,28491,1,320,2108,,,,,PN                                 
321,274,241,471847,280,21,30,3,4,4,547,298,28491,1,321,2133,,,,,PN                                 
322,45,242,485045,8,365,30,3,2,1,2721,55,28491,1,322,1221,,,,,PN                                 
324,210,243,471842,285,278,30,3,6,4,639,46,28491,1,324,1774,,,,,PN                                 
325,305,244,502979,196,391,30,2,8,5,2304,488,28491,1,325,1543,,,,,PN                                 
326,252,245,453961,218,289,30,2,3,1,1090,129,28491,1,326,1205,,,,,PN                                 
327,280,246,414917,226,267,30,3,2,3,2109,120,28491,1,327,1681,,,,,PN                                 
328,407,247,473683,280,91,30,1,6,4,1382,30,28491,1,328,1674,,,,,PN                                 
330,226,248,483281,218,367,30,2,8,1,1417,392,28491,1,330,1377,,,,,PN                                 
332,277,249,402773,268,230,30,3,5,3,1451,53,28491,1,332,1116,,,,,PN                                 
333,288,250,481709,247,162,30,2,3,1,4138,94,28491,1,333,1739,,,,,PN                                 
334,360,251,475397,327,349,30,3,1,4,256,119,28491,1,334,1182,,,,,PN                                 
336,105,252,502969,33,181,30,2,6,5,1059,43,28491,1,336,1208,,,,,PN                                 
337,416,253,485071,2,263,30,1,1,1,3048,313,28491,1,337,1315,,,,,PN                                 
338,447,254,486789,92,251,30,1,4,1,3104,268,28491,1,338,1911,,,,,PN                                 
340,292,255,503115,111,54,30,2,7,5,1229,242,28491,1,340,1253,,,,,PN                                 
341,262,256,485021,260,340,30,3,8,1,3526,269,28491,1,341,1230,,,,,PN                                 
342,50,257,485021,260,66,30,3,6,1,3927,32,28491,1,342,1874,,,,,PN                                 
344,233,258,490225,302,364,30,1,7,1,3844,247,28491,1,344,1208,,,,,PN                                 
345,118,259,418337,268,336,30,1,3,3,4242,470,28491,1,345,1397,,,,,PN                                 
346,180,260,472006,34,396,30,1,6,4,621,497,28491,1,346,1262,,,,,PN                                 
347,137,261,433877,316,87,30,1,4,3,3359,213,28491,1,347,1537,,,,,PN                                 
348,361,262,471849,286,161,30,3,1,4,689,465,28491,1,348,1480,,,,,PN                                 
350,345,263,444301,64,21,30,2,8,4,618,52,28491,1,350,1152,,,,,PN                                 
351,85,264,501247,321,465,30,3,8,5,4104,280,28491,1,351,1498,,,,,PN                                 
352,63,265,485017,289,283,30,3,6,1,1657,445,28491,1,352,1106,,,,,PN                                 
353,199,266,483317,260,2,30,3,2,1,1657,214,28491,1,353,1140,,,,,PN                                 
355,210,267,453961,218,16,30,2,2,1,3190,332,28491,1,355,1458,,,,,PN                                 
356,67,268,502973,286,407,30,2,7,5,3699,459,28491,1,356,1885,,,,,PN                                 
357,326,269,473569,286,467,30,3,3,4,804,413,28491,1,357,1603,,,,,PN                                 
358,412,270,501383,28,166,30,1,6,5,283,130,28491,1,358,1278,,,,,PN                                 
360,50,271,485057,8,197,30,3,4,1,1457,314,28491,1,360,1173,,,,,PN                                 
361,169,272,413201,226,496,30,2,2,3,2448,223,28491,1,361,1177,,,,,PN                                 
363,234,273,501365,286,20,30,3,8,5,3646,449,28491,1,363,1926,,,,,PN                                 
365,66,274,501237,327,443,30,1,3,5,2098,202,28491,1,365,1470,,,,,PN                                 
366,159,275,418321,268,352,30,3,5,3,3483,294,28491,1,366,1482,,,,,PN                                 
367,269,276,485075,247,478,30,3,3,1,1316,386,28491,1,367,1407,,,,,PN                                 
369,64,277,486751,254,109,30,3,3,1,2370,264,28491,1,369,1744,,,,,PN                                 
370,362,278,485057,289,20,30,2,8,1,3336,376,28491,1,370,1281,,,,,PN                                 
371,130,279,473585,286,239,30,1,5,4,1856,219,28491,1,371,1139,,,,,PN                                 
372,361,280,487323,289,306,30,1,7,1,3842,248,28491,1,372,1799,,,,,PN                                 
374,18,281,433905,232,435,30,2,5,3,3667,405,28491,1,374,1263,,,,,PN                                 
375,157,282,501251,280,409,30,3,8,5,715,83,28491,1,375,2158,,,,,PN                                 
376,427,283,470269,286,110,30,2,6,4,355,277,28491,1,376,1243,,,,,PN                                 
378,302,284,485057,260,211,30,2,6,1,4148,117,28491,1,378,1204,,,,,PN                                 
380,225,285,499650,286,168,30,1,2,5,1175,330,28491,1,380,1234,,,,,PN                                 
381,267,286,426941,232,89,30,1,5,3,3971,168,28491,1,381,1556,,,,,PN                                 
382,340,287,470273,244,217,30,3,8,4,481,52,28491,1,382,1321,,,,,PN                                 
383,52,288,455681,218,234,30,2,6,1,730,433,28491,1,383,1754,,,,,PN                                 
384,280,289,442561,274,244,30,3,7,4,3905,396,28491,1,384,2084,,,,,PN                                 
386,220,290,414937,226,381,30,3,3,3,209,196,28491,1,386,1782,,,,,PN                                 
387,428,291,516703,121,374,30,2,3,2,3641,368,28491,1,387,1505,,,,,PN                                 
388,61,292,486797,260,291,30,3,2,1,1450,47,28491,1,388,2179,,,,,PN                                 
390,273,293,432157,274,141,30,1,2,3,3123,269,28491,1,390,1332,,,,,PN                                 
391,128,294,509979,177,32,30,2,1,2,3121,477,28491,1,391,1769,,,,,PN                                 
392,225,295,473671,279,258,30,2,7,4,4222,393,28491,1,392,1369,,,,,PN                                 
393,434,296,444289,105,101,30,2,7,4,1783,254,28491,1,393,2098,,,,,PN                                 
395,27,297,452239,170,170,30,1,7,1,3495,176,28491,1,395,1758,,,,,PN                                 
396,102,298,399385,226,272,30,1,4,3,878,421,28491,1,396,1277,,,,,PN                                 
398,36,299,442625,22,397,30,1,6,4,1721,321,28491,1,398,1635,,,,,PN                                 
400,323,300,455679,212,224,30,2,8,1,3100,362,28491,1,400,1796,,,,,PN                                 
401,160,301,503097,244,376,30,3,4,5,1345,98,28491,1,401,1311,,,,,PN                                 
402,322,302,488501,247,223,30,3,3,1,208,356,28491,1,402,2152,,,,,PN                                 
403,304,303,486801,331,133,30,3,6,1,78,4,28491,1,403,1948,,,,,PN                                 
404,197,304,449441,148,477,30,1,6,4,2945,379,28491,1,404,1287,,,,,PN                                 
406,276,305,427085,21,329,30,2,8,3,3648,363,28491,1,406,1744,,,,,PN                                 
