165,8,9931,2434,3515,2903,1611,137,265,2187,35,389,4690,6314,DEFAULT
193,7,9932,4135,3331,4803,1359,326,460,1957,496,255,4443,9695,DEFAULT
325,2,9907,3213,1198,171,3306,92,295,1179,70,473,4399,9241,DEFAULT
243,8,9882,4404,1152,2336,2117,63,481,63,65,354,4758,8016,DEFAULT
208,5,9883,3029,198,928,101,498,453,595,124,101,4540,715,DEFAULT
375,6,9884,399,4300,4,832,363,370,321,211,333,4687,2541,DEFAULT
140,4,9885,3000,4094,1483,133,100,499,1442,242,56,4649,4604,DEFAULT
392,6,9886,909,4676,4993,761,370,283,1531,113,256,4761,5339,DEFAULT
262,2,9887,3183,1551,4724,2879,172,170,157,298,108,4548,5179,DEFAULT
323,2,9888,2155,3321,3116,2511,305,197,140,493,7,4472,2082,DEFAULT
218,1,9889,2636,1695,1549,4181,188,68,464,115,52,4382,1244,DEFAULT
363,7,9890,3482,531,1669,793,140,284,2125,224,443,4638,3323,DEFAULT
129,3,9891,862,1471,3001,3003,398,302,332,274,426,4322,4604,DEFAULT
39,8,9892,4395,3529,3964,2647,294,491,563,173,120,4764,8085,DEFAULT
386,5,9893,1830,3359,3745,1671,469,324,1677,315,160,4785,5036,DEFAULT
33,4,9894,3525,2623,2025,1763,361,8,143,235,316,4747,7668,DEFAULT
280,8,9895,2866,85,4498,4089,49,442,1938,421,163,4747,1100,DEFAULT
417,5,9896,3678,2253,3580,4628,515,381,1314,14,32,4703,2858,DEFAULT
444,5,9897,196,2204,3921,2569,475,85,894,394,463,4543,6949,DEFAULT
450,2,9898,1126,461,1232,4294,217,352,1718,60,23,4587,7293,DEFAULT
146,10,9899,2484,732,4354,4082,451,400,1750,465,167,4349,9755,DEFAULT
347,2,9900,3875,2901,2863,1116,510,125,1743,102,156,4485,6970,DEFAULT
288,8,9901,3078,4712,3808,3840,47,260,801,375,39,4322,8876,DEFAULT
48,10,9902,3392,3541,3572,12,37,200,803,99,500,4585,1953,DEFAULT
223,2,9903,3887,3178,1918,3841,472,333,1325,53,495,4359,2679,DEFAULT
234,2,9904,2928,1927,1440,3786,475,346,1063,80,109,4438,2623,DEFAULT
190,3,9905,2083,3217,3197,1883,220,57,1590,351,367,4558,8238,DEFAULT
402,2,9906,3571,4365,2685,4884,37,72,632,288,25,4778,516,DEFAULT
126,5,9881,1680,2618,105,1009,327,226,484,216,94,4770,7132,DEFAULT
444,9,9856,2930,1965,339,2175,222,425,1442,91,381,4651,5723,DEFAULT
399,5,9857,4243,2364,3967,1140,507,98,268,437,486,4771,7175,DEFAULT
189,4,9858,2957,4198,2231,4676,154,194,940,291,370,4450,8356,DEFAULT
333,4,9859,3575,1835,223,2406,189,186,2024,296,148,4722,3878,DEFAULT
486,10,9860,3386,4293,995,764,486,234,651,391,380,4310,6275,DEFAULT
244,3,9861,2564,185,4564,1233,148,146,1893,141,138,4394,6726,DEFAULT
419,5,9862,168,3081,4117,2960,55,436,1344,251,310,4529,6230,DEFAULT
383,1,9863,763,1742,2036,4716,148,43,407,236,51,4667,4863,DEFAULT
265,6,9864,1040,2845,1172,968,393,228,1942,119,487,4441,3570,DEFAULT
19,9,9865,972,2897,4045,376,526,244,2146,226,125,4537,5964,DEFAULT
493,7,9866,3573,2845,2086,1640,46,75,1721,372,314,4515,8684,DEFAULT
310,1,9867,3299,3069,1752,2201,342,265,917,158,476,4656,5569,DEFAULT
395,8,9868,3974,1390,2303,2751,322,403,1214,142,223,4318,2486,DEFAULT
114,2,9869,1973,1433,3042,333,269,283,1284,75,453,4573,8125,DEFAULT
488,6,9870,4097,1460,4408,3755,134,310,1507,64,495,4502,7986,DEFAULT
15,10,9871,3929,4365,3119,1238,61,239,507,223,415,4297,2823,DEFAULT
397,3,9872,1505,3342,1434,398,66,227,480,402,481,4382,8705,DEFAULT
401,3,9873,191,4506,3174,1849,421,58,1000,456,139,4325,4153,DEFAULT
420,1,9874,4211,3964,4154,1641,107,399,1952,269,141,4752,9915,DEFAULT
491,9,9875,2246,1487,4527,1639,385,306,164,70,112,4562,4687,DEFAULT
198,5,9876,3603,1730,3616,42,132,357,1064,473,379,4647,6479,DEFAULT
349,5,9877,3965,2355,226,1543,227,83,954,319,138,4658,2234,DEFAULT
152,6,9878,1679,764,1808,3445,361,376,705,461,248,4620,2831,DEFAULT
171,8,9879,3477,2153,427,3607,184,369,2001,177,122,4781,1412,DEFAULT
478,3,9880,2591,2756,3045,4895,137,8,2066,212,482,4537,7517,DEFAULT
101,9,9855,3891,2723,1302,4983,195,404,1446,436,196,4650,7562,DEFAULT
165,9,9830,503,2407,1047,3187,58,202,1891,255,275,4709,5851,DEFAULT
404,8,9831,3287,2521,3843,2087,484,136,1119,203,316,4482,8660,DEFAULT
219,2,9832,4690,2450,3360,3274,146,249,261,18,302,4668,5664,DEFAULT
194,1,9833,2115,4526,960,3889,72,260,47,57,61,4756,6181,DEFAULT
438,10,9834,3332,3697,304,3526,363,281,1457,457,24,4500,1700,DEFAULT
89,1,9835,2689,871,2021,2123,220,467,1980,124,57,4503,5120,DEFAULT
500,10,9836,2366,847,4035,3069,487,346,1972,385,215,4359,3632,DEFAULT
496,9,9837,3819,1064,4379,2725,159,438,41,127,344,4369,5057,DEFAULT
168,7,9838,3099,1074,4745,334,100,364,462,353,188,4704,2581,DEFAULT
359,2,9839,4790,937,1723,2220,195,213,1127,215,356,4588,4573,DEFAULT
204,4,9840,1827,1089,1831,513,65,396,1445,118,471,4353,7327,DEFAULT
411,6,9841,3006,523,2218,2303,452,446,481,452,364,4612,5779,DEFAULT
321,9,9842,3569,1208,1130,1727,523,287,1613,192,179,4693,6576,DEFAULT
499,7,9843,2673,4600,223,66,31,83,1202,96,162,4548,102,DEFAULT
334,8,9844,2636,1287,4974,868,157,219,1498,117,329,4497,4511,DEFAULT
307,2,9845,2470,633,2163,3251,46,223,67,304,6,4744,7156,DEFAULT
279,5,9846,4129,2310,2124,579,503,414,761,307,379,4516,6099,DEFAULT
434,1,9847,2670,73,227,3641,225,147,1693,49,177,4706,3923,DEFAULT
275,8,9848,3089,408,3200,1626,74,159,687,133,455,4328,3011,DEFAULT
153,1,9849,3253,165,3539,1186,126,93,1856,222,68,4335,6439,DEFAULT
30,7,9850,2673,373,4535,3107,121,462,1825,403,219,4700,1823,DEFAULT
249,1,9851,2263,449,3457,2249,483,448,2029,440,175,4786,6879,DEFAULT
28,6,9852,4893,1406,232,4581,88,79,763,13,134,4638,4616,DEFAULT
236,3,9853,1106,1373,817,3080,474,42,1275,292,183,4650,1706,DEFAULT
327,3,9854,2892,2035,4046,2602,191,398,2145,451,10,4348,9448,DEFAULT
327,5,9829,527,3436,2852,1760,232,105,1192,364,452,4480,8985,DEFAULT
27,10,9804,4641,1603,377,3407,246,82,479,236,278,4730,8111,DEFAULT
318,9,9805,1494,2103,4574,4935,522,98,1432,302,204,4455,9611,DEFAULT
376,3,9806,1565,2154,1930,2948,311,325,600,34,181,4515,4281,DEFAULT
470,2,9807,2308,1499,1584,1046,239,469,607,45,159,4466,4723,DEFAULT
168,1,9808,2122,4309,2115,3494,258,270,1267,413,476,4428,8341,DEFAULT
101,8,9809,2370,2719,2456,2457,173,171,1576,462,477,4726,358,DEFAULT
84,2,9810,294,3900,4223,4341,440,159,861,12,349,4427,5879,DEFAULT
420,2,9811,4766,4438,3204,4234,247,400,2115,182,329,4511,5522,DEFAULT
250,6,9812,3749,501,3668,1424,197,429,911,147,231,4456,7047,DEFAULT
338,5,9813,4957,1150,259,4447,452,345,31,353,487,4586,3241,DEFAULT
440,10,9814,4915,2924,15,3656,48,301,669,331,440,4753,7822,DEFAULT
126,2,9815,2221,482,4038,4112,219,429,831,361,311,4549,5489,DEFAULT
464,4,9816,550,4457,1755,4319,436,222,177,96,142,4428,2935,DEFAULT
128,8,9817,3929,936,2640,739,131,450,237,71,313,4683,6195,DEFAULT
491,8,9818,1640,2277,3465,1049,151,419,792,398,14,4393,8069,DEFAULT
347,1,9819,521,2177,2142,586,93,325,570,78,404,4555,7424,DEFAULT
82,6,9820,1393,4859,610,3365,159,194,1090,453,135,4582,4883,DEFAULT
32,4,9821,223,2042,4908,1209,237,57,1280,69,117,4333,4078,DEFAULT
480,9,9822,3267,4158,2817,3781,302,163,1955,114,198,4778,7290,DEFAULT
35,10,9823,1677,3407,4457,4970,187,78,1986,442,357,4720,1003,DEFAULT
97,9,9824,3919,3913,2843,395,406,296,2082,2,117,4589,2415,DEFAULT
365,9,9825,2788,655,2981,1454,122,237,1044,169,393,4440,9432,DEFAULT
441,5,9826,3424,4783,1087,3578,167,71,1347,89,103,4507,6115,DEFAULT
444,8,9827,3346,235,3692,2831,151,81,904,365,234,4614,3568,DEFAULT
249,8,9828,2599,4238,140,131,417,228,252,383,362,4373,1993,DEFAULT
183,1,9803,4249,3389,1614,161,320,253,175,324,353,4547,6335,DEFAULT
269,8,9778,4438,1871,4199,1961,404,391,1830,202,129,4362,1013,DEFAULT
90,5,9779,4578,3807,3949,4948,79,174,246,318,22,4368,7546,DEFAULT
278,4,9780,3899,2791,3697,3320,444,486,2050,261,213,4731,3271,DEFAULT
304,5,9781,3955,1897,4981,1980,280,86,1150,235,3,4534,3474,DEFAULT
356,4,9782,10,2654,446,840,167,93,1839,486,108,4711,4902,DEFAULT
36,3,9783,2305,4917,1614,3148,529,35,859,342,15,4741,5327,DEFAULT
210,2,9784,3944,4001,4251,4483,395,173,568,21,359,4693,7377,DEFAULT
347,6,9785,2074,245,123,1184,414,445,1607,68,384,4664,443,DEFAULT
226,9,9786,4130,1811,1727,1976,40,53,1892,330,462,4412,9242,DEFAULT
85,6,9787,4288,1587,702,4004,230,400,2177,475,335,4636,8557,DEFAULT
6,10,9788,4316,1632,4160,3287,75,384,1773,259,428,4490,1201,DEFAULT
354,4,9789,4247,2178,905,1644,170,55,1466,137,263,4639,6190,DEFAULT
53,8,9790,2654,586,4981,390,399,393,501,52,432,4538,8812,DEFAULT
286,1,9791,1520,413,1560,928,302,99,1695,431,157,4749,3077,DEFAULT
20,3,9792,3427,1197,2068,2550,526,390,1733,357,181,4342,4667,DEFAULT
66,8,9793,2379,1844,2358,3791,495,196,533,349,245,4517,2288,DEFAULT
137,3,9794,4232,1102,1422,835,281,314,1750,82,486,4427,5884,DEFAULT
165,6,9795,837,25,4118,6,414,81,35,246,240,4534,6993,DEFAULT
307,9,9796,2664,2639,2195,91,271,185,1396,281,497,4560,9268,DEFAULT
303,2,9797,4733,1028,1185,4399,326,455,939,213,361,4447,5267,DEFAULT
328,10,9798,3547,3384,3953,217,469,256,1102,68,132,4753,7026,DEFAULT
371,6,9799,3971,3256,3659,3002,383,93,1921,199,473,4616,5925,DEFAULT
466,3,9800,1017,4778,1230,4543,315,505,1614,432,472,4512,1566,DEFAULT
448,6,9801,2227,1079,3239,2673,335,275,1088,31,36,4478,9612,DEFAULT
96,4,9802,25,4451,3409,4345,359,445,1024,338,492,4577,9923,DEFAULT
493,3,9777,4661,197,4297,431,144,201,418,435,488,4614,9200,DEFAULT
132,3,9752,2393,3923,134,665,389,315,45,214,59,4433,1732,DEFAULT
251,5,9753,588,1066,1981,2945,253,247,2146,350,414,4768,7284,DEFAULT
414,8,9754,4376,958,2080,204,64,17,2173,495,51,4410,5642,DEFAULT
311,1,9755,826,3790,2389,1548,122,131,1366,25,215,4584,3051,DEFAULT
470,4,9756,736,1978,308,4979,350,393,339,299,497,4538,1743,DEFAULT
421,6,9757,4104,3016,1736,2914,509,307,1912,135,353,4398,1574,DEFAULT
75,2,9758,577,388,1869,4303,319,107,1502,479,340,4443,6776,DEFAULT
89,4,9759,1681,1957,2013,3605,276,269,1111,223,117,4743,2924,DEFAULT
406,6,9760,4915,1628,3359,1051,515,114,413,180,180,4418,298,DEFAULT
95,6,9761,1658,3865,4149,722,287,199,2024,342,94,4767,4081,DEFAULT
375,1,9762,1137,4004,1580,3070,486,275,1440,246,129,4405,4760,DEFAULT
465,4,9763,2492,3464,1746,4812,438,423,2000,154,428,4781,4031,DEFAULT
345,9,9764,1864,2054,4361,4520,243,393,974,354,111,4683,2442,DEFAULT
228,9,9765,1225,1029,2921,1703,490,218,372,497,453,4592,8089,DEFAULT
292,6,9766,2223,3324,1626,2603,528,255,283,277,316,4458,3065,DEFAULT
330,5,9767,4632,1188,2252,1919,246,181,1279,304,492,4509,1655,DEFAULT
147,1,9768,1569,4321,4776,4802,205,384,726,475,131,4557,9020,DEFAULT
399,10,9769,4442,4200,2737,197,239,449,1968,117,393,4622,2327,DEFAULT
358,9,9770,4683,3574,4081,1772,115,494,1411,52,323,4358,4746,DEFAULT
58,5,9771,2351,3781,1517,2782,207,12,1219,173,12,4710,3704,DEFAULT
47,2,9772,4043,2270,54,4633,354,318,1214,245,453,4751,3937,DEFAULT
351,6,9773,4911,3207,1167,2290,116,406,1118,453,350,4469,788,DEFAULT
227,10,9774,4566,4008,968,583,284,360,264,438,94,4585,4440,DEFAULT
76,8,9775,604,1065,3591,4636,141,112,1365,429,118,4679,1631,DEFAULT
254,2,9776,771,2922,679,738,195,92,1985,365,32,4641,6911,DEFAULT
466,4,9751,1379,1320,4739,1536,96,175,1646,424,237,4729,4216,DEFAULT
402,10,9726,468,2167,2471,3176,41,25,1899,376,64,4634,6756,DEFAULT
198,8,9727,3702,2663,2252,1402,421,278,1386,339,211,4723,1242,DEFAULT
400,8,9728,1999,3797,968,341,74,206,672,384,361,4779,2441,DEFAULT
182,4,9729,3798,2307,3684,3725,365,487,1203,342,67,4600,7211,DEFAULT
332,9,9730,1301,1369,62,182,166,259,603,78,407,4713,7653,DEFAULT
79,9,9731,537,1718,1350,3290,510,483,134,258,262,4424,1127,DEFAULT
246,4,9732,1142,3323,243,1824,49,219,1699,14,418,4757,6174,DEFAULT
53,3,9733,3077,1667,2201,2630,237,177,991,102,144,4602,9030,DEFAULT
270,9,9734,3362,4073,517,4681,115,56,534,232,280,4446,87,DEFAULT
343,5,9735,366,4962,2427,950,54,56,466,304,297,4616,2412,DEFAULT
358,7,9736,3049,1350,2899,1112,386,102,1433,149,52,4338,1080,DEFAULT
307,7,9737,1426,3190,4588,3840,412,456,546,115,54,4748,4461,DEFAULT
194,5,9738,4739,1561,155,1762,105,307,113,151,390,4536,5375,DEFAULT
444,8,9739,2150,4112,2246,1613,274,272,1583,40,384,4680,8280,DEFAULT
330,7,9740,1476,4740,3196,2145,83,339,1324,100,166,4451,9439,DEFAULT
260,10,9741,1010,3189,2475,1521,153,269,1403,9,429,4436,6654,DEFAULT
165,4,9742,1081,472,4517,3001,177,339,1976,164,63,4391,7228,DEFAULT
421,6,9743,2078,1055,663,2563,422,137,2055,290,479,4490,5216,DEFAULT
382,5,9744,1314,2631,4822,670,193,434,1594,443,317,4477,3512,DEFAULT
248,4,9745,784,4721,1432,3251,131,18,876,152,487,4361,7670,DEFAULT
12,9,9746,2458,1987,1978,347,353,313,973,247,260,4482,2983,DEFAULT
110,6,9747,3944,4420,2466,3170,398,459,1227,446,352,4305,9335,DEFAULT
452,2,9748,2698,4855,463,2696,102,468,334,302,294,4737,2685,DEFAULT
458,10,9749,4022,1022,2579,4107,315,348,1601,299,306,4329,9904,DEFAULT
77,4,9750,4288,1078,1038,1075,168,44,1088,492,78,4599,7054,DEFAULT
341,6,9725,2752,946,1110,4954,442,353,574,282,446,4334,2827,DEFAULT
100,8,9700,4094,563,4857,4944,415,109,1149,314,21,4499,5429,DEFAULT
116,8,9701,397,1323,3944,2545,32,386,2173,494,178,4555,8733,DEFAULT
302,2,9702,2700,2005,4730,1565,251,221,557,53,489,4668,7026,DEFAULT
485,1,9703,4550,4631,4014,4865,365,262,1371,184,262,4408,6317,DEFAULT
146,3,9704,2316,1919,3404,2562,195,205,1337,349,153,4345,6112,DEFAULT
70,10,9705,373,6,2209,4884,186,485,231,151,20,4558,210,DEFAULT
149,5,9706,4036,942,4623,3553,189,216,2091,205,329,4379,8831,DEFAULT
339,5,9707,4584,353,3848,3434,240,203,1639,245,23,4410,7677,DEFAULT
354,2,9708,498,4190,1340,875,222,8,1587,130,239,4558,3257,DEFAULT
98,4,9709,3766,1017,2600,767,298,357,277,477,415,4774,4333,DEFAULT
460,8,9710,3995,4913,2895,749,288,334,1473,76,238,4741,9622,DEFAULT
266,7,9711,2413,4296,2748,2057,185,432,1948,250,443,4680,6960,DEFAULT
424,6,9712,2445,4917,749,3749,335,197,624,5,147,4373,3933,DEFAULT
167,4,9713,1179,706,832,1847,100,121,1413,220,143,4697,5201,DEFAULT
27,9,9714,2220,3142,3639,3543,113,206,12,150,252,4349,604,DEFAULT
349,7,9715,481,1896,3295,14,407,453,1442,462,136,4769,614,DEFAULT
9,8,9716,2416,1670,778,226,393,32,1388,251,383,4590,5101,DEFAULT
444,10,9717,1749,1829,82,488,297,299,1822,469,477,4605,3642,DEFAULT
479,10,9718,1534,2308,2067,4086,502,116,1605,333,58,4455,6805,DEFAULT
236,2,9719,1179,4041,2232,2716,441,451,1486,244,374,4478,4496,DEFAULT
300,9,9720,181,4885,2760,3437,122,277,1519,374,338,4409,6713,DEFAULT
418,4,9721,1902,4027,2492,353,125,37,1396,377,113,4624,8885,DEFAULT
314,9,9722,3015,3731,2436,3328,390,418,1769,203,36,4616,5381,DEFAULT
138,1,9723,3183,2804,4984,2423,325,118,943,70,499,4720,237,DEFAULT
348,3,9724,384,4430,4890,3607,512,47,133,82,217,4603,4990,DEFAULT
7,7,9699,2978,4860,2234,1633,244,277,445,179,407,4795,1286,DEFAULT
349,6,9674,2821,1275,634,4662,121,9,45,299,44,4734,9945,DEFAULT
3,6,9675,1368,2379,902,181,155,114,1284,62,186,4620,6072,DEFAULT
295,9,9676,2323,4074,2429,285,72,266,2030,307,382,4505,4342,DEFAULT
310,4,9677,4183,815,1423,4574,170,110,182,444,112,4790,15,DEFAULT
212,3,9678,97,231,4073,154,56,123,868,302,285,4769,1416,DEFAULT
386,1,9679,572,18,1829,3005,108,271,927,136,163,4544,9907,DEFAULT
203,4,9680,3016,2047,3571,2462,469,109,2141,301,482,4722,9275,DEFAULT
194,3,9681,815,228,2750,1057,222,25,1653,75,201,4490,5285,DEFAULT
107,6,9682,2996,1263,415,3870,402,305,1565,428,378,4603,504,DEFAULT
438,1,9683,2586,760,507,1756,133,494,1178,214,392,4477,7669,DEFAULT
390,2,9684,2978,1499,2858,1114,53,410,1315,231,281,4608,642,DEFAULT
297,10,9685,758,2781,303,2192,417,374,127,249,423,4383,4861,DEFAULT
266,5,9686,4436,4983,1466,380,261,471,1991,260,274,4644,9494,DEFAULT
180,1,9687,1724,3835,4942,2785,159,354,1480,139,281,4466,72,DEFAULT
239,2,9688,1743,3332,4386,407,63,20,1667,91,431,4338,8341,DEFAULT
69,1,9689,2977,2413,4212,1642,215,13,58,442,271,4504,1473,DEFAULT
262,6,9690,2093,1172,866,2227,77,314,1701,280,437,4339,4386,DEFAULT
446,4,9691,185,1552,801,986,223,101,1042,409,339,4630,6014,DEFAULT
218,5,9692,646,804,144,3868,109,248,1557,259,352,4767,9741,DEFAULT
114,4,9693,179,2515,3518,4105,110,500,2052,374,432,4557,1605,DEFAULT
221,9,9694,4664,4058,3430,444,182,73,614,490,262,4583,7138,DEFAULT
379,8,9695,2404,3559,742,378,127,208,2100,6,365,4728,297,DEFAULT
101,3,9696,3452,2080,3053,1893,168,228,1021,272,112,4340,9541,DEFAULT
200,5,9697,1503,416,4575,3186,299,315,1497,369,373,4563,8140,DEFAULT
260,6,9698,3293,3108,523,354,92,25,310,88,462,4705,7284,DEFAULT
230,2,9673,3011,4260,2300,3517,94,242,1215,181,368,4392,7835,DEFAULT
500,8,9648,2034,2064,2306,1332,208,227,783,470,420,4368,5952,DEFAULT
412,2,9649,4192,3016,719,4624,372,258,193,479,486,4749,5480,DEFAULT
124,8,9650,463,4307,3698,1933,331,300,367,116,177,4463,7126,DEFAULT
278,4,9651,4436,4443,2704,4825,435,58,245,3,341,4409,3350,DEFAULT
237,1,9652,1967,882,1326,95,334,417,2042,4,178,4314,9746,DEFAULT
442,9,9653,1703,2493,1832,1694,321,273,1477,222,380,4577,2797,DEFAULT
472,3,9654,4591,2276,4827,1245,176,476,638,288,466,4358,3272,DEFAULT
