24,23,1,,,,,,,,,,,,SERVICE DEPT,,,,Campaign Center2,Julie,,,,marketing channel                  ,,ONE-TO-ONE,,,,,T
25,24,1,,,,,,,,,,,,SERVICE DEPT,,,,Campaign Center2,Eve,,,,marketing channel                  ,,ONE-TO-ONE,,,,,T
26,25,1,,,,,,,,,,,,SERVICE DEPT,,,,Campaign Center2,Dorothy,,,,marketing channel                  ,,ONE-TO-ONE,,,,,T
27,26,1,,,,,,,,,,,,SERVICE DEPT,,,,Service Center,Mildred,,,,marketing channel                  ,,Internet,,,,,T
28,27,1,,,,,,,,,,,,SERVICE DEPT,,,,Service Center,Ralph,,,,service channel                    ,,direct,,,,,T
29,28,1,,,,,,,,,,,,SERVICE DEPT,,,,Service Center,Homer,,,,marketing channel                  ,,chains,,,,,T
30,252,407,,,,Y,Y,Y,,,,JV ,Joint Venture,Doll House Rock,Midwest,Midwest,OTH,Team 5,COR,G-2,SLS,EXT                                ,INV                                ,NTWK                               ,Energy Source Diet Centers,Belleville,62220,,N,T
31,74,90,,,,Y,N,Y,,,,JV ,Joint Venture,Got It All Electronics Supply,Northeast,Northeast,OTH,Team 3,LP,G-2,SLS,EXT                                ,CCE                                ,DI                                 ,Woodworks Co.,Baltimore,21201,,N,T
32,412,278,,,,N,Y,N,,,,MU ,Management Unit,Funnyface Amusement Games,Northeast,Northeast,TEL,Team 4,LP,G-2,MKT,INT                                ,INV                                ,NTWK                               ,American Deli Workers Union,Baltimore,21202,,N,T
33,337,90,,,,Y,N,Y,,,,MU ,Management Unit,John G. Hartling Ltd.,Southeast,Southeast,TEL,Team 5,LP,ATM,SLS,EXT                                ,INV                                ,DI                                 ,American Deli Workers Union,Atlanta,30309,,Y,T
34,112,35,,,,Y,Y,Y,,,,JV ,Joint Venture,Bills Dive Shop,Southeast,Southeast,FLD,Team 5,COR,G-4,SLS,EXT                                ,SCH                                ,NATL                               ,Dapper's Antiques,Knoxville,37901,,Y,T
35,9,13,,,,Y,N,N,,,,MU ,Management Unit,Perimeter Security Consultants,Southwest,Southwest,TEL,Team 1,COR,G-5,SLS,INT                                ,BRN                                ,MO                                 ,Cotton Thumb Ltd.,Golden,80402,,N,T
36,187,275,,,,Y,N,Y,,,,WOS,Wholly Owned Subsidiary,Peterson Roberts Carpentry,Southwest,Southwest,OTH,Team 1,LP,G-5,MKT,INT                                ,DIR                                ,NTWK                               ,Mergenthaler Inc.,Santa Fe,87504,,Y,T
37,481,464,,,,N,Y,N,,,,MU ,Management Unit,Woodworks Co.,Southwest,Southwest,FLD,Team 5,COR,G-4,MKT,INT                                ,INT                                ,NATL                               ,Perimeter Security Consultants,El Centro,92244,,Y,T
38,190,107,,,,Y,N,Y,,,,JV ,Joint Venture,Morgan Construction Co,Southeast,Southeast,FLD,Team 2,SP,G-1,SLS,INT                                ,BRN                                ,MO                                 ,MedicServe Medical Supply,Miami,33169,,N,T
39,151,141,,,,N,N,N,,,,JV ,Joint Venture,Marks,Southeast,Southeast,FLD,Team 3,COR,ATM,MKT,EXT                                ,CCE                                ,DI                                 ,Nitelites Party Rental,Virginia Beach,23451,,N,T
40,447,252,,,,Y,Y,Y,,,,JV ,Joint Venture,Portugal,Northeast,Northeast,FLD,Team 1,COR,G-3,MKT,INT                                ,DIR                                ,NTWK                               ,Glenn Oaks Office Supplies,Trenton,8608,,N,T
41,109,495,,,,N,N,Y,,,,MU ,Management Unit,Masterlands Cleaning,Southwest,Southwest,FLD,Team 2,LP,G-1,MKT,EXT                                ,INV                                ,NTWK                               ,Palmer Golf Supplies,La Crescenta,91214,,N,T
42,157,484,,,,Y,N,Y,,,,JV ,Joint Venture,Keyth Contracting and Repair,Midwest,Midwest,OTH,Team 2,COR,G-5,MKT,INT                                ,INT                                ,NATL                               ,PGS Associates,Marion,46952,,Y,T
43,105,433,,,,N,N,Y,,,,JV ,Joint Venture,Hart Corporation,Southwest,Southwest,OTH,Team 2,SP,G-3,MKT,INT                                ,INT                                ,NATL                               ,Masterlands Cleaning,Redding,96049,,N,T
44,56,220,,,,Y,Y,N,,,,JV ,Joint Venture,Lake Shore Beaches,Southwest,Southwest,OTH,Team 5,COR,G-4,SLS,INT                                ,CCE                                ,MO                                 ,Air Indonesia,Huntsville,77341,,N,T
45,104,441,,,,N,Y,N,,,,JV ,Joint Venture,Libra & Sons,Northeast,Northeast,FLD,Team 2,COR,G-3,SLS,EXT                                ,BRN                                ,NATL                               ,PGS Associates,Gloucester,1930,,N,T
46,332,367,,,,N,N,N,,,,MU ,Management Unit,Jack's Discount Drugs,Southwest,Southwest,FLD,Team 5,SP,G-1,MKT,EXT                                ,BRN                                ,NTWK                               ,Keyth Contracting and Repair,Pleasant Hill,94523,,N,T
47,90,253,,,,Y,Y,Y,,,,WOS,Wholly Owned Subsidiary,Esmarda Chemical Manufactures,Southeast,Southeast,OTH,Team 1,COR,G-4,SLS,INT                                ,SCH                                ,NATL                               ,Moveit Motorcycle Service,Nashville,37212,,Y,T
48,99,166,,,,Y,N,Y,,,,MU ,Management Unit,Dean Barnett Furniture Repair,Southeast,Southeast,OTH,Team 1,COR,G-1,MKT,INT                                ,CCE                                ,DI                                 ,Pac Builders,Maryville,37801,,N,T
49,395,484,,,,N,Y,N,,,,WOS,Wholly Owned Subsidiary,Masterlands Cleaning,Southeast,Southeast,FLD,Team 4,COR,G-2,MKT,EXT                                ,INV                                ,NATL                               ,Lake Shore Publishing,Pompano Beach,33366,,N,T
50,57,273,,,,Y,N,Y,,,,WOS,Wholly Owned Subsidiary,Happ Aluminum Siding Co.,Northwest,Northwest,OTH,Team 5,COR,G-5,MKT,INT                                ,DIR                                ,DI                                 ,Arthur M. Feildberg Galleries,Federal Way,98063,,Y,T
51,250,344,,,,Y,N,N,,,,WOS,Wholly Owned Subsidiary,Acturial Enterprises Ltd.,Southeast,Southeast,OTH,Team 3,COR,G-3,MKT,EXT                                ,CCE                                ,MO                                 ,Lennox Air Pollution Control,El Dorado,71730,,N,T
52,348,292,,,,Y,Y,N,,,,MU ,Management Unit,Nirabi Auto Service,Southwest,Southwest,OTH,Team 2,LP,G-5,MKT,INT                                ,DIR                                ,NATL                               ,Brand Y Creative Services,Oklahoma City,73101,,Y,T
53,123,349,,,,Y,N,N,,,,MU ,Management Unit,Nyman Interior Design,Midwest,Midwest,TEL,Team 4,SP,G-1,MKT,EXT                                ,INV                                ,NATL                               ,Truck-X Muffler Repair,Carmel,46032,,Y,T
54,340,403,,,,Y,N,Y,,,,MU ,Management Unit,New Dehli Auto Exchange,Southeast,Southeast,TEL,Team 3,LP,G-2,SLS,INT                                ,INT                                ,NTWK                               ,MedicServe Medical Supply,Huntsville,35807,,N,T
55,116,249,,,,Y,Y,Y,,,,MU ,Management Unit,Chicagoland Cleaners,Alaska,Alaska,TEL,Team 5,COR,G-1,SLS,INT                                ,BRN                                ,MO                                 ,Bako Delicatessen,Anchorage,99524,,N,T
56,456,297,,,,N,N,Y,,,,MU ,Management Unit,Esmarda Chemical Manufactures,Midwest,Midwest,TEL,Team 1,COR,G-1,MKT,EXT                                ,BRN                                ,NTWK                               ,Truck-X Muffler Repair,Saint Cloud,56302,,Y,T
57,17,493,,,,Y,Y,N,,,,MU ,Management Unit,Highland Woods City Hall,Southwest,Southwest,OTH,Team 1,SP,G-2,SLS,EXT                                ,INT                                ,MO                                 ,Arthur M. Feildberg Galleries,San Diego,92101,,N,T
58,23,259,,,,Y,Y,Y,,,,WOS,Wholly Owned Subsidiary,Got It All Electronics Supply,Southeast,Southeast,TEL,Team 3,COR,G-5,MKT,EXT                                ,INV                                ,NTWK                               ,Pasifico Inc.,Little Rock,72204,,N,T
59,423,234,,,,Y,Y,N,,,,JV ,Joint Venture,Morgan Construction Co,Southwest,Southwest,OTH,Team 5,LP,G-1,SLS,EXT                                ,INT                                ,NATL                               ,Arthur M. Feildberg Galleries,San Francisco,94107,,N,T
60,292,147,,,,Y,N,Y,,,,MU ,Management Unit,Woodworks Co.,Southwest,Southwest,FLD,Team 5,SP,G-4,SLS,EXT                                ,CCE                                ,MO                                 ,Marks,Los Altos,94024,,N,T
61,324,496,,,,N,Y,Y,,,,MU ,Management Unit,Vecot Inc.,Northeast,Northeast,TEL,Team 3,COR,ATM,SLS,INT                                ,INT                                ,DI                                 ,AA Advertising,Bangor,4401,,N,T
62,498,65,,,,N,N,Y,,,,MU ,Management Unit,Kapp Camera and Video,Southeast,Southeast,TEL,Team 3,COR,G-4,SLS,EXT                                ,SCH                                ,DI                                 ,Chands CPA,Greenville,29601,,N,T
63,234,440,,,,Y,N,N,,,,WOS,Wholly Owned Subsidiary,Michael Montgomery Hair Salon,Northeast,Northeast,OTH,Team 4,SP,G-1,SLS,INT                                ,INV                                ,NTWK                               ,Crosstracks Car Wash,New Haven,6520,,Y,T
64,41,50,,,,N,N,Y,,,,WOS,Wholly Owned Subsidiary,Perimeter Security Consultants,Midwest,Midwest,FLD,Team 1,LP,G-1,SLS,INT                                ,INV                                ,MO                                 ,Dean Grant Buick and Crysler,Galena,61036,,N,T
65,360,53,,,,Y,Y,N,,,,WOS,Wholly Owned Subsidiary,Morgan Construction Co,Midwest,Midwest,TEL,Team 5,SP,G-2,SLS,INT                                ,BRN                                ,MO                                 ,Parkway Auto Body,Muskegon,49440,,N,T
66,226,335,,,,N,N,N,,,,MU ,Management Unit,Keyth Contracting and Repair,Southwest,Southwest,FLD,Team 4,SP,G-1,SLS,INT                                ,INV                                ,MO                                 ,Ampro Office Team Ltd.,Modesto,95354,,Y,T
67,66,307,,,,N,N,N,,,,WOS,Wholly Owned Subsidiary,Quad City Cleaning,Northwest,Northwest,OTH,Team 2,COR,ATM,MKT,INT                                ,INV                                ,DI                                 ,Smith Communications Inc.,La Grande,97850,,N,T
68,463,74,,,,Y,Y,Y,,,,JV ,Joint Venture,Keyth Contracting and Repair,Southwest,Southwest,FLD,Team 4,SP,G-5,SLS,INT                                ,CCE                                ,DI                                 ,Acturial Enterprises Ltd.,Gardena,90248,,Y,T
69,19,206,,,,Y,N,Y,,,,WOS,Wholly Owned Subsidiary,Morgan Construction Co,Southeast,Southeast,TEL,Team 3,SP,G-5,MKT,EXT                                ,DIR                                ,DI                                 ,Pac Builders,Chattanooga,37402,,Y,T
70,90,159,,,,N,Y,N,,,,JV ,Joint Venture,Hi-Land Art & Frame,Northwest,Northwest,OTH,Team 5,LP,G-4,MKT,INT                                ,BRN                                ,DI                                 ,Ampro Office Team Ltd.,Missoula,59802,,N,T
71,483,28,,,,N,N,Y,,,,MU ,Management Unit,Doll House Rock,Southwest,Southwest,FLD,Team 4,COR,G-3,SLS,EXT                                ,SCH                                ,NTWK                               ,Caranisco Homes,Fort Worth,76109,,Y,T
72,460,115,,,,Y,N,Y,,,,MU ,Management Unit,Dean Grant Buick and Crysler,Midwest,Midwest,FLD,Team 1,SP,G-3,SLS,INT                                ,BRN                                ,MO                                 ,George Lee Antiques,Waterloo,50704,,Y,T
73,312,206,,,,N,Y,N,,,,JV ,Joint Venture,Percy Photography,Midwest,Midwest,TEL,Team 5,COR,G-1,MKT,INT                                ,INV                                ,DI                                 ,Caranisco Homes,Carbondale,62901,,Y,T
74,330,34,,,,Y,Y,N,,,,JV ,Joint Venture,Kapp Camera and Video,Northwest,Northwest,FLD,Team 1,LP,G-5,MKT,INT                                ,INT                                ,DI                                 ,Kapp Camera and Video,Spokane,99201,,Y,T
75,356,42,,,,Y,N,Y,,,,JV ,Joint Venture,North Shore Appliance Service,Northeast,Northeast,TEL,Team 4,SP,G-3,SLS,INT                                ,INV                                ,MO                                 ,Eva Galler Galleries Inc.,Bridgeport,6604,,Y,T
76,330,179,,,,N,Y,N,,,,WOS,Wholly Owned Subsidiary,DBN Bank,Northeast,Northeast,OTH,Team 5,SP,G-4,SLS,EXT                                ,INV                                ,DI                                 ,AA Advertising,Cambridge,2138,,Y,T
77,271,145,,,,N,N,N,,,,MU ,Management Unit,Childress Child Day Care,Southeast,Southeast,TEL,Team 5,COR,G-5,MKT,INT                                ,DIR                                ,NTWK                               ,Moveit Motorcycle Service,Jonesboro,72403,,N,T
78,90,329,,,,Y,N,N,,,,JV ,Joint Venture,George Lee Antiques,Southeast,Southeast,FLD,Team 1,COR,G-5,SLS,INT                                ,SCH                                ,NATL                               ,Chands CPA,Birmingham,35222,,Y,T
79,235,336,,,,Y,N,N,,,,WOS,Wholly Owned Subsidiary,Masterlands Cleaning,Southwest,Southwest,TEL,Team 5,COR,G-2,MKT,INT                                ,INV                                ,NATL                               ,Caranisco Homes,Piedmont,94611,,N,T
80,354,169,,,,Y,Y,N,,,,MU ,Management Unit,Cutter Lawn Mower Repair,Northeast,Northeast,TEL,Team 4,COR,G-3,SLS,EXT                                ,DIR                                ,DI                                 ,Glenn Oaks Office Supplies,New York,10128,,Y,T
81,280,247,,,,Y,N,N,,,,JV ,Joint Venture,Nel Video Productions,Midwest,Midwest,FLD,Team 5,COR,G-4,SLS,EXT                                ,INV                                ,MO                                 ,Air France,Sioux City,51102,,Y,T
82,336,194,,,,N,Y,Y,,,,JV ,Joint Venture,Dean Barnett Furniture Repair,Midwest,Midwest,TEL,Team 1,LP,G-5,MKT,EXT                                ,INT                                ,DI                                 ,DBN Bank,Saint Paul,55102,,Y,T
83,47,78,,,,N,Y,N,,,,MU ,Management Unit,Smith Communications Inc.,Midwest,Midwest,FLD,Team 2,LP,ATM,MKT,INT                                ,DIR                                ,NATL                               ,Funnyface Amusement Games,Omaha,68124,,Y,T
84,114,130,,,,N,N,N,,,,WOS,Wholly Owned Subsidiary,Dean Barnett Furniture Repair,Midwest,Midwest,FLD,Team 2,COR,G-5,SLS,EXT                                ,DIR                                ,NATL                               ,John G. Hartling Ltd.,Milwakee,53202,,N,T
85,189,466,,,,N,N,N,,,,JV ,Joint Venture,Cutter Lawn Mower Repair,Northeast,Northeast,TEL,Team 1,SP,G-4,SLS,EXT                                ,SCH                                ,NATL                               ,Metro Appliance Service,Irvington,10533,,N,T
86,161,10,,,,N,Y,N,,,,MU ,Management Unit,Funnyface Amusement Games,Southwest,Southwest,FLD,Team 2,COR,G-1,SLS,INT                                ,INV                                ,NATL                               ,Froggys Gourmet Catering,Houston,77002,,Y,T
87,67,332,,,,N,Y,Y,,,,MU ,Management Unit,Percy Photography,Midwest,Midwest,FLD,Team 4,COR,G-5,MKT,INT                                ,SCH                                ,NATL                               ,MedicServe Medical Supply,Columbus,43206,,Y,T
88,164,163,,,,Y,N,N,,,,JV ,Joint Venture,Lake Shore Beaches,Northeast,Northeast,TEL,Team 2,COR,ATM,SLS,INT                                ,INT                                ,NTWK                               ,Helium Supply Company,Lehigh,18001,,N,T
89,257,270,,,,Y,Y,Y,,,,WOS,Wholly Owned Subsidiary,Quad City Cleaning,Southwest,Southwest,OTH,Team 1,SP,G-5,SLS,EXT                                ,CCE                                ,NATL                               ,Funnyface Amusement Games,Los Angeles,90064,,N,T
90,242,190,,,,N,N,Y,,,,WOS,Wholly Owned Subsidiary,Mail Boxes Et. Al.,Southwest,Southwest,TEL,Team 4,LP,G-1,MKT,EXT                                ,DIR                                ,MO                                 ,Quad City Cleaning,San Luis Obisp,93406,,N,T
91,368,394,,,,Y,N,N,,,,JV ,Joint Venture,Cutter Lawn Mower Repair,Midwest,Midwest,OTH,Team 5,LP,ATM,MKT,EXT                                ,BRN                                ,NTWK                               ,MedicServe Medical Supply,Cincinnati,45210,,N,T
92,467,460,,,,N,N,Y,,,,JV ,Joint Venture,Acturial Enterprises Ltd.,Southeast,Southeast,OTH,Team 3,LP,G-4,MKT,INT                                ,INT                                ,DI                                 ,Myles Building Consultants,Fort Myers,33919,,N,T
93,280,264,,,,N,Y,N,,,,WOS,Wholly Owned Subsidiary,Quad City Cleaning,Southwest,Southwest,TEL,Team 4,SP,G-3,SLS,EXT                                ,INV                                ,MO                                 ,Perimeter Security Consultants,Turlock,95380,,Y,T
94,471,432,,,,Y,Y,N,,,,MU ,Management Unit,Truck-X Muffler Repair,Midwest,Midwest,OTH,Team 2,LP,ATM,SLS,INT                                ,INV                                ,NTWK                               ,Highland Lanes,Charleston,61920,,N,T
95,196,480,,,,Y,Y,N,,,,MU ,Management Unit,Woodworks Co.,Midwest,Midwest,FLD,Team 4,LP,ATM,SLS,INT                                ,DIR                                ,MO                                 ,Quad City Cleaning,St. Louis,63130,,Y,T
96,216,152,,,,N,N,Y,,,,WOS,Wholly Owned Subsidiary,Gourmet the Frog,Southwest,Southwest,TEL,Team 1,COR,G-5,SLS,EXT                                ,DIR                                ,DI                                 ,Ernies Foreign Car Service,El Centro,92244,,Y,T
97,461,30,,,,Y,N,N,,,,JV ,Joint Venture,Glenn Oaks Office Supplies,Southwest,Southwest,OTH,Team 2,COR,G-1,SLS,EXT                                ,INT                                ,NTWK                               ,Peterson Roberts Carpentry,Visalia,93278,,Y,T
98,13,222,,,,Y,N,Y,,,,WOS,Wholly Owned Subsidiary,Lake Shore Beaches,Southeast,Southeast,OTH,Team 1,COR,G-4,SLS,INT                                ,DIR                                ,NTWK                               ,Parkway Auto Body,Saint Petersbu,33743,,N,T
99,487,320,,,,Y,Y,Y,,,,JV ,Joint Venture,Childress Child Day Care,Midwest,Midwest,FLD,Team 5,COR,G-3,SLS,INT                                ,DIR                                ,NATL                               ,Chands CPA,Saint Louis,63122,,Y,T
100,454,439,,,,Y,N,N,,,,JV ,Joint Venture,Jay's Cabinet Company,Midwest,Midwest,OTH,Team 3,LP,ATM,SLS,INT                                ,DIR                                ,NATL                               ,Nirabi Auto Service,Northbrook,60062,,N,T
101,365,340,,,,N,N,N,,,,WOS,Wholly Owned Subsidiary,Vecot Inc.,Northeast,Northeast,OTH,Team 5,SP,G-3,MKT,INT                                ,INV                                ,DI                                 ,Glenwood Credit Union,Hackensack,7601,,N,T
102,322,196,,,,N,Y,Y,,,,MU ,Management Unit,Yale Remins Temp Agency,Southwest,Southwest,FLD,Team 1,LP,G-4,SLS,EXT                                ,INV                                ,NTWK                               ,Ampro Office Team Ltd.,Rohnert Park,94928,,Y,T
103,466,395,,,,Y,Y,N,,,,WOS,Wholly Owned Subsidiary,Lidhal design Corp.,Southeast,Southeast,TEL,Team 4,LP,G-3,SLS,INT                                ,BRN                                ,NATL                               ,DBN Bank,Cary,27512,,N,T
104,110,197,,,,N,N,Y,,,,MU ,Management Unit,Libra & Sons,Northeast,Northeast,TEL,Team 4,COR,G-3,SLS,INT                                ,INV                                ,DI                                 ,Pac Builders,Brooklyn,11210,,Y,T
105,30,116,,,,N,N,N,,,,WOS,Wholly Owned Subsidiary,Dean Grant Buick and Crysler,Midwest,Midwest,OTH,Team 2,COR,G-3,SLS,EXT                                ,SCH                                ,MO                                 ,American Deli Workers Union,Richton Park,60471,,N,T
106,365,168,,,,N,Y,N,,,,JV ,Joint Venture,Ninas Snow Plowing,Southwest,Southwest,OTH,Team 3,COR,G-4,SLS,INT                                ,INV                                ,NTWK                               ,Pasifico Inc.,Flagstaff,86002,,Y,T
107,36,346,,,,N,N,N,,,,WOS,Wholly Owned Subsidiary,Dean Barnett Furniture Repair,Midwest,Midwest,TEL,Team 5,SP,G-1,SLS,EXT                                ,SCH                                ,MO                                 ,Facelift Kitchen and Bath,Dubuque,52001,,N,T
108,357,7,,,,N,Y,Y,,,,MU ,Management Unit,Happ Aluminum Siding Co.,Midwest,Midwest,OTH,Team 4,LP,G-3,SLS,EXT                                ,CCE                                ,MO                                 ,Nyman Interior Design,Peoria,60603,,Y,T
109,58,288,,,,Y,Y,N,,,,MU ,Management Unit,Nyman Interior Design,Alaska,Alaska,OTH,Team 1,SP,ATM,SLS,EXT                                ,CCE                                ,NATL                               ,Happ Aluminum Siding Co.,Fairbanks,99708,,Y,T
110,85,407,,,,Y,N,N,,,,MU ,Management Unit,Hart Corporation,Southwest,Southwest,TEL,Team 2,SP,ATM,SLS,EXT                                ,BRN                                ,DI                                 ,Chicagoland Cleaners,Los Angeles,90015,,N,T
111,411,317,,,,Y,N,N,,,,JV ,Joint Venture,Lidhal design Corp.,Midwest,Midwest,TEL,Team 1,SP,G-2,MKT,EXT                                ,DIR                                ,NATL                               ,Bako Delicatessen,Champaign,61821,,Y,T
112,427,331,,,,N,Y,N,,,,MU ,Management Unit,Brand Y Creative Services,Northeast,Northeast,OTH,Team 5,SP,G-4,MKT,EXT                                ,SCH                                ,MO                                 ,Hoffman Printing Center,Williamsville,14221,,N,T
113,281,439,,,,N,N,Y,,,,MU ,Management Unit,Mergenthaler Inc.,Southwest,Southwest,FLD,Team 5,SP,G-3,SLS,INT                                ,BRN                                ,NATL                               ,Acturial Enterprises Ltd.,Los Angeles,90008,,Y,T
114,358,2,,,,N,Y,Y,,,,MU ,Management Unit,Woodworks Co.,Southwest,Southwest,FLD,Team 4,SP,G-5,SLS,EXT                                ,CCE                                ,NATL                               ,Myles Building Consultants,Palo Alto,94306,,Y,T
115,198,250,,,,Y,N,N,,,,WOS,Wholly Owned Subsidiary,Jack's Discount Drugs,Southeast,Southeast,TEL,Team 2,COR,G-3,MKT,INT                                ,INT                                ,MO                                 ,Cosmo Skin Care Center,Fort Smith,72913,,Y,T
116,278,263,,,,N,N,N,,,,JV ,Joint Venture,Smith Communications Inc.,Northeast,Northeast,TEL,Team 4,LP,ATM,SLS,INT                                ,DIR                                ,NATL                               ,Michael Montgomery Hair Salon,Saratoga Sprin,12866,,N,T
117,305,379,,,,N,Y,Y,,,,JV ,Joint Venture,Libra & Sons,Northeast,Northeast,OTH,Team 1,LP,G-4,SLS,INT                                ,INV                                ,NTWK                               ,Glenwood Credit Union,Washington,20005,,Y,T
118,458,372,,,,N,N,N,,,,WOS,Wholly Owned Subsidiary,Smith Communications Inc.,Southwest,Southwest,FLD,Team 4,SP,G-2,MKT,INT                                ,INV                                ,NATL                               ,Parkway Auto Body,Salt Lake City,84101,,N,T
119,371,393,,,,N,Y,N,,,,MU ,Management Unit,Mac Computer Warehouse,Northeast,Northeast,TEL,Team 1,SP,G-3,SLS,EXT                                ,CCE                                ,MO                                 ,Dapper's Antiques,Nashua,3061,,Y,T
120,245,81,,,,N,Y,N,,,,WOS,Wholly Owned Subsidiary,Lake Shore Beaches,Northeast,Northeast,TEL,Team 5,LP,G-3,SLS,EXT                                ,INT                                ,MO                                 ,North Shore Appliance Service,Glenwood,21738,,N,T
121,35,30,,,,Y,Y,Y,,,,MU ,Management Unit,Moveit Motorcycle Service,Midwest,Midwest,OTH,Team 4,SP,G-2,MKT,INT                                ,CCE                                ,DI                                 ,Libra & Sons,Quincy,62301,,Y,T
122,308,273,,,,Y,Y,N,,,,MU ,Management Unit,Masterlands Cleaning,Southwest,Southwest,FLD,Team 4,SP,G-4,MKT,EXT                                ,BRN                                ,DI                                 ,Hart Corporation,Phoenix,85060,,Y,T
123,358,39,,,,Y,N,Y,,,,MU ,Management Unit,Acturial Enterprises Ltd.,Southeast,Southeast,OTH,Team 5,LP,G-5,SLS,INT                                ,SCH                                ,DI                                 ,Quad City Cleaning,Birmingham,35203,,N,T
124,73,28,,,,Y,Y,Y,,,,JV ,Joint Venture,Bako Delicatessen,Northeast,Northeast,OTH,Team 1,SP,G-2,MKT,EXT                                ,SCH                                ,NTWK                               ,Metro Appliance Service,Pittsburgh,15222,,N,T
125,490,274,,,,Y,Y,Y,,,,JV ,Joint Venture,Vecot Inc.,Northeast,Northeast,TEL,Team 5,COR,G-5,MKT,EXT                                ,BRN                                ,NATL                               ,Mail Boxes Et. Al.,Johnstown,15905,,Y,T
126,23,359,,,,N,N,N,,,,JV ,Joint Venture,Lambert & Locke Legal Services,Northeast,Northeast,FLD,Team 1,SP,G-5,MKT,EXT                                ,CCE                                ,DI                                 ,Meonits & Mogogni Inc.,New Haven,6520,,N,T
127,174,269,,,,N,Y,Y,,,,MU ,Management Unit,Doll House Rock,Midwest,Midwest,OTH,Team 3,COR,G-5,SLS,EXT                                ,DIR                                ,MO                                 ,Peterson Roberts Carpentry,Chicago,60653,,Y,T
128,471,57,,,,Y,N,N,,,,MU ,Management Unit,Lee Stairworks and Carpentry,Midwest,Midwest,FLD,Team 1,LP,G-3,MKT,INT                                ,CCE                                ,MO                                 ,Helium Supply Company,Rochester,55901,,N,T
129,500,150,,,,Y,N,N,,,,JV ,Joint Venture,Portugal,Southeast,Southeast,TEL,Team 3,LP,G-5,SLS,INT                                ,INT                                ,NATL                               ,Bako Delicatessen,Kingsport,37660,,N,T
130,7,143,,,,N,N,N,,,,MU ,Management Unit,Lee Stairworks and Carpentry,Alaska,Alaska,OTH,Team 3,SP,G-3,SLS,EXT                                ,BRN                                ,MO                                 ,MedicServe Medical Supply,Homer,99603,,N,T
131,319,199,,,,Y,Y,Y,,,,WOS,Wholly Owned Subsidiary,Cutter Lawn Mower Repair,Southeast,Southeast,TEL,Team 4,LP,G-1,SLS,INT                                ,CCE                                ,MO                                 ,Keyth Contracting and Repair,Gadsden,35902,,N,T
