27,432,1865,1925,1,high,,HS XL
7,432,1937,1961,1,high,,180
1,432,1385,2103,1,high,,private
13,432,2019,1,1,high,,privat
28,434,1880,1903,1,medium,,HS Premium
1,434,1400,1,1,medium,,private
1,437,1158,1687,1,low,,private
7,437,1506,1,1,low,,180
27,437,1829,1,1,low,,HS XL
3,438,1577,1,1,medium,,private comfort
28,439,1885,1,1,low,,HS Premium
2,439,1822,1,1,low,,business
24,440,1775,1818,1,medium,,250
20,440,1664,1999,1,medium,,flatrate
25,440,1958,1,1,medium,,Snice
19,440,1348,1,1,medium,,private comfort
2,440,1271,1,1,medium,,business
2,443,1920,1,1,low,,business
1,444,1554,1,1,low,,private
1,445,1967,1,1,medium,,private
20,449,1444,1586,1,low,,flatrate
11,449,1682,1909,1,low,,stock messaging
4,449,1933,1,1,low,,regular
13,449,1560,1,1,low,,privat
1,449,1391,1,1,low,,private
19,449,1426,1,1,low,,private comfort
1,451,1262,1,1,high,,private
27,453,1843,1,1,low,,HS XL
1,453,1106,1,1,low,,private
10,454,1397,1471,1,low,,standard
2,454,1312,1790,1,low,,business
17,454,1466,2028,1,low,,business
19,454,1527,1,1,low,,private comfort
21,454,1708,1,1,low,,time rated
9,454,2086,1,1,low,,1000
4,454,1568,1,1,low,,regular
6,454,1858,1,1,low,,60
1,455,1317,1906,1,low,,private
1,456,1668,1,1,medium,,private
1,459,1201,1332,1,medium,,private
11,459,1264,1762,1,medium,,stock messaging
1,460,1359,1811,1,low,,private
27,460,1850,1,1,low,,HS XL
4,460,1409,1,1,low,,regular
4,460,1578,1,1,low,,regular
1,461,1319,1,1,high,,private
2,462,2177,1,1,high,,business
3,465,1889,1,1,low,,private comfort
5,465,2056,1,1,low,,kids
1,466,1205,1,1,low,,private
3,469,2020,1,1,medium,,private comfort
1,470,1193,1461,1,low,,private
1,471,1260,1,1,low,,private
1,480,1364,1514,1,medium,,private
27,481,1856,2033,1,medium,,HS XL
3,481,1177,1,1,medium,,private comfort
8,481,1315,1,1,medium,,500
1,482,1139,1519,1,low,,private
25,482,1331,1894,1,low,,Snice
10,482,1648,1,1,low,,standard
11,482,2175,1,1,low,,stock messaging
1,486,1551,1703,1,high,,private
1,489,1303,1509,1,medium,,private
3,490,1829,1,1,low,,private comfort
1,491,1482,2157,1,low,,private
1,495,1153,1,1,low,,private
1,496,1797,2172,1,medium,,private
3,501,2152,1,1,medium,,private comfort
2,502,2025,1,1,medium,,business
3,503,1652,2035,1,high,,private comfort
27,503,1859,1,1,high,,HS XL
2,508,1989,1,1,medium,,business
2,509,1951,1,1,medium,,business
23,510,1445,2178,1,low,,120
1,510,1214,1,1,low,,private
17,512,1735,2030,1,high,,business
4,512,1816,2186,1,high,,regular
27,512,1830,1,1,high,,HS XL
1,512,1307,1,1,high,,private
1,515,1618,1,1,low,,private
1,517,1602,1925,1,low,,private
3,519,1370,1,1,low,,private comfort
1,520,1749,1875,1,high,,private
1,523,1262,1596,1,low,,private
22,523,1522,1850,1,low,,80
12,523,1869,1985,1,low,,sports messaging
5,523,1582,2170,1,low,,kids
14,523,1776,1,1,low,,business
20,523,2097,1,1,low,,flatrate
1,524,1504,1782,1,low,,private
17,524,1607,1,1,low,,business
17,524,1983,1,1,low,,business
1,525,1194,1410,1,high,,private
2,528,2186,1,1,low,,business
1,529,1484,1,1,low,,private
27,529,1847,1,1,low,,HS XL
1,532,1394,1,1,low,,private
23,532,2102,1,1,low,,120
1,534,1409,1,1,low,,private
28,534,1867,1,1,low,,HS Premium
2,539,1978,1,1,medium,,business
16,542,1964,2101,1,low,,standard
22,542,2044,1,1,low,,80
25,542,2140,1,1,low,,Snice
1,542,1877,1,1,low,,private
1,544,1821,2041,1,low,,private
27,544,1873,1,1,low,,HS XL
28,545,1879,2089,1,medium,,HS Premium
1,545,1456,1,1,medium,,private
19,546,1665,1732,1,high,,private comfort
16,546,1797,1949,1,high,,standard
1,546,1345,2091,1,high,,private
19,546,1609,1,1,high,,private comfort
12,546,2115,1,1,high,,sports messaging
27,546,1854,1,1,high,,HS XL
9,546,2093,1,1,high,,1000
1,547,2022,1,1,low,,private
1,550,1705,1,1,low,,private
1,551,1144,1491,1,medium,,private
2,552,1781,2048,1,medium,,business
1,554,1514,1,1,low,,private
1,557,1306,2114,1,low,,private
1,559,1195,1308,1,low,,private
3,560,2129,1,1,medium,,private comfort
2,561,1828,2040,1,low,,business
1,563,1257,1,1,medium,,private
2,567,2183,1,1,low,,business
2,568,2114,1,1,high,,business
3,573,1182,1359,1,low,,private comfort
14,575,2086,1,1,medium,,business
14,575,2095,1,1,medium,,business
18,575,2170,1,1,medium,,private
1,575,1409,1,1,medium,,private
1,576,1219,1242,1,low,,private
1,577,1438,1558,1,high,,private
21,577,1807,1,1,high,,time rated
22,577,1478,1,1,high,,80
2,578,1855,2047,1,low,,business
27,578,1913,1,1,low,,HS XL
1,579,1423,1938,1,high,,private
28,580,1897,1,1,low,,HS Premium
2,580,1729,1,1,low,,business
14,582,1509,1679,1,low,,business
2,582,1433,1990,1,low,,business
8,582,1667,2030,1,low,,500
11,582,1806,1,1,low,,stock messaging
15,586,1751,2169,1,medium,,standard
1,586,1677,1,1,medium,,private
8,586,1890,1,1,medium,,500
2,587,1789,1,1,low,,business
1,588,1849,1,1,low,,private
16,588,2065,1,1,low,,standard
28,588,1884,1,1,low,,HS Premium
1,589,1136,1,1,medium,,private
28,589,1847,1,1,medium,,HS Premium
2,590,2147,1,1,low,,business
1,593,2109,1,1,medium,,private
2,595,1790,2098,1,medium,,business
1,596,1471,1894,1,low,,private
28,596,1833,1,1,low,,HS Premium
2,597,1800,1,1,medium,,business
28,598,1890,1,1,low,,HS Premium
1,598,1250,1,1,low,,private
1,599,1468,1,1,high,,private
27,603,1868,1,1,medium,,HS XL
1,603,1344,1,1,medium,,private
1,609,1303,1,1,low,,private
27,609,1838,1,1,low,,HS XL
21,610,1747,2104,1,high,,time rated
1,610,1621,1,1,high,,private
1,612,1233,1482,1,medium,,private
1,614,1377,2067,1,low,,private
1,615,1302,1,1,low,,private
11,616,1970,1,1,low,,stock messaging
1,616,1565,1,1,low,,private
7,616,1955,1,1,low,,180
1,618,1376,1553,1,low,,private
2,619,2043,1,1,medium,,business
4,620,1738,2016,1,high,,regular
14,620,1932,2029,1,high,,business
9,620,2035,2161,1,high,,1000
12,620,1572,1,1,high,,sports messaging
1,620,1356,1,1,high,,private
25,620,1445,1,1,high,,Snice
9,620,1870,1,1,high,,1000
7,620,1970,1,1,high,,180
6,620,2079,1,1,high,,60
1,621,1897,1,1,medium,,private
16,621,2187,1,1,medium,,standard
1,622,1206,1771,1,medium,,private
1,626,1393,1,1,high,,private
1,628,1318,1326,1,high,,private
2,629,1994,1,1,medium,,business
1,630,1250,1643,1,low,,private
17,630,1317,1931,1,low,,business
4,630,1726,1,1,low,,regular
11,630,2158,1,1,low,,stock messaging
14,630,1473,1,1,low,,business
1,632,2156,1,1,low,,private
7,633,1596,1842,1,medium,,180
3,633,1491,2097,1,medium,,private comfort
28,633,1829,1,1,medium,,HS Premium
2,634,2067,1,1,low,,business
1,635,1445,1554,1,low,,private
2,636,1885,1,1,medium,,business
1,639,1144,1329,1,medium,,private
24,640,2041,1,1,medium,,250
2,640,2014,1,1,medium,,business
1,645,1415,1779,1,low,,private
1,646,1456,1,1,low,,private
1,649,1677,1717,1,low,,private
7,650,1656,1,1,low,,180
1,650,1396,1,1,low,,private
2,652,2086,1,1,low,,business
2,653,2177,1,1,low,,business
2,654,2175,1,1,low,,business
1,655,1391,1629,1,high,,private
3,656,1838,1881,1,medium,,private comfort
1,658,1571,1584,1,medium,,private
1,659,1876,2062,1,medium,,private
24,659,1917,1,1,medium,,250
17,659,2058,1,1,medium,,business
1,660,2037,1,1,low,,private
1,661,1482,1996,1,low,,private
21,661,1596,1,1,low,,time rated
8,661,1857,1,1,low,,500
20,661,1998,1,1,low,,flatrate
18,661,1639,1,1,low,,private
23,664,1578,1752,1,low,,120
15,664,2014,2061,1,low,,standard
1,664,1494,1,1,low,,private
1,666,1294,1399,1,low,,private
1,667,1384,2103,1,medium,,private
9,667,1449,1,1,medium,,1000
1,669,1351,1534,1,high,,private
1,670,1524,1758,1,medium,,private
17,672,1619,1945,1,low,,business
11,672,2085,2118,1,low,,stock messaging
17,672,1695,1,1,low,,business
1,672,1383,1,1,low,,private
17,672,1775,1,1,low,,business
1,675,1291,2137,1,medium,,private
9,681,1646,1832,1,medium,,1000
1,681,1614,2158,1,medium,,private
16,681,1887,1,1,medium,,standard
8,683,1707,1764,1,high,,500
3,683,1535,1,1,high,,private comfort
16,683,1813,1,1,high,,standard
28,683,1871,1,1,high,,HS Premium
2,684,2018,1,1,medium,,business
2,685,1197,1710,1,medium,,business
3,686,2134,1,1,medium,,private comfort
2,687,2149,1,1,high,,business
27,688,1893,1,1,low,,HS XL
1,688,1294,1,1,low,,private
3,689,2130,1,1,medium,,private comfort
1,691,1393,1503,1,medium,,private
1,692,1154,1388,1,high,,private
1,693,1207,1312,1,high,,private
1,694,1280,1941,1,low,,private
28,694,1852,1,1,low,,HS Premium
1,695,1520,1666,1,high,,private
2,696,2162,1,1,medium,,business
28,699,1840,1,1,medium,,HS Premium
1,699,1199,1,1,medium,,private
1,702,1752,1,1,medium,,private
28,702,1833,1,1,medium,,HS Premium
1,703,1310,1764,1,low,,private
1,704,1783,1,1,medium,,private
16,704,1784,1,1,medium,,standard
2,705,1565,1776,1,low,,business
1,707,1133,1252,1,medium,,private
17,710,1677,1745,1,low,,business
1,710,1428,1,1,low,,private
1,715,1148,1343,1,low,,private
3,716,1442,1,1,medium,,private comfort
1,717,1212,1731,1,low,,private
2,718,2095,1,1,low,,business
1,719,1224,1371,1,low,,private
3,721,2100,1,1,medium,,private comfort
19,723,1176,1450,1,low,,private comfort
1,723,1107,1577,1,low,,private
1,725,1172,1438,1,medium,,private
2,727,1970,1,1,low,,business
16,729,1584,1689,1,medium,,standard
1,729,1519,1,1,medium,,private
27,729,1867,1,1,medium,,HS XL
16,730,1652,1653,1,low,,standard
19,730,1552,1796,1,low,,private comfort
18,730,2073,1,1,low,,private
15,730,1470,1,1,low,,standard
2,730,1431,1,1,low,,business
6,730,1662,1,1,low,,60
2,731,1850,1891,1,low,,business
1,732,1581,1,1,low,,private
3,733,1546,1,1,low,,private comfort
1,734,1689,2136,1,high,,private
1,735,1598,1733,1,low,,private
1,736,1274,1793,1,low,,private
2,737,1903,1,1,low,,business
1,738,1338,1541,1,low,,private
8,738,1347,1,1,low,,500
2,740,1421,1593,1,low,,business
27,741,1834,1917,1,medium,,HS XL
1,741,1559,1,1,medium,,private
1,742,1380,1,1,high,,private
28,743,1851,2076,1,low,,HS Premium
5,743,1534,1,1,low,,kids
1,743,1313,1,1,low,,private
2,744,2108,1,1,medium,,business
1,745,1202,1970,1,low,,private
2,748,1450,1,1,medium,,business
14,750,1469,2051,1,high,,business
1,750,1206,1,1,high,,private
1,751,1544,1929,1,high,,private
27,751,1829,1,1,high,,HS XL
23,751,1770,1,1,high,,120
1,757,1657,1,1,medium,,private
6,757,1971,1,1,medium,,60
1,758,2097,1,1,low,,private
1,759,1479,1,1,low,,private
27,759,1842,1,1,low,,HS XL
16,761,2068,1,1,high,,standard
9,761,1902,1,1,high,,1000
1,761,1625,1,1,high,,private
2,762,2097,1,1,low,,business
2,763,1150,1826,1,low,,business
1,766,1294,1752,1,low,,private
25,766,1602,2135,1,low,,Snice
12,766,2147,1,1,low,,sports messaging
17,766,1773,1,1,low,,business
2,768,1939,1,1,medium,,business
1,773,1404,1,1,low,,private
2,775,1546,1,1,low,,business
16,775,1919,1,1,low,,standard
1,777,1422,1,1,low,,private
1,778,1568,1,1,low,,private
1,780,1211,1643,1,low,,private
1,781,1517,1,1,low,,private
12,781,1934,1,1,low,,sports messaging
