253,511,Publishing Industries,51111,Newspaper Publishers,T
254,212,Mining (except Oil and Gas),212222,Silver Ore Mining,T
255,212,Mining (except Oil and Gas),212112,Bituminous Coal Underground,T
256,111,Crop Production,111211,Potato Farming,T
257,52,Finance and Insurance,52111,Monetary Authorities - Central,T
258,212,Mining (except Oil and Gas),212113,Anthracite Mining,T
259,52,Finance and Insurance,5221,Depository Credit,T
260,315,Apparel Manufacturing,315111,Sheer Hosiery Mills,T
261,511,Publishing Industries,51111,Newspaper Publishers,T
262,212,Mining (except Oil and Gas),212111,Bituminous Coal and Lignite,T
263,111,Crop Production,111411,Mushroom Production,T
264,114,Fishing Hunting and Trapping,114111,Finfish Fishing,T
265,111,Crop Production,11113,Dry Pea and Bean Farming,T
266,52,Finance and Insurance,521,Monetary Authorities - Central,T
267,212,Mining (except Oil and Gas),2122,Metal Ore Mining,T
268,111,Crop Production,1112,Vegetable and Melon Farming,T
269,114,Fishing Hunting and Trapping,114111,Finfish Fishing,T
270,221,Utilities,2211,Electric Power Generation,T
271,111,Crop Production,1114,Greenhouse Nursery and,T
272,212,Mining (except Oil and Gas),2122,Metal Ore Mining,T
273,52,Finance and Insurance,521,Monetary Authorities - Central,T
274,52,Finance and Insurance,5211,Monetary Authorities - Central,T
275,114,Fishing Hunting and Trapping,114112,Shellfish Fishing,T
276,114,Fishing Hunting and Trapping,1142,Hunting and Trapping,T
277,114,Fishing Hunting and Trapping,11411,Fishing,T
278,212,Mining (except Oil and Gas),212231,Lead Ore and Zinc Ore Mining,T
279,315,Apparel Manufacturing,31511,Hosiery and Sock Mills,T
280,221,Utilities,2211,Electric Power Generation,T
281,111,Crop Production,11113,Dry Pea and Bean Farming,T
282,111,Crop Production,11141,Food Crops Grown Under Cover,T
283,111,Crop Production,11112,Oilseed (except Soybean),T
284,111,Crop Production,11112,Oilseed (except Soybean),T
285,114,Fishing Hunting and Trapping,1141,Fishing,T
286,221,Utilities,2211,Electric Power Generation,T
287,315,Apparel Manufacturing,31511,Hosiery and Sock Mills,T
288,315,Apparel Manufacturing,315119,Other Hosiery and Sock Mills,T
289,315,Apparel Manufacturing,31519,Other Apparel Knitting Mills,T
290,212,Mining (except Oil and Gas),21222,Gold Ore and Silver Ore Mining,T
291,312,Beverage and Tobacco Product,3121,Beverage Manufacturing,T
292,212,Mining (except Oil and Gas),21223,Copper Nickel Lead and Zinc,T
293,52,Finance and Insurance,5211,Monetary Authorities - Central,T
294,114,Fishing Hunting and Trapping,1142,Hunting and Trapping,T
295,312,Beverage and Tobacco Product,31211,Soft Drink and Ice,T
296,221,Utilities,221122,Electric Power Distribution,T
297,315,Apparel Manufacturing,3151,Apparel Knitting Mills,T
298,52,Finance and Insurance,522,Credit Intermediation and,T
299,221,Utilities,2211,Electric Power Generation,T
300,111,Crop Production,11115,Corn Farming,T
301,111,Crop Production,11121,Vegetable and Melon Farming,T
302,212,Mining (except Oil and Gas),212222,Silver Ore Mining,T
303,312,Beverage and Tobacco Product,312111,Soft Drink Manufacturing,T
304,212,Mining (except Oil and Gas),21221,Iron Ore Mining,T
305,114,Fishing Hunting and Trapping,11411,Fishing,T
306,212,Mining (except Oil and Gas),21223,Copper Nickel Lead and Zinc,T
307,111,Crop Production,1111,Oilseed and Grain Farming,T
308,315,Apparel Manufacturing,31519,Other Apparel Knitting Mills,T
309,111,Crop Production,11111,Soybean Farming,T
310,212,Mining (except Oil and Gas),2121,Coal Mining,T
311,315,Apparel Manufacturing,3151,Apparel Knitting Mills,T
312,111,Crop Production,111419,Other Food Crops Grown Under,T
313,212,Mining (except Oil and Gas),212112,Bituminous Coal Underground,T
314,52,Finance and Insurance,521,Monetary Authorities - Central,T
315,52,Finance and Insurance,5211,Monetary Authorities - Central,T
316,212,Mining (except Oil and Gas),2121,Coal Mining,T
317,511,Publishing Industries,51111,Newspaper Publishers,T
318,212,Mining (except Oil and Gas),212111,Bituminous Coal and Lignite,T
319,221,Utilities,221122,Electric Power Distribution,T
320,312,Beverage and Tobacco Product,31211,Soft Drink and Ice,T
321,212,Mining (except Oil and Gas),212231,Lead Ore and Zinc Ore Mining,T
322,114,Fishing Hunting and Trapping,1142,Hunting and Trapping,T
323,212,Mining (except Oil and Gas),21221,Iron Ore Mining,T
324,212,Mining (except Oil and Gas),212112,Bituminous Coal Underground,T
325,52,Finance and Insurance,521,Monetary Authorities - Central,T
326,111,Crop Production,1114,Greenhouse Nursery and,T
327,312,Beverage and Tobacco Product,31211,Soft Drink and Ice,T
328,212,Mining (except Oil and Gas),21222,Gold Ore and Silver Ore Mining,T
329,212,Mining (except Oil and Gas),2121,Coal Mining,T
330,312,Beverage and Tobacco Product,3121,Beverage Manufacturing,T
331,315,Apparel Manufacturing,3151,Apparel Knitting Mills,T
332,315,Apparel Manufacturing,315119,Other Hosiery and Sock Mills,T
333,114,Fishing Hunting and Trapping,1141,Fishing,T
334,212,Mining (except Oil and Gas),212221,Gold Ore Mining,T
335,52,Finance and Insurance,5211,Monetary Authorities - Central,T
336,111,Crop Production,11111,Soybean Farming,T
337,312,Beverage and Tobacco Product,312111,Soft Drink Manufacturing,T
338,315,Apparel Manufacturing,31511,Hosiery and Sock Mills,T
339,212,Mining (except Oil and Gas),212113,Anthracite Mining,T
340,212,Mining (except Oil and Gas),21221,Iron Ore Mining,T
341,111,Crop Production,111419,Other Food Crops Grown Under,T
342,114,Fishing Hunting and Trapping,114111,Finfish Fishing,T
343,315,Apparel Manufacturing,315191,Outerwear Knitting Mills,T
344,315,Apparel Manufacturing,31519,Other Apparel Knitting Mills,T
345,111,Crop Production,11113,Dry Pea and Bean Farming,T
346,315,Apparel Manufacturing,315191,Outerwear Knitting Mills,T
347,52,Finance and Insurance,5221,Depository Credit,T
348,315,Apparel Manufacturing,31519,Other Apparel Knitting Mills,T
349,52,Finance and Insurance,521,Monetary Authorities - Central,T
350,212,Mining (except Oil and Gas),212112,Bituminous Coal Underground,T
351,114,Fishing Hunting and Trapping,114119,Other Marine Fishing,T
352,212,Mining (except Oil and Gas),21222,Gold Ore and Silver Ore Mining,T
353,221,Utilities,2211,Electric Power Generation,T
354,52,Finance and Insurance,52111,Monetary Authorities - Central,T
355,212,Mining (except Oil and Gas),21221,Iron Ore Mining,T
356,111,Crop Production,111419,Other Food Crops Grown Under,T
357,114,Fishing Hunting and Trapping,1141,Fishing,T
358,111,Crop Production,11121,Vegetable and Melon Farming,T
359,315,Apparel Manufacturing,315119,Other Hosiery and Sock Mills,T
360,212,Mining (except Oil and Gas),21221,Iron Ore Mining,T
361,212,Mining (except Oil and Gas),212231,Lead Ore and Zinc Ore Mining,T
362,111,Crop Production,11121,Vegetable and Melon Farming,T
363,312,Beverage and Tobacco Product,31211,Soft Drink and Ice,T
364,114,Fishing Hunting and Trapping,114112,Shellfish Fishing,T
365,312,Beverage and Tobacco Product,312111,Soft Drink Manufacturing,T
366,312,Beverage and Tobacco Product,312111,Soft Drink Manufacturing,T
367,221,Utilities,22121,Natural Gas Distribution,T
368,212,Mining (except Oil and Gas),21223,Copper Nickel Lead and Zinc,T
369,114,Fishing Hunting and Trapping,1142,Hunting and Trapping,T
370,114,Fishing Hunting and Trapping,1142,Hunting and Trapping,T
371,315,Apparel Manufacturing,315111,Sheer Hosiery Mills,T
372,511,Publishing Industries,51111,Newspaper Publishers,T
373,511,Publishing Industries,51112,Periodical Publishers,T
374,111,Crop Production,11111,Soybean Farming,T
375,212,Mining (except Oil and Gas),2122,Metal Ore Mining,T
376,111,Crop Production,111411,Mushroom Production,T
377,52,Finance and Insurance,522,Credit Intermediation and,T
378,315,Apparel Manufacturing,315119,Other Hosiery and Sock Mills,T
379,212,Mining (except Oil and Gas),21222,Gold Ore and Silver Ore Mining,T
380,52,Finance and Insurance,5221,Depository Credit,T
381,212,Mining (except Oil and Gas),212113,Anthracite Mining,T
382,212,Mining (except Oil and Gas),2121,Coal Mining,T
383,114,Fishing Hunting and Trapping,114112,Shellfish Fishing,T
384,111,Crop Production,1114,Greenhouse Nursery and,T
385,312,Beverage and Tobacco Product,31211,Soft Drink and Ice,T
386,212,Mining (except Oil and Gas),2121,Coal Mining,T
387,114,Fishing Hunting and Trapping,1142,Hunting and Trapping,T
388,111,Crop Production,11121,Vegetable and Melon Farming,T
389,212,Mining (except Oil and Gas),21223,Copper Nickel Lead and Zinc,T
390,212,Mining (except Oil and Gas),212231,Lead Ore and Zinc Ore Mining,T
391,212,Mining (except Oil and Gas),212221,Gold Ore Mining,T
392,111,Crop Production,1112,Vegetable and Melon Farming,T
393,511,Publishing Industries,51111,Newspaper Publishers,T
394,212,Mining (except Oil and Gas),212222,Silver Ore Mining,T
395,111,Crop Production,1111,Oilseed and Grain Farming,T
396,111,Crop Production,11114,Wheat Farming,T
397,312,Beverage and Tobacco Product,312111,Soft Drink Manufacturing,T
398,111,Crop Production,111211,Potato Farming,T
399,511,Publishing Industries,51112,Periodical Publishers,T
400,221,Utilities,221122,Electric Power Distribution,T
401,111,Crop Production,11113,Dry Pea and Bean Farming,T
402,111,Crop Production,11112,Oilseed (except Soybean),T
403,114,Fishing Hunting and Trapping,1142,Hunting and Trapping,T
404,111,Crop Production,111211,Potato Farming,T
405,111,Crop Production,11113,Dry Pea and Bean Farming,T
406,221,Utilities,221122,Electric Power Distribution,T
407,315,Apparel Manufacturing,315111,Sheer Hosiery Mills,T
408,511,Publishing Industries,51111,Newspaper Publishers,T
409,52,Finance and Insurance,52211,Commercial Banking,T
410,52,Finance and Insurance,5221,Depository Credit,T
411,212,Mining (except Oil and Gas),2122,Metal Ore Mining,T
412,315,Apparel Manufacturing,315111,Sheer Hosiery Mills,T
413,111,Crop Production,11111,Soybean Farming,T
414,511,Publishing Industries,51111,Newspaper Publishers,T
415,111,Crop Production,111411,Mushroom Production,T
416,114,Fishing Hunting and Trapping,1141,Fishing,T
417,212,Mining (except Oil and Gas),212112,Bituminous Coal Underground,T
418,315,Apparel Manufacturing,315119,Other Hosiery and Sock Mills,T
419,52,Finance and Insurance,52211,Commercial Banking,T
420,212,Mining (except Oil and Gas),212113,Anthracite Mining,T
421,221,Utilities,22121,Natural Gas Distribution,T
422,212,Mining (except Oil and Gas),21222,Gold Ore and Silver Ore Mining,T
423,111,Crop Production,11114,Wheat Farming,T
424,111,Crop Production,11141,Food Crops Grown Under Cover,T
425,114,Fishing Hunting and Trapping,114119,Other Marine Fishing,T
426,212,Mining (except Oil and Gas),2122,Metal Ore Mining,T
427,212,Mining (except Oil and Gas),2121,Coal Mining,T
428,221,Utilities,221122,Electric Power Distribution,T
429,315,Apparel Manufacturing,315111,Sheer Hosiery Mills,T
430,52,Finance and Insurance,522,Credit Intermediation and,T
431,114,Fishing Hunting and Trapping,114112,Shellfish Fishing,T
432,52,Finance and Insurance,522,Credit Intermediation and,T
433,312,Beverage and Tobacco Product,31211,Soft Drink and Ice,T
434,315,Apparel Manufacturing,315119,Other Hosiery and Sock Mills,T
435,111,Crop Production,1111,Oilseed and Grain Farming,T
436,114,Fishing Hunting and Trapping,114112,Shellfish Fishing,T
437,52,Finance and Insurance,522,Credit Intermediation and,T
438,111,Crop Production,111211,Potato Farming,T
439,312,Beverage and Tobacco Product,312111,Soft Drink Manufacturing,T
440,111,Crop Production,11112,Oilseed (except Soybean),T
441,111,Crop Production,11121,Vegetable and Melon Farming,T
442,111,Crop Production,111419,Other Food Crops Grown Under,T
443,221,Utilities,22121,Natural Gas Distribution,T
444,111,Crop Production,11112,Oilseed (except Soybean),T
445,511,Publishing Industries,51112,Periodical Publishers,T
446,221,Utilities,2211,Electric Power Generation,T
447,212,Mining (except Oil and Gas),212113,Anthracite Mining,T
448,312,Beverage and Tobacco Product,312111,Soft Drink Manufacturing,T
449,312,Beverage and Tobacco Product,312111,Soft Drink Manufacturing,T
450,315,Apparel Manufacturing,31511,Hosiery and Sock Mills,T
451,212,Mining (except Oil and Gas),2121,Coal Mining,T
452,511,Publishing Industries,51112,Periodical Publishers,T
453,111,Crop Production,11141,Food Crops Grown Under Cover,T
454,111,Crop Production,111419,Other Food Crops Grown Under,T
455,221,Utilities,2211,Electric Power Generation,T
456,511,Publishing Industries,51111,Newspaper Publishers,T
457,212,Mining (except Oil and Gas),212222,Silver Ore Mining,T
458,312,Beverage and Tobacco Product,312111,Soft Drink Manufacturing,T
459,52,Finance and Insurance,521,Monetary Authorities - Central,T
460,114,Fishing Hunting and Trapping,114112,Shellfish Fishing,T
461,111,Crop Production,11141,Food Crops Grown Under Cover,T
462,111,Crop Production,1112,Vegetable and Melon Farming,T
463,212,Mining (except Oil and Gas),21223,Copper Nickel Lead and Zinc,T
464,312,Beverage and Tobacco Product,31211,Soft Drink and Ice,T
465,221,Utilities,221111,Hydroelectric Power Generation,T
466,511,Publishing Industries,5111,Newspaper Periodical Book,T
467,315,Apparel Manufacturing,315119,Other Hosiery and Sock Mills,T
468,114,Fishing Hunting and Trapping,1141,Fishing,T
