4915,637,trvchk                             
4916,1580,credit                             
4917,979,credit                             
4918,1551,credit                             
4919,2024,credit                             
4920,600,MC                                 
4921,2129,MC                                 
4922,548,credit                             
4923,157,trvchk                             
4924,1522,trvchk                             
4925,211,debit                              
4926,982,debit                              
4927,92,cash                               
4928,1929,trvchk                             
4929,383,MC                                 
4930,1974,MO                                 
4931,2061,cash                               
4932,1855,MO                                 
4845,1553,debit                              
4758,87,MC                                 
4759,1786,MC                                 
4760,1432,credit                             
4761,1532,cash                               
4762,1238,credit                             
4763,108,trvchk                             
4764,1838,debit                              
4765,1937,MC                                 
4766,1842,credit                             
4767,1438,trvchk                             
4768,1535,cash                               
4769,823,check                              
4770,1191,trvchk                             
4771,2151,cash                               
4772,211,MC                                 
4773,1804,MC                                 
4774,1651,debit                              
4775,1288,MC                                 
4776,1534,MC                                 
4777,1134,MO                                 
4778,407,credit                             
4779,577,check                              
4780,1192,MO                                 
4781,476,check                              
4782,98,debit                              
4783,1452,cash                               
4784,410,debit                              
4785,1310,check                              
4786,1109,credit                             
4787,1235,debit                              
4788,1116,MC                                 
4789,714,MO                                 
4790,1796,trvchk                             
4791,1660,cash                               
4792,279,check                              
4793,1660,cash                               
4794,93,credit                             
4795,1225,cash                               
4796,965,debit                              
4797,577,credit                             
4798,864,MC                                 
4799,2071,MC                                 
4800,645,cash                               
4801,388,check                              
4802,516,credit                             
4803,686,check                              
4804,611,check                              
4805,814,cash                               
4806,1478,cash                               
4807,1910,MC                                 
4808,1407,cash                               
4809,997,trvchk                             
4810,1750,cash                               
4811,1420,trvchk                             
4812,1831,debit                              
4813,1308,MO                                 
4814,1157,MC                                 
4815,283,credit                             
4816,1493,credit                             
4817,2144,MC                                 
4818,213,debit                              
4819,1141,MC                                 
4820,362,credit                             
4821,1893,MC                                 
4822,352,MC                                 
4823,1389,cash                               
4824,1874,trvchk                             
4825,661,trvchk                             
4826,1145,check                              
4827,872,check                              
4828,2066,debit                              
4829,985,MO                                 
4830,1078,cash                               
4831,2185,MO                                 
4832,2001,trvchk                             
4833,1142,debit                              
4834,1894,MO                                 
4835,1384,MO                                 
4836,1832,credit                             
4837,792,debit                              
4838,1156,credit                             
4839,1982,check                              
4840,626,trvchk                             
4841,1418,check                              
4842,1511,trvchk                             
4843,1826,MO                                 
4844,1933,credit                             
4757,1352,trvchk                             
4670,86,trvchk                             
4671,135,MO                                 
4672,220,cash                               
4673,1868,trvchk                             
4674,1231,check                              
4675,1038,MC                                 
4676,1553,debit                              
4677,721,MO                                 
4678,2037,trvchk                             
4679,1475,credit                             
4680,1907,MO                                 
4681,1338,debit                              
4682,526,MC                                 
4683,506,trvchk                             
4684,1886,credit                             
4685,1582,MO                                 
4686,112,cash                               
4687,1758,MO                                 
4688,2085,check                              
4689,710,debit                              
4690,1884,debit                              
4691,842,cash                               
4692,443,trvchk                             
4693,1726,MC                                 
4694,450,trvchk                             
4695,454,check                              
4696,1929,cash                               
4697,1953,check                              
4698,886,debit                              
4699,534,credit                             
4700,1099,MO                                 
4701,322,check                              
4702,1980,cash                               
4703,757,trvchk                             
4704,1096,MC                                 
4705,1645,MC                                 
4706,568,check                              
4707,11,debit                              
4708,1140,MC                                 
4709,332,credit                             
4710,1635,MC                                 
4711,1631,MO                                 
4712,735,cash                               
4713,564,MC                                 
4714,1281,MC                                 
4715,270,MO                                 
4716,855,check                              
4717,557,credit                             
4718,1747,trvchk                             
4719,832,trvchk                             
4720,2123,trvchk                             
4721,126,debit                              
4722,1512,cash                               
4723,1509,cash                               
4724,2162,trvchk                             
4725,849,check                              
4726,2098,cash                               
4727,109,check                              
4728,902,trvchk                             
4729,1017,trvchk                             
4730,902,MC                                 
4731,1754,credit                             
4732,665,cash                               
4733,738,cash                               
4734,746,MC                                 
4735,1644,cash                               
4736,1061,MO                                 
4737,1817,debit                              
4738,1064,cash                               
4739,2068,debit                              
4740,1819,credit                             
4741,255,debit                              
4742,1423,MC                                 
4743,103,debit                              
4744,413,cash                               
4745,2021,cash                               
4746,2025,credit                             
4747,792,cash                               
4748,2024,trvchk                             
4749,755,credit                             
4750,1201,trvchk                             
4751,1000,MO                                 
4752,179,credit                             
4753,665,debit                              
4754,850,debit                              
4755,951,MC                                 
4756,407,debit                              
4669,747,MO                                 
4582,753,MC                                 
4583,636,credit                             
4584,1277,check                              
4585,345,debit                              
4586,878,debit                              
4587,2069,cash                               
4588,2084,debit                              
4589,1592,MC                                 
4590,2074,trvchk                             
4591,552,debit                              
4592,20,cash                               
4593,706,trvchk                             
4594,1200,trvchk                             
4595,399,check                              
4596,1640,trvchk                             
4597,1686,MO                                 
4598,1721,MO                                 
4599,335,debit                              
4600,1828,cash                               
4601,45,debit                              
4602,2158,MC                                 
4603,1192,credit                             
4604,1428,cash                               
4605,1050,cash                               
4606,1247,credit                             
4607,1825,cash                               
4608,2128,trvchk                             
4609,2082,MC                                 
4610,93,cash                               
4611,782,credit                             
4612,533,trvchk                             
4613,466,trvchk                             
4614,1300,MO                                 
4615,1538,MC                                 
4616,1129,check                              
4617,488,cash                               
4618,714,debit                              
4619,1555,credit                             
4620,2136,check                              
4621,2044,debit                              
4622,255,credit                             
4623,260,trvchk                             
4624,258,trvchk                             
4625,1629,MC                                 
4626,199,debit                              
4627,1807,MO                                 
4628,1187,check                              
4629,1267,MO                                 
4630,1610,debit                              
4631,1676,MC                                 
4632,795,check                              
4633,1274,credit                             
4634,1356,MO                                 
4635,951,check                              
4636,568,cash                               
4637,971,check                              
4638,1661,cash                               
4639,38,debit                              
4640,306,debit                              
4641,762,trvchk                             
4642,1294,MC                                 
4643,340,debit                              
4644,955,debit                              
4645,1204,cash                               
4646,1279,check                              
4647,717,cash                               
4648,45,trvchk                             
4649,1248,check                              
4650,1015,debit                              
4651,1898,cash                               
4652,1644,debit                              
4653,50,trvchk                             
4654,156,credit                             
4655,1297,MO                                 
4656,1387,credit                             
4657,142,credit                             
4658,1850,MO                                 
4659,169,credit                             
4660,1366,debit                              
4661,1024,debit                              
4662,2015,cash                               
4663,1164,credit                             
4664,82,cash                               
4665,695,credit                             
4666,1898,MO                                 
4667,682,credit                             
4668,1310,cash                               
4581,481,debit                              
4494,532,MO                                 
4495,1050,MO                                 
4496,1437,trvchk                             
4497,1293,MO                                 
4498,319,trvchk                             
4499,2163,MO                                 
4500,1106,MO                                 
4501,1825,cash                               
4502,435,MC                                 
4503,408,MC                                 
4504,898,cash                               
4505,589,check                              
4506,1062,credit                             
4507,1345,debit                              
4508,817,MC                                 
4509,2069,debit                              
4510,340,MC                                 
4511,271,MO                                 
4512,554,debit                              
4513,51,trvchk                             
4514,900,debit                              
4515,1420,cash                               
4516,119,debit                              
4517,802,cash                               
4518,229,debit                              
4519,1283,debit                              
4520,1864,check                              
4521,1587,trvchk                             
4522,2136,check                              
4523,1777,cash                               
4524,703,MO                                 
4525,1243,check                              
4526,1095,debit                              
4527,686,MO                                 
4528,2026,debit                              
4529,1167,trvchk                             
4530,827,trvchk                             
4531,1001,debit                              
4532,1509,MO                                 
4533,1088,MO                                 
4534,1386,check                              
4535,1906,trvchk                             
4536,1378,credit                             
4537,606,debit                              
4538,757,credit                             
4539,2087,MO                                 
4540,1736,trvchk                             
4541,2091,trvchk                             
4542,17,cash                               
4543,36,MC                                 
4544,2025,credit                             
4545,1807,cash                               
4546,1107,MC                                 
4547,102,MO                                 
4548,1669,credit                             
4549,2127,trvchk                             
4550,1576,cash                               
4551,190,credit                             
4552,2085,debit                              
4553,1012,MC                                 
4554,1664,check                              
4555,549,trvchk                             
4556,1302,check                              
4557,393,credit                             
4558,1798,MC                                 
4559,789,cash                               
4560,899,cash                               
4561,579,MO                                 
4562,1447,check                              
4563,455,debit                              
4564,1169,credit                             
4565,421,trvchk                             
4566,1548,trvchk                             
4567,964,debit                              
4568,2038,debit                              
4569,1036,cash                               
4570,1723,MO                                 
4571,159,MC                                 
4572,965,MC                                 
4573,2135,credit                             
4574,1058,cash                               
4575,1372,MO                                 
4576,982,credit                             
4577,1909,MC                                 
4578,252,trvchk                             
4579,1940,cash                               
4580,375,cash                               
4493,1459,debit                              
4406,1278,credit                             
4407,873,MO                                 
4408,1154,check                              
4409,568,MC                                 
4410,231,credit                             
4411,236,credit                             
4412,1421,credit                             
4413,1596,cash                               
4414,2029,cash                               
4415,953,cash                               
4416,854,debit                              
4417,1577,MC                                 
4418,1513,credit                             
4419,1441,debit                              
4420,135,debit                              
4421,2020,MC                                 
4422,1465,cash                               
4423,1616,credit                             
4424,1120,check                              
4425,1390,credit                             
4426,2151,trvchk                             
4427,725,cash                               
4428,1450,MC                                 
4429,1303,MC                                 
4430,1009,trvchk                             
4431,940,MC                                 
4432,1497,cash                               
4433,928,credit                             
4434,274,MC                                 
4435,1349,MC                                 
4436,1719,MO                                 
4437,1540,cash                               
4438,633,debit                              
4439,2096,cash                               
4440,1381,check                              
4441,1474,check                              
4442,641,credit                             
4443,1117,debit                              
4444,844,trvchk                             
4445,1218,cash                               
4446,1873,check                              
4447,1016,check                              
4448,837,cash                               
4449,1113,cash                               
4450,123,MO                                 
4451,1966,debit                              
4452,906,check                              
4453,418,check                              
4454,2070,check                              
4455,365,check                              
4456,1428,MC                                 
4457,2131,trvchk                             
4458,1673,MO                                 
4459,2015,check                              
4460,413,debit                              
4461,1643,MO                                 
4462,1775,MC                                 
4463,1596,cash                               
4464,455,check                              
4465,875,debit                              
4466,2000,debit                              
4467,776,cash                               
4468,1694,cash                               
4469,1866,MO                                 
4470,1181,check                              
4471,1389,trvchk                             
4472,549,check                              
4473,1728,MC                                 
4474,1153,trvchk                             
4475,2168,trvchk                             
4476,764,check                              
4477,2125,MC                                 
4478,952,check                              
4479,1241,cash                               
4480,1726,MO                                 
4481,395,MC                                 
4482,1158,credit                             
4483,2183,MC                                 
4484,1296,cash                               
4485,1766,credit                             
4486,843,credit                             
4487,1711,credit                             
4488,16,trvchk                             
4489,69,credit                             
4490,260,trvchk                             
4491,671,trvchk                             
4492,103,cash                               
4405,82,cash                               
4318,1411,credit                             
4319,1060,credit                             
4320,2032,MO                                 
4321,627,cash                               
4322,1551,trvchk                             
4323,1457,credit                             
4324,1912,cash                               
4325,1512,credit                             
4326,381,trvchk                             
4327,2189,debit                              
4328,366,credit                             
4329,716,cash                               
4330,652,MO                                 
4331,1478,cash                               
4332,1597,trvchk                             
4333,2081,MC                                 
4334,28,cash                               
4335,950,trvchk                             
4336,414,credit                             
4337,2005,check                              
4338,898,credit                             
4339,1818,check                              
4340,1504,check                              
4341,566,debit                              
4342,1848,credit                             
4343,256,credit                             
4344,626,trvchk                             
4345,861,MC                                 
4346,1449,credit                             
4347,1668,credit                             
4348,43,MO                                 
4349,950,debit                              
4350,1229,debit                              
4351,1262,credit                             
4352,1224,trvchk                             
4353,319,debit                              
4354,1247,check                              
4355,1063,MO                                 
4356,1096,cash                               
4357,1141,MO                                 
4358,1421,credit                             
4359,1992,trvchk                             
4360,636,MO                                 
4361,2134,MC                                 
4362,2030,debit                              
4363,1702,credit                             
4364,1678,MC                                 
4365,370,debit                              
4366,1210,trvchk                             
4367,356,check                              
4368,702,MC                                 
4369,1026,trvchk                             
4370,386,debit                              
4371,1198,MO                                 
4372,1534,credit                             
4373,13,debit                              
4374,123,debit                              
4375,1543,MC                                 
4376,918,cash                               
4377,848,trvchk                             
4378,1726,debit                              
4379,469,credit                             
4380,1764,debit                              
4381,27,debit                              
4382,1442,MC                                 
4383,1314,trvchk                             
4384,1455,debit                              
4385,61,MO                                 
4386,1379,credit                             
4387,186,MO                                 
4388,1264,credit                             
4389,1968,debit                              
4390,2063,trvchk                             
4391,2162,credit                             
4392,1785,credit                             
4393,1327,trvchk                             
4394,756,debit                              
4395,1584,check                              
4396,1933,MO                                 
4397,1043,MO                                 
4398,2092,check                              
4399,987,cash                               
4400,1504,MC                                 
4401,1371,MC                                 
4402,1601,MO                                 
4403,717,MC                                 
4404,722,MO                                 
4317,1133,check                              
4230,20,trvchk                             
4231,1560,MO                                 
4232,2168,credit                             
4233,1478,MO                                 
4234,821,check                              
4235,1635,MO                                 
4236,1655,trvchk                             
4237,148,debit                              
4238,1468,MC                                 
4239,1739,MO                                 
4240,1614,debit                              
4241,8,MO                                 
4242,1772,cash                               
4243,281,cash                               
4244,1648,trvchk                             
4245,1584,MO                                 
4246,2046,debit                              
4247,2067,cash                               
4248,34,MC                                 
4249,1228,MC                                 
4250,334,cash                               
4251,1885,credit                             
4252,393,cash                               
4253,597,MC                                 
4254,1952,credit                             
4255,153,trvchk                             
4256,2189,trvchk                             
4257,2161,credit                             
4258,1908,credit                             
4259,198,MC                                 
4260,1377,MO                                 
4261,1689,MO                                 
4262,1577,check                              
4263,342,check                              
4264,1179,cash                               
4265,1839,cash                               
4266,437,check                              
4267,498,MC                                 
4268,126,debit                              
4269,818,credit                             
4270,135,debit                              
4271,1380,credit                             
4272,1191,MC                                 
4273,2125,credit                             
4274,1158,check                              
4275,687,debit                              
4276,375,trvchk                             
4277,1569,debit                              
4278,870,cash                               
4279,1627,credit                             
4280,779,MO                                 
4281,1954,debit                              
4282,1691,credit                             
4283,882,check                              
4284,1734,MC                                 
4285,631,debit                              
4286,914,MC                                 
4287,2065,debit                              
4288,268,cash                               
4289,355,debit                              
4290,1627,credit                             
4291,2041,cash                               
4292,514,MO                                 
4293,1768,MC                                 
4294,882,debit                              
4295,547,credit                             
4296,381,credit                             
4297,1650,MO                                 
4298,1164,credit                             
4299,213,check                              
4300,1507,check                              
4301,1298,debit                              
4302,1306,trvchk                             
4303,1387,check                              
4304,866,debit                              
4305,937,MC                                 
4306,1925,MO                                 
4307,511,cash                               
4308,1270,cash                               
4309,2071,MC                                 
4310,1268,cash                               
4311,836,debit                              
4312,1326,MC                                 
4313,252,credit                             
4314,1202,debit                              
4315,394,cash                               
4316,2104,credit                             
4229,2153,cash                               
4142,977,check                              
4143,1042,MO                                 
4144,264,MO                                 
4145,414,check                              
4146,869,MO                                 
4147,89,debit                              
4148,1838,credit                             
4149,344,check                              
4150,1531,check                              
4151,1153,debit                              
4152,1623,credit                             
4153,1748,cash                               
4154,2122,debit                              
4155,1011,trvchk                             
4156,1854,MC                                 
4157,567,trvchk                             
4158,236,trvchk                             
4159,356,trvchk                             
4160,1638,debit                              
4161,1702,cash                               
4162,627,cash                               
4163,1080,cash                               
4164,1985,MO                                 
4165,549,trvchk                             
4166,1198,MO                                 
4167,546,debit                              
4168,1237,MO                                 
4169,969,credit                             
4170,74,credit                             
4171,384,cash                               
4172,651,credit                             
4173,1748,cash                               
4174,1868,debit                              
4175,1309,cash                               
4176,376,cash                               
4177,1974,trvchk                             
4178,1194,debit                              
4179,1502,MO                                 
4180,1193,cash                               
4181,1189,trvchk                             
4182,437,debit                              
4183,747,trvchk                             
4184,1052,MC                                 
4185,932,credit                             
4186,392,cash                               
4187,1552,credit                             
4188,1733,cash                               
4189,1057,MO                                 
4190,1043,credit                             
4191,682,check                              
4192,1551,trvchk                             
4193,1820,MC                                 
4194,1523,trvchk                             
4195,1785,credit                             
4196,378,cash                               
4197,750,credit                             
4198,1439,cash                               
4199,902,debit                              
4200,1655,MC                                 
4201,1854,check                              
4202,1377,debit                              
4203,1829,credit                             
4204,430,trvchk                             
4205,2083,trvchk                             
4206,395,debit                              
4207,2176,check                              
4208,1267,debit                              
4209,1081,debit                              
4210,1457,check                              
4211,511,MO                                 
4212,247,check                              
4213,1347,MO                                 
4214,707,debit                              
4215,499,cash                               
4216,1237,MO                                 
4217,1005,MC                                 
4218,31,trvchk                             
4219,1063,check                              
4220,637,cash                               
4221,1086,debit                              
4222,1257,debit                              
4223,1066,MC                                 
4224,1993,cash                               
4225,1033,MO                                 
4226,1729,debit                              
4227,985,MC                                 
4228,1302,MC                                 
4141,1938,cash                               
4054,1704,MC                                 
4055,1005,cash                               
4056,1929,trvchk                             
4057,500,MO                                 
4058,1773,trvchk                             
4059,1577,trvchk                             
4060,1100,trvchk                             
4061,170,credit                             
4062,2138,trvchk                             
4063,1251,MO                                 
4064,766,debit                              
4065,1679,cash                               
4066,1409,MC                                 
4067,2127,credit                             
4068,2059,cash                               
4069,1692,trvchk                             
4070,40,credit                             
4071,66,MC                                 
4072,87,trvchk                             
4073,339,credit                             
4074,834,debit                              
4075,54,MO                                 
4076,474,check                              
4077,828,MO                                 
4078,2054,MO                                 
4079,68,trvchk                             
4080,2191,debit                              
4081,1665,check                              
4082,662,trvchk                             
4083,416,cash                               
4084,1485,credit                             
4085,1197,credit                             
4086,1321,debit                              
4087,1295,MC                                 
4088,1561,MO                                 
4089,1340,cash                               
4090,462,cash                               
4091,1722,MC                                 
4092,1721,check                              
4093,1712,MC                                 
4094,214,credit                             
4095,2024,MC                                 
4096,1019,MC                                 
4097,1713,MC                                 
4098,1782,MO                                 
4099,1126,trvchk                             
4100,1091,MC                                 
4101,1787,cash                               
4102,203,debit                              
4103,1784,MO                                 
4104,1596,MO                                 
4105,1662,MO                                 
4106,192,cash                               
4107,1838,check                              
4108,1405,trvchk                             
4109,2161,cash                               
4110,484,MO                                 
4111,2186,MC                                 
4112,1159,check                              
4113,1799,check                              
4114,1461,debit                              
4115,782,check                              
4116,627,check                              
4117,1333,MC                                 
4118,997,credit                             
4119,1158,MC                                 
4120,1809,credit                             
4121,907,credit                             
4122,449,trvchk                             
4123,387,cash                               
4124,267,cash                               
4125,766,MC                                 
4126,1048,MC                                 
4127,351,credit                             
4128,1933,trvchk                             
4129,1146,check                              
4130,1665,credit                             
4131,636,check                              
4132,1827,check                              
4133,1333,check                              
4134,139,cash                               
4135,1575,MC                                 
4136,1416,cash                               
4137,110,credit                             
4138,357,debit                              
4139,2081,MO                                 
4140,1037,cash                               
4053,267,trvchk                             
3966,1662,check                              
3967,1120,cash                               
3968,1864,trvchk                             
3969,1539,MO                                 
3970,584,MO                                 
3971,666,MO                                 
3972,1834,MO                                 
3973,1414,MO                                 
3974,1146,check                              
3975,1843,check                              
3976,292,MC                                 
3977,1865,debit                              
3978,1515,MO                                 
3979,1490,trvchk                             
3980,105,MO                                 
3981,1205,credit                             
3982,1820,cash                               
3983,874,credit                             
3984,708,debit                              
