70,,,2127,BOSTON,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
71,,,2128,EAST BOSTON,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
72,,,2129,CHARLESTOWN,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
73,,,2130,JAMAICA PLAIN,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
74,,,2132,WEST ROXBURY,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
75,,,2134,ALLSTON,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
76,,,2135,BRIGHTON,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
77,,,2136,HYDE PARK,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
78,,,2138,CAMBRIDGE,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
79,,,2139,CAMBRIDGE,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
80,,,2140,CAMBRIDGE,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
81,,,2142,CAMBRIDGE,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
82,,,2143,SOMERVILLE,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
83,,,2144,SOMERVILLE,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
84,,,2149,EVERETT,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
85,,,2151,REVERE,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
86,,,2152,WINTHROP,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
87,,,2155,MEDFORD,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
88,,,2170,QUINCY,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
89,,,2180,STONEHAM,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
90,,,2188,WEYMOUTH,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
91,,,2215,BOSTON,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
92,,,2301,BROCKTON,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
93,,,2324,BRIDGEWATER,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
94,,,2341,HANSON,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
95,,,2346,MIDDLEBORO,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
96,,,2360,PLYMOUTH,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
97,,,2368,RANDOLPH,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
98,,,2421,LEXINGTON,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
99,,,2445,BROOKLINE,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
100,,,2446,BROOKLINE,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
101,,,2451,WALTHAM,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
102,,,2453,WALTHAM,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
103,,,2459,NEWTON,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
104,,,2461,NEWTON,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
105,,,2467,CHESTNUT HILL,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
106,,,2472,WATERTOWN,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
107,,,2474,ARLINGTON,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
108,,,2476,ARLINGTON,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
109,,,2478,BELMONT,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
110,,,2532,BOURNE,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
111,,,2559,POCASSET,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
112,,,2571,WAREHAM,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
113,,,2650,NORTH CHATHAM,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
114,,,2720,FALL RIVER,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
115,,,2740,NEW BEDFORD,,,,,,,,,,,,,,MA,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
116,,,2840,NEWPORT,,,,,,,,,,,,,,RI,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
117,,,2860,PAWTUCKET,,,,,,,,,,,,,,RI,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
118,,,2903,PROVIDENCE,,,,,,,,,,,,,,RI,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
119,,,2906,PROVIDENCE,,,,,,,,,,,,,,RI,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
120,,,2915,RIVERSIDE,,,,,,,,,,,,,,RI,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
121,,,2917,SMITHFIELD,,,,,,,,,,,,,,RI,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
122,,,3031,AMHERST,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
123,,,3045,GOFFSTOWN,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
124,,,3060,NASHUA,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
125,,,3064,NASHUA,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
126,,,3106,HOOKSETT,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
127,,,3234,EPSOM,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
128,,,3253,MEREDITH,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
129,,,3275,PEMBROKE,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
130,,,3304,BOW,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
131,,,3458,PETERBOROUGH,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
132,,,3743,CLAREMONT,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
133,,,3801,PORTSMOUTH,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
134,,,3820,DOVER,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
135,,,3824,DURHAM,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
136,,,3857,NEWMARKET,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
137,,,3870,RYE,,,,,,,,,,,,,,NH,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
138,,,3904,KITTERY,,,,,,,,,,,,,,ME,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
139,,,4038,GORHAM,,,,,,,,,,,,,,ME,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
140,,,4043,KENNEBUNK,,,,,,,,,,,,,,ME,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
141,,,4074,SCARBOROUGH,,,,,,,,,,,,,,ME,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
142,,,4096,YARMOUTH,,,,,,,,,,,,,,ME,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
143,,,4103,PORTLAND,,,,,,,,,,,,,,ME,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
144,,,4105,FALMOUTH,,,,,,,,,,,,,,ME,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
145,,,4110,CUMBERLAND FORESIDE,,,,,,,,,,,,,,ME,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
146,,,4901,WATERVILLE,,,,,,,,,,,,,,ME,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
147,,,5401,BURLINGTON,,,,,,,,,,,,,,VT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
148,,,5461,HINESBURG,,,,,,,,,,,,,,VT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
149,,,5677,WATERBURY CTR,,,,,,,,,,,,,,VT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
150,,,6010,BRISTOL,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
151,,,6033,GLASTONBURY,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
152,,,6035,GRANBY,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
153,,,6040,MANCHESTER,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
154,,,6070,SIMSBURY,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
155,,,6074,SOUTH WINDSOR,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
156,,,6076,STAFFORD SPGS,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
157,,,6109,WETHERSFIELD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
158,,,6111,NEWINGTON,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
159,,,6114,HARTFORD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
160,,,6117,W HARTFORD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
161,,,6118,EAST HARTFORD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
162,,,6320,NEW LONDON,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
163,,,6357,NIANTIC,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
164,,,6385,WATERFORD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
165,,,6403,BEACON FALLS,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
166,,,6410,CHESHIRE,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
167,,,6424,EAST HAMPTON,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
168,,,6426,ESSEX,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
169,,,6430,FAIRFIELD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
170,,,6432,FAIRFIELD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
171,,,6447,MARLBOROUGH,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
172,,,6451,MERIDEN,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
173,,,6457,MIDDLETOWN,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
174,,,6475,OLD SAYBROOK,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
175,,,6477,ORANGE,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
176,,,6482,SANDY HOOK,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
177,,,6511,NEW HAVEN,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
178,,,6514,HAMDEN,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
179,,,6515,NEW HAVEN,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
180,,,6516,WEST HAVEN,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
181,,,6525,WOODBRIDGE,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
182,,,6605,BRIDGEPORT,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
183,,,6606,BRIDGEPORT,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
184,,,6607,BRIDGEPORT,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
185,,,6611,TRUMBULL,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
186,,,6615,STRATFORD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
187,,,6762,MIDDLEBURY,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
188,,,6770,NAUGATUCK,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
189,,,6776,NEW MILFORD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
190,,,6798,WOODBURY,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
191,,,6804,BROOKFIELD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
192,,,6810,DANBURY,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
193,,,6830,GREENWICH,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
194,,,6831,GREENWICH,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
195,,,6851,NORWALK,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
196,,,6854,NORWALK,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
197,,,6855,NORWALK,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
198,,,6877,RIDGEFIELD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
199,,,6880,WESTPORT,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
200,,,6896,REDDING,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
201,,,6902,STAMFORD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
202,,,6903,STAMFORD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
203,,,6905,STAMFORD,,,,,,,,,,,,,,CT,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
204,,,7002,BAYONNE,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
205,,,7003,BLOOMFIELD,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
206,,,7006,CALDWELL,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
207,,,7008,CARTERET,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
208,,,7013,CLIFTON,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
209,,,7016,CRANFORD,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
210,,,7022,FAIRVIEW,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
211,,,7024,FORT LEE,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
212,,,7030,HOBOKEN,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
213,,,7032,KEARNY,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
214,,,7035,LINCOLN PARK,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
215,,,7039,LIVINGSTON,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
216,,,7045,MONTVILLE,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
217,,,7047,NORTH BERGEN,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
218,,,7054,PARSIPPANY,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
219,,,7060,PLAINFIELD,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
220,,,7066,CLARK,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
221,,,7076,SCOTCH PLAINS,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
222,,,7087,UNION CITY,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
223,,,7090,WESTFIELD,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
224,,,7094,SECAUCUS,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
225,,,7102,NEWARK,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
226,,,7104,NEWARK,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
227,,,7107,NEWARK,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
228,,,7109,BELLEVILLE,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
229,,,7110,NUTLEY,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
230,,,7111,IRVINGTON,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
231,,,7203,ROSELLE,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
232,,,7302,JERSEY CITY,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
233,,,7304,JERSEY CITY,,,,,,,,,,,,,,NJ,,,,NORTHEAST,USA,NA ,USA,,,,,,,T
