4977,143,,1317,1736,1675,Y,12345,17458.5,73.3,km,G1                                 ,mgr-3,Y
4951,171,,1443,1850,2032,Y,12345,1535.29,70.9,qC,G4                                 ,mgr-1,Y
4925,256,,1148,2185,2186,N,12345,17533.78,4.31,n ,G4                                 ,analyst,N
4926,408,,1185,2136,1754,N,12345,7247.45,2.87,vi,G3                                 ,designer,Y
4927,425,,1612,1971,1994,N,12345,6019.01,57.3,lc,G1                                 ,designer,N
4928,185,1753,1545,2020,1969,Y,12345,12878.51,22.3,Hs,G3                                 ,analyst,Y
4929,474,,1254,1944,2190,N,12345,11366.49,82.6,i ,G2                                 ,engineer,N
4930,315,1992,1507,1938,2002,N,12345,2570.97,54,y ,G5                                 ,engineer,Y
4931,232,1847,1241,1716,1848,Y,12345,14318.63,93.4,pl,G1                                 ,architect,N
4932,478,,1440,2000,1927,Y,12345,10442.72,96.7,cW,G1                                 ,mgr-3,N
4933,497,,1129,1980,2113,N,12345,7780.71,7.5,Hm,G3                                 ,supervisor,N
4934,404,1960,1639,2092,2065,Y,12345,15255.8,41.7,d ,G5                                 ,supervisor,Y
4935,494,,1324,1709,1671,Y,12345,3635.04,67.7,xS,G3                                 ,mgr-3,N
4936,278,,1296,2158,2125,Y,12345,1098.77,46.5,O ,G4                                 ,mgr-2,Y
4937,421,,1392,2091,1994,Y,12345,15349.86,18.7,V ,G5                                 ,analyst,N
4938,9,1867,1570,1958,1984,N,12345,3666.26,66.8,j ,G1                                 ,mgr-2,Y
4939,73,1662,1357,1856,2148,N,12345,2681.6,46.7,uu,G2                                 ,analyst,N
4940,111,,1390,2073,1646,Y,12345,4318.4,66,q ,G2                                 ,designer,Y
4941,157,,1346,1645,2031,N,12345,9451.62,80.1,m ,G2                                 ,mgr-2,N
4942,258,1847,1195,2016,1715,N,12345,4590.87,33.7,OS,G4                                 ,designer,Y
4943,218,,1463,1916,1992,Y,12345,6014.96,84.5,nk,G3                                 ,designer,Y
4944,239,,1634,1788,2026,N,12345,13314.71,57.2,xU,G2                                 ,analyst,N
4945,201,,1614,1807,1744,Y,12345,18090.84,9.5,OV,G2                                 ,analyst,N
4946,193,,1602,1652,1938,Y,12345,1895.39,33.7,I ,G4                                 ,mgr-1,N
4947,366,1906,1169,1987,1825,N,12345,19341.84,15.2,DO,G3                                 ,mgr-3,Y
4948,491,1948,1216,1858,2001,N,12345,11501.59,52.3,k ,G1                                 ,inspector,Y
4949,405,,1555,1924,2103,Y,12345,16845.83,44.8,L ,G3                                 ,supervisor,Y
4950,221,,1529,1802,1956,N,12345,16922.33,88.9,Zc,G3                                 ,architect,Y
4924,340,,1599,1885,1942,Y,12345,244.46,0.12,L ,G3                                 ,inspector,Y
4898,484,,1297,1688,1811,Y,12345,10591.3,29.5,c ,G4                                 ,designer,N
4899,314,2157,1644,1645,1875,N,12345,583.78,79.2,k ,G2                                 ,engineer,Y
4900,497,2078,1435,1973,1968,N,12345,18083.77,67.3,hA,G5                                 ,engineer,N
4901,191,,1479,1761,2188,N,12345,16689.53,94.7,A ,G2                                 ,designer,Y
4902,265,,1226,1992,2159,N,12345,1602.93,60.2,pd,G5                                 ,supervisor,N
4903,230,,1258,1773,1677,N,12345,13806.21,70.9,iw,G4                                 ,architect,Y
4904,258,,1338,2021,1761,Y,12345,9964.01,84.7,kE,G1                                 ,mgr-2,N
4905,484,,1266,1823,2031,N,12345,4683.75,23,c ,G2                                 ,supervisor,N
4906,105,,1213,2098,2124,Y,12345,1817.07,51.7,iB,G1                                 ,designer,Y
4907,453,2121,1465,1651,1983,N,12345,8501.14,57.5,j ,G2                                 ,engineer,Y
4908,546,,1124,1965,1772,N,12345,17341.11,67.8,p ,G1                                 ,analyst,N
4909,523,,1106,1966,1667,Y,12345,4144.26,78.8,d ,G3                                 ,inspector,N
4910,397,,1573,1890,2033,N,12345,13669.76,95.1,WI,G5                                 ,mgr-1,Y
4911,336,,1220,2157,1959,Y,12345,7914.9,46.2,A ,G4                                 ,inspector,N
4912,276,,1428,1841,2139,N,12345,15521.54,98.3,jT,G4                                 ,engineer,N
4913,502,,1237,1721,1725,Y,12345,10566.07,92,V ,G2                                 ,mgr-2,N
4914,306,1901,1210,1740,1911,N,12345,8315.58,21.1,q ,G5                                 ,mgr-2,N
4915,536,1692,1391,1945,1886,Y,12345,4156.67,43.5,K ,G5                                 ,mgr-1,Y
4916,513,,1134,1690,2056,N,12345,17455.44,98.7,S ,G1                                 ,inspector,N
4917,253,,1621,1977,2095,N,12345,7254.33,43.5,G ,G5                                 ,mgr-2,N
4918,340,,1575,1667,1771,Y,12345,4688.31,83.7,Ax,G3                                 ,supervisor,N
4919,272,,1201,1790,2165,N,12345,19233.34,22.7,e ,G2                                 ,supervisor,Y
4920,256,,1109,1944,1812,N,12345,7921.95,10.1,k ,G4                                 ,mgr-2,Y
4921,358,,1386,1998,2030,N,12345,9212.92,97.4,Z ,G2                                 ,supervisor,N
4922,501,,1472,2113,1799,N,12345,9481.84,67.9,jk,G5                                 ,mgr-2,N
4923,451,,1099,2116,2148,N,12345,11979.09,83.5,CE,G1                                 ,analyst,Y
4897,189,,1637,2126,1707,Y,12345,18052.25,4.44,jE,G1                                 ,inspector,N
4870,124,,1363,1804,1741,Y,12345,12234.79,14.6,p ,G1                                 ,mgr-1,Y
4871,113,,1356,2054,1682,Y,12345,9481.09,10.4,Na,G5                                 ,mgr-1,Y
4872,540,,1268,2152,2170,N,12345,18695.27,82.2,lz,G1                                 ,engineer,N
4873,169,,1115,1955,2182,N,12345,10406.45,3.41,d ,G4                                 ,mgr-1,N
4874,229,2109,1515,1682,1683,Y,12345,16163.33,73.7,h ,G5                                 ,engineer,N
4875,42,,1274,1987,1790,N,12345,6028.91,36.6,C ,G5                                 ,mgr-2,N
4876,448,,1328,1733,1853,Y,12345,9586.93,68.4,W ,G1                                 ,mgr-3,Y
4877,83,,1124,1746,2055,N,12345,5356.26,47.9,i ,G3                                 ,architect,N
4878,55,,1431,1896,1850,N,12345,866.89,21.5,EC,G2                                 ,supervisor,N
4879,462,,1615,1944,1905,N,12345,18276.77,11.4,W ,G3                                 ,mgr-3,N
4880,519,,1293,1958,1926,Y,12345,8040.06,51.4,v ,G5                                 ,analyst,N
4881,285,,1304,1894,1874,N,12345,5388.16,49.3,p ,G2                                 ,architect,N
4882,321,1844,1204,1964,1908,N,12345,11908.17,52,CX,G4                                 ,mgr-2,N
4883,508,,1120,2128,1875,Y,12345,4978.64,76.5,i ,G1                                 ,mgr-3,Y
4884,85,,1117,1852,1787,Y,12345,2072.9,67.4,QY,G3                                 ,mgr-2,Y
4885,524,,1557,2023,2140,N,12345,13323.96,58.6,Ay,G1                                 ,designer,N
4886,351,,1572,1982,1857,N,12345,13885.22,64.1,R ,G4                                 ,inspector,Y
4887,486,,1181,1830,1673,Y,12345,8493.6,25.3,Pt,G4                                 ,engineer,N
4888,38,,1603,2108,2134,N,12345,13185.88,71.8,Lp,G3                                 ,designer,Y
4889,138,,1272,1818,1989,Y,12345,15213.12,32.8,r ,G3                                 ,mgr-1,N
4890,137,,1143,2149,1680,N,12345,191.03,68.1,Tu,G1                                 ,mgr-3,Y
4891,162,1674,1614,1772,2122,Y,12345,546.97,51.1,uH,G4                                 ,analyst,N
4892,337,1982,1109,2070,1973,N,12345,12957.98,13.1,E ,G1                                 ,designer,Y
4893,396,1732,1244,1931,1781,N,12345,5749.98,22.1,r ,G3                                 ,inspector,Y
4894,300,,1575,1730,2140,N,12345,9453.34,83.6,W ,G2                                 ,mgr-1,Y
4895,543,,1132,2027,1929,Y,12345,6563.34,35,G ,G3                                 ,mgr-3,Y
4896,139,,1416,1834,1685,Y,12345,3049.63,22.1,t ,G2                                 ,analyst,Y
4869,542,,1158,1800,2166,N,12345,5607.7,29.1,Zd,G5                                 ,analyst,N
4842,454,,1401,1823,2010,N,12345,8120.07,67.4,B ,G1                                 ,analyst,N
4843,541,,1590,1989,2190,N,12345,14274.16,25.1,O ,G1                                 ,architect,N
4844,112,,1113,1960,1914,N,12345,6646.86,26.1,TP,G3                                 ,analyst,N
4845,415,,1424,1787,1759,N,12345,17497.77,77.3,e ,G4                                 ,designer,N
4846,164,,1112,1945,1662,N,12345,2296.27,45.1,m ,G2                                 ,supervisor,N
4847,123,,1282,1893,1879,N,12345,16075.31,28,uw,G1                                 ,engineer,Y
4848,167,,1531,1832,2043,N,12345,15535.59,35.8,U ,G2                                 ,architect,Y
4849,361,,1439,2134,1711,Y,12345,10577.91,45.5,U ,G5                                 ,inspector,N
4850,271,1743,1356,1680,2095,Y,12345,13371.78,40,n ,G1                                 ,supervisor,N
4851,125,,1330,2004,1892,Y,12345,19796.33,74.7,G ,G1                                 ,engineer,N
4852,396,,1222,2136,2121,Y,12345,17009.4,96.7,ud,G5                                 ,mgr-3,Y
4853,23,,1569,2101,2105,Y,12345,16818.06,0.48,w ,G4                                 ,mgr-2,Y
4854,153,,1295,1664,1704,N,12345,6218.5,69,EV,G5                                 ,designer,Y
4855,43,,1520,2107,1854,N,12345,17529.04,23.4,ez,G3                                 ,supervisor,Y
4856,451,,1316,1792,1908,Y,12345,1168.08,28.2,V ,G5                                 ,analyst,N
4857,10,,1333,2157,1920,Y,12345,5992.91,45.2,Cw,G3                                 ,analyst,Y
4858,152,,1130,1657,1768,N,12345,1268.07,0.84,cO,G4                                 ,inspector,Y
4859,437,,1312,1964,2029,N,12345,150.74,55.5,AU,G4                                 ,engineer,N
4860,252,,1475,1714,1975,Y,12345,6629.14,10.8,rT,G1                                 ,architect,Y
4861,17,,1525,1811,1755,N,12345,5148.2,54.4,c ,G3                                 ,architect,N
4862,443,,1454,1735,1715,N,12345,14874.4,31.2,j ,G3                                 ,mgr-1,Y
4863,323,,1641,2105,1681,Y,12345,15681.26,90.1,w ,G5                                 ,mgr-1,Y
4864,376,,1493,1700,2128,Y,12345,5977.78,86.6,m ,G4                                 ,inspector,N
4865,220,,1154,1715,1743,N,12345,7959.65,37.5,r ,G5                                 ,mgr-1,Y
4866,149,,1130,1787,1871,Y,12345,8079.25,69.3,H ,G2                                 ,supervisor,N
4867,404,,1555,1851,1856,Y,12345,13967.07,25.8,a ,G5                                 ,mgr-3,Y
4868,535,,1425,1846,1819,N,12345,21.53,48,k ,G3                                 ,mgr-3,Y
4841,265,,1461,1908,2114,N,12345,2907.06,67.9,n ,G5                                 ,engineer,N
4814,94,,1300,1988,2099,Y,12345,10647.01,61.7,G ,G1                                 ,engineer,Y
4815,382,,1475,1811,1798,Y,12345,6717.07,26.5,h ,G3                                 ,architect,Y
4816,459,,1641,2034,2051,N,12345,10698.17,99.7,P ,G2                                 ,architect,Y
4817,306,2019,1527,1874,2165,Y,12345,16131.84,32.8,i ,G5                                 ,architect,Y
4818,99,,1329,1862,1765,Y,12345,13915.09,32,HD,G3                                 ,inspector,Y
4819,471,,1171,1822,1709,N,12345,15151.98,99.6,B ,G3                                 ,mgr-2,N
4820,459,,1198,1902,1932,N,12345,9956.71,8.18,aO,G5                                 ,mgr-3,N
4821,146,,1388,2066,2127,N,12345,4603.37,90.4,T ,G4                                 ,mgr-2,Y
4822,291,,1204,1947,1911,N,12345,9347.59,20.6,e ,G4                                 ,architect,N
4823,255,,1195,1847,2009,Y,12345,17412.97,82.6,lD,G3                                 ,architect,Y
4824,41,,1339,1994,1682,Y,12345,10667.72,34.2,O ,G4                                 ,mgr-1,Y
4825,476,,1292,2063,1779,N,12345,6058.73,99.5,rC,G2                                 ,mgr-3,N
4826,187,,1405,1711,2159,N,12345,14581.65,79.6,s ,G2                                 ,mgr-2,N
4827,533,,1283,1877,1891,N,12345,18207.37,67.7,u ,G2                                 ,designer,N
4828,71,,1447,2133,2140,N,12345,4059.97,50.1,sA,G2                                 ,supervisor,N
4829,55,,1102,1805,1945,N,12345,5081.63,85.6,Vz,G1                                 ,analyst,N
4830,543,,1330,1766,1923,N,12345,14028.76,89.6,B ,G2                                 ,inspector,Y
4831,165,,1174,1963,1943,N,12345,15635.8,13.2,f ,G4                                 ,analyst,Y
4832,53,,1545,1733,1645,Y,12345,703.27,44.8,x ,G1                                 ,engineer,N
4833,130,,1168,2067,2055,Y,12345,3816.54,53.7,FX,G2                                 ,mgr-3,Y
4834,43,,1589,1920,2164,Y,12345,12595.07,55.6,O ,G5                                 ,mgr-1,N
4835,33,,1439,2085,1933,Y,12345,12299.07,34.4,Y ,G3                                 ,designer,N
4836,402,,1631,2111,1700,N,12345,5713.33,84.9,Z ,G1                                 ,engineer,N
4837,199,,1105,1984,2005,Y,12345,7908.44,32.6,Kx,G4                                 ,inspector,N
4838,346,,1549,1877,1650,N,12345,12209.83,49.4,E ,G3                                 ,analyst,N
4839,327,,1472,1702,1990,N,12345,9394.98,49.1,p ,G4                                 ,mgr-2,N
4840,508,,1280,1919,1654,N,12345,17005.45,92.6,RB,G3                                 ,mgr-1,N
4813,236,,1498,1951,1691,N,12345,11351.2,24.3,i ,G3                                 ,designer,Y
4787,160,,1316,1871,2015,Y,12345,2177.15,8.63,r ,G1                                 ,designer,N
4788,247,1896,1341,1915,2001,Y,12345,4319.7,0.45,g ,G4                                 ,analyst,N
4789,532,,1159,1879,1890,Y,12345,5887.95,4.09,l ,G5                                 ,mgr-2,Y
4790,105,1723,1227,1961,1660,N,12345,19826.84,96.1,vu,G1                                 ,analyst,N
4791,87,,1161,2028,1971,Y,12345,16743.47,65.6,a ,G2                                 ,designer,Y
4792,436,,1357,2034,1962,N,12345,3290.73,88.9,h ,G5                                 ,architect,Y
4793,300,,1246,2178,1895,Y,12345,11206.33,64.2,Q ,G2                                 ,architect,N
4794,2,,1175,1936,1724,N,12345,2804.91,35.8,s ,G2                                 ,supervisor,Y
4795,337,,1234,1666,2062,Y,12345,12924.25,54.3,e ,G1                                 ,mgr-2,Y
4796,536,,1421,1724,2086,Y,12345,1389.73,26.8,E ,G1                                 ,architect,N
4797,439,,1503,2067,1675,N,12345,247.85,25.7,L ,G3                                 ,mgr-3,Y
4798,356,,1339,2089,1709,N,12345,10443.44,67.9,g ,G1                                 ,mgr-3,Y
4799,380,,1314,1754,1880,N,12345,1986.28,95.3,X ,G5                                 ,engineer,Y
4800,507,,1327,1760,1706,N,12345,15678.05,57.7,kQ,G1                                 ,engineer,Y
4801,516,,1246,1981,1696,N,12345,6209.03,10.1,M ,G1                                 ,mgr-2,Y
4802,538,2079,1337,1661,1798,Y,12345,152.46,33.3,m ,G2                                 ,mgr-1,Y
4803,349,,1327,1856,1805,Y,12345,11598.3,19.9,T ,G5                                 ,mgr-1,N
4804,294,,1538,2000,1663,Y,12345,10716.9,62.4,g ,G4                                 ,inspector,Y
4805,392,,1135,1953,2144,N,12345,17365.21,37.2,r ,G2                                 ,mgr-2,Y
4806,269,2047,1574,1664,1873,Y,12345,5538.27,20.5,p ,G4                                 ,mgr-3,N
4807,157,,1321,1906,2032,N,12345,8665.43,46.7,D ,G1                                 ,architect,N
4808,213,,1605,1757,1775,Y,12345,7939.14,60.8,b ,G3                                 ,supervisor,Y
4809,197,,1235,1830,2036,Y,12345,17838.04,4.21,D ,G1                                 ,analyst,N
4810,366,,1631,1850,2088,N,12345,1043.02,1.32,SQ,G5                                 ,inspector,N
4811,85,,1218,1962,2182,N,12345,2899.35,28.1,Z ,G2                                 ,inspector,Y
4812,12,,1499,1755,1645,N,12345,6001.47,40.5,z ,G3                                 ,architect,Y
4786,424,,1375,1714,2149,N,12345,501.58,77.1,yF,G4                                 ,designer,Y
4759,339,,1466,1926,1681,Y,12345,5079.07,83.3,tP,G4                                 ,inspector,Y
4760,196,,1321,1772,1810,Y,12345,6950.71,31.7,V ,G1                                 ,analyst,N
4761,62,,1611,1739,1798,N,12345,13241.04,52.3,J ,G2                                 ,supervisor,Y
4762,84,1868,1437,2107,1789,Y,12345,7631.97,64.7,H ,G3                                 ,designer,Y
4763,237,,1353,1730,2189,N,12345,1439.14,58,k ,G5                                 ,mgr-1,N
4764,89,,1424,1835,1984,N,12345,9706.17,7.94,Z ,G5                                 ,engineer,N
4765,36,,1451,1844,2158,Y,12345,19032.81,71.7,XS,G4                                 ,mgr-1,N
4766,372,,1600,1944,2093,Y,12345,19046.99,33.9,d ,G5                                 ,mgr-2,Y
4767,459,,1254,1782,2117,N,12345,6646.26,88.6,S ,G3                                 ,inspector,N
4768,394,,1599,1738,1784,N,12345,9666.48,83.3,R ,G1                                 ,mgr-3,Y
4769,292,,1595,1740,1966,N,12345,12790.9,0.63,Vt,G5                                 ,inspector,Y
4770,63,,1479,1905,1886,Y,12345,5327.73,9.93,SF,G3                                 ,mgr-2,Y
4771,76,,1296,1911,2021,Y,12345,12999.26,88.5,gR,G2                                 ,engineer,N
4772,216,,1313,2088,1872,Y,12345,14049.53,29.7,J ,G1                                 ,engineer,Y
4773,139,,1373,1910,1846,N,12345,4119.76,6.76,Zp,G5                                 ,inspector,Y
4774,373,,1398,2124,1980,Y,12345,6015.01,34.5,n ,G4                                 ,analyst,N
4775,139,,1465,1874,2119,N,12345,9419.54,93.8,n ,G1                                 ,mgr-2,N
4776,59,,1331,1870,1679,N,12345,13953.89,59.6,IQ,G1                                 ,analyst,Y
4777,18,,1419,2052,1884,Y,12345,5383.97,89.2,e ,G4                                 ,designer,Y
4778,354,,1565,1869,2071,N,12345,3114.54,88.8,q ,G4                                 ,mgr-1,N
4779,232,,1199,1776,1907,N,12345,15731.17,10.4,u ,G5                                 ,mgr-1,N
4780,152,,1351,1828,1834,Y,12345,9351.66,70.6,l ,G5                                 ,inspector,N
4781,31,,1495,1754,1859,N,12345,18751.26,38.9,Mm,G2                                 ,mgr-3,N
4782,268,,1535,2070,1668,N,12345,14863.7,88.9,D ,G5                                 ,supervisor,Y
4783,408,,1416,2040,2176,Y,12345,13845,38.9,OL,G3                                 ,inspector,Y
4784,44,1772,1544,2136,2141,Y,12345,8695.84,34.9,wM,G3                                 ,inspector,Y
4785,121,,1252,2142,1864,N,12345,9749.71,72.9,gq,G2                                 ,inspector,Y
4758,246,,1463,2049,1948,Y,12345,15623.08,80.8,m ,G5                                 ,supervisor,Y
4732,352,,1596,1831,1866,Y,12345,14165.72,42.8,pU,G2                                 ,mgr-3,N
4733,45,1650,1331,1824,1813,Y,12345,19766.08,51.3,U ,G3                                 ,architect,Y
4734,185,1827,1206,1982,1658,Y,12345,3660.02,46.8,Y ,G3                                 ,analyst,Y
4735,209,,1402,2161,1752,Y,12345,4219.95,54.4,a ,G1                                 ,designer,N
4736,124,,1637,1752,2181,Y,12345,2459.17,11.5,iw,G2                                 ,mgr-2,N
4737,172,1823,1208,1731,2181,Y,12345,10566.39,33.9,A ,G4                                 ,supervisor,N
4738,114,,1232,2157,1943,Y,12345,17906.44,54.3,p ,G3                                 ,supervisor,N
4739,61,,1583,1722,1732,Y,12345,301.46,40.8,N ,G4                                 ,inspector,Y
4740,296,1918,1266,1912,2178,Y,12345,17956.4,46.4,Q ,G4                                 ,mgr-2,Y
4741,286,,1501,1765,1929,Y,12345,3547.65,52.4,Il,G2                                 ,architect,Y
4742,27,,1450,1667,1967,N,12345,4989.11,42.3,K ,G4                                 ,engineer,N
4743,293,,1379,2171,1826,Y,12345,19160.97,67.2,b ,G1                                 ,analyst,N
4744,474,,1375,1944,2098,N,12345,16787.35,26.3,Y ,G1                                 ,analyst,Y
4745,369,,1444,1975,1905,N,12345,1497.52,85.2,u ,G5                                 ,architect,Y
4746,189,,1328,2190,1775,N,12345,5948.82,91.4,z ,G3                                 ,engineer,Y
4747,273,,1386,1833,1772,N,12345,18827.26,39.9,A ,G5                                 ,mgr-3,N
4748,493,,1623,1763,2061,N,12345,3509.76,46.6,X ,G5                                 ,mgr-3,N
4749,3,,1373,1925,1827,N,12345,1060.33,90.4,G ,G2                                 ,designer,Y
4750,36,,1119,2119,2152,N,12345,6274.84,35,U ,G1                                 ,supervisor,Y
4751,332,,1327,1752,1723,N,12345,14079.12,38.3,a ,G2                                 ,mgr-1,N
4752,36,,1246,1896,1947,N,12345,4911.8,17.2,ex,G1                                 ,engineer,Y
4753,80,,1140,2047,1769,N,12345,7818.31,51.5,p ,G3                                 ,engineer,Y
4754,122,,1542,1784,2161,N,12345,4785.72,4.45,L ,G5                                 ,architect,N
4755,521,,1107,2155,2053,N,12345,19608.82,53.9,c ,G4                                 ,analyst,N
4756,244,,1399,1988,1817,Y,12345,2409.61,14.2,l ,G2                                 ,architect,Y
4757,207,,1361,2125,1857,N,12345,10227.55,72.7,y ,G4                                 ,architect,Y
4731,270,,1473,2019,2181,Y,12345,14099.8,11.1,H ,G2                                 ,designer,Y
4705,420,,1283,2100,1894,N,12345,5164.46,74.5,G ,G4                                 ,mgr-2,Y
4706,65,1949,1290,2132,1657,Y,12345,17021.15,76.2,k ,G1                                 ,architect,N
4707,180,2143,1287,2169,2104,N,12345,13340.46,68.7,Xr,G5                                 ,architect,Y
4708,123,,1247,1748,1880,Y,12345,7705.76,86.1,uf,G1                                 ,analyst,Y
4709,17,1853,1292,1961,1730,N,12345,17326.12,83.6,xE,G4                                 ,supervisor,Y
4710,328,,1289,2095,2073,Y,12345,1140.43,10.2,S ,G3                                 ,architect,N
4711,473,,1235,1661,1666,N,12345,17605.96,57.8,Qc,G1                                 ,analyst,N
4712,502,,1628,2081,1647,N,12345,1587.79,28.4,V ,G5                                 ,inspector,N
4713,332,1776,1288,1699,2111,N,12345,180.68,93.9,I ,G1                                 ,mgr-1,Y
4714,5,,1438,1697,1973,Y,12345,667.59,95.9,g ,G3                                 ,engineer,N
4715,379,,1323,1914,1775,Y,12345,2887.41,36.8,f ,G5                                 ,architect,Y
4716,126,,1517,1864,2157,N,12345,14711.92,23.2,a ,G3                                 ,inspector,N
4717,209,,1459,1874,1933,N,12345,12752.88,17.5,I ,G1                                 ,mgr-2,N
4718,21,,1180,2076,1875,Y,12345,7457.03,59,a ,G4                                 ,analyst,Y
4719,389,,1398,1645,1980,Y,12345,13068.93,71.1,U ,G5                                 ,inspector,Y
4720,27,,1430,2078,1860,N,12345,8886.67,74.9,Z ,G1                                 ,mgr-2,Y
4721,293,,1583,1856,1893,N,12345,19767.44,46.3,RW,G1                                 ,analyst,Y
4722,240,,1548,2124,1950,Y,12345,19996.09,43.2,w ,G5                                 ,mgr-3,Y
4723,140,,1374,1914,2009,N,12345,12826.07,84.3,z ,G3                                 ,mgr-2,N
4724,429,,1484,1838,1911,N,12345,3578.95,62.4,Mb,G4                                 ,mgr-3,N
4725,449,,1355,2166,1874,N,12345,3290.42,68,a ,G5                                 ,designer,N
4726,124,,1485,2085,1668,N,12345,8613.5,34.1,N ,G5                                 ,designer,N
4727,28,,1488,1929,1729,Y,12345,10801.65,44.2,G ,G4                                 ,inspector,Y
4728,311,2075,1176,2156,2030,N,12345,11980.96,4.76,nx,G3                                 ,engineer,N
4729,422,,1384,1678,1675,N,12345,6354.67,61.2,e ,G4                                 ,mgr-2,N
4730,366,2098,1127,1785,2122,N,12345,17006.37,1.68,a ,G5                                 ,analyst,Y
4704,52,,1423,1976,2053,Y,12345,18134.5,59,B ,G2                                 ,mgr-2,Y
4677,540,,1410,2162,1936,N,12345,1457.1,30.4,d ,G5                                 ,mgr-2,N
4678,87,,1302,1955,2178,N,12345,15408.68,68.4,BR,G3                                 ,mgr-2,Y
