42,800041,HAR,HAR,10/1/92,9/28/96,BBB,Stockholder Equity,Stocks,AP,Debit,REV,,,,T
43,800042,IAS,HAR,10/25/93,12/26/99,BBB,Bond Interest,International,MA,Credit,DEBIT,,,,T
44,800043,IAS,HAR,5/12/93,8/15/00,AAA,Stockholder Equity,Stocks,GL,Debit,DEBIT,,,,T
45,800044,IAS,IAS,7/22/95,9/3/98,DDD,Stockholder Equity,Mutual Funds,MA,Debit,TAX,,,,T
46,800045,IAS,IAS,7/10/93,3/25/99,AAA,Collateral Equity,Gold Investment,GL,Debit,EXP,,,,T
47,800046,IAS,HAR,11/20/94,7/17/99,BBB,Stockholder Equity,401K,MA,Debit,DEBIT,,,,T
48,800047,HAR,IAS,6/16/94,3/20/98,BBB,Stockholder Equity,401K,BGT,Debit,EXP,,,,T
49,800048,IAS,HAR,1/22/93,2/21/98,CCC,Stockholder Equity,Stocks,MA,Debit,EXP,,,,T
50,800049,HAR,HAR,3/5/94,3/14/99,BBB,Collateral Equity,Platinum Investment,AP,Debit,DEBIT,,,,T
51,800050,IAS,IAS,6/21/94,7/27/97,CCC,Bond Interest,Government,MA,Debit,REV,,,,T
52,800051,HAR,IAS,5/2/93,5/6/96,AAA,Loan Equity,Prinicipal Paid,AP,Credit,DEBIT,,,,T
53,800052,IAS,IAS,8/24/94,5/17/99,DDD,Bond Interest,International,MA,Debit,DEBIT,,,,T
54,800053,IAS,IAS,3/21/94,9/23/99,CCC,Stockholder Equity,401K,BGT,Debit,DEBIT,,,,T
55,800054,IAS,HAR,11/26/95,10/25/00,DDD,Loan Equity,Interest Owed,BGT,Credit,REV,,,,T
56,800055,HAR,HAR,3/2/92,11/23/00,BBB,Stockholder Equity,401K,GL,Debit,EXP,,,,T
57,800056,HAR,IAS,9/23/94,7/4/99,AAA,Bond Interest,International,MA,Debit,EXP,,,,T
58,800057,HAR,IAS,5/7/93,10/28/99,DDD,Collateral Equity,Platinum Investment,GL,Credit,REV,,,,T
59,800058,HAR,HAR,5/28/92,1/28/00,CCC,Loan Equity,Interest Owed,AP,Debit,REV,,,,T
60,800059,IAS,IAS,4/23/93,2/11/98,AAA,Stockholder Equity,Mutual Funds,GL,Debit,DEBIT,,,,T
61,800060,HAR,IAS,3/12/93,10/22/97,BBB,Loan Equity,Interest Owed,AP,Debit,DEBIT,,,,T
62,800061,IAS,HAR,3/25/95,7/27/99,CCC,Stockholder Equity,Mutual Funds,AP,Credit,DEBIT,,,,T
63,800062,IAS,HAR,5/7/92,6/27/98,DDD,Stockholder Equity,Mutual Funds,AP,Debit,REV,,,,T
64,800063,HAR,HAR,1/15/93,12/17/97,DDD,Stockholder Equity,Stocks,AP,Debit,EXP,,,,T
65,800064,HAR,IAS,1/21/93,11/17/97,BBB,Loan Equity,Interest Owed,AP,Credit,EXP,,,,T
66,800065,IAS,IAS,6/13/93,5/17/00,BBB,Stockholder Equity,Stocks,GL,Debit,DEBIT,,,,T
67,800066,IAS,IAS,7/11/92,4/18/97,BBB,Loan Equity,Interest Owed,AP,Debit,REV,,,,T
68,800067,HAR,HAR,2/22/95,2/13/96,AAA,Bond Interest,International,AP,Credit,REV,,,,T
69,800068,IAS,IAS,2/29/92,2/11/00,BBB,Stockholder Equity,Mutual Funds,BGT,Debit,TAX,,,,T
70,800069,IAS,IAS,1/20/93,10/7/98,DDD,Stockholder Equity,Stocks,BGT,Debit,EXP,,,,T
71,800070,IAS,IAS,11/29/92,2/14/97,DDD,Stockholder Equity,401K,AP,Credit,REV,,,,T
72,800071,HAR,HAR,1/7/95,4/19/97,BBB,Bond Interest,Government,GL,Debit,EXP,,,,T
73,800072,IAS,HAR,11/9/93,11/1/99,AAA,Collateral Equity,Platinum Investment,BGT,Credit,REV,,,,T
74,800073,HAR,IAS,3/2/93,8/13/97,DDD,Bond Interest,International,AP,Credit,DEBIT,,,,T
75,800074,HAR,HAR,10/23/92,11/14/96,BBB,Bond Interest,International,MA,Debit,TAX,,,,T
76,800075,HAR,IAS,6/25/94,10/9/00,CCC,Bond Interest,Government,GL,Credit,REV,,,,T
77,800076,HAR,HAR,7/15/93,4/16/00,DDD,Loan Equity,Prinicipal Paid,GL,Credit,REV,,,,T
78,800077,IAS,IAS,2/25/95,7/3/97,AAA,Bond Interest,Government,AP,Debit,TAX,,,,T
79,800078,HAR,HAR,1/4/94,9/9/98,AAA,Stockholder Equity,Mutual Funds,MA,Debit,REV,,,,T
80,800079,IAS,IAS,9/22/93,2/20/96,CCC,Stockholder Equity,401K,BGT,Debit,TAX,,,,T
81,800080,HAR,IAS,6/17/93,3/19/98,DDD,Collateral Equity,Platinum Investment,AP,Debit,DEBIT,,,,T
82,800081,IAS,IAS,8/15/92,1/26/99,AAA,Bond Interest,International,AP,Debit,REV,,,,T
83,800082,HAR,IAS,11/11/95,3/4/98,DDD,Stockholder Equity,Mutual Funds,BGT,Debit,EXP,,,,T
84,800083,HAR,IAS,1/2/93,6/6/98,BBB,Bond Interest,International,AP,Credit,REV,,,,T
85,800084,HAR,HAR,2/17/95,4/16/99,AAA,Bond Interest,Government,AP,Debit,TAX,,,,T
86,800085,IAS,HAR,7/30/93,4/9/97,BBB,Loan Equity,Prinicipal Paid,BGT,Debit,TAX,,,,T
87,800086,HAR,IAS,10/17/94,12/10/97,DDD,Loan Equity,Prinicipal Paid,MA,Credit,EXP,,,,T
88,800087,IAS,IAS,10/13/94,11/29/96,BBB,Bond Interest,International,GL,Debit,DEBIT,,,,T
89,800088,HAR,HAR,10/9/93,6/1/96,DDD,Bond Interest,International,MA,Debit,REV,,,,T
90,800089,HAR,IAS,1/30/94,7/19/97,CCC,Stockholder Equity,401K,BGT,Credit,TAX,,,,T
91,800090,HAR,IAS,2/4/92,10/19/99,AAA,Collateral Equity,Gold Investment,GL,Debit,EXP,,,,T
92,800091,HAR,IAS,12/22/93,11/26/96,DDD,Stockholder Equity,Stocks,AP,Debit,DEBIT,,,,T
93,800092,IAS,HAR,3/17/92,12/25/97,DDD,Loan Equity,Interest Owed,BGT,Credit,DEBIT,,,,T
94,800093,HAR,IAS,9/11/95,6/5/97,DDD,Loan Equity,Interest Owed,BGT,Credit,EXP,,,,T
95,800094,HAR,IAS,4/28/94,11/8/00,BBB,Bond Interest,International,GL,Credit,DEBIT,,,,T
96,800095,HAR,IAS,12/2/92,7/23/97,AAA,Loan Equity,Prinicipal Paid,GL,Debit,REV,,,,T
97,800096,IAS,HAR,5/8/94,6/30/99,DDD,Stockholder Equity,Mutual Funds,MA,Credit,EXP,,,,T
98,800097,IAS,IAS,5/14/92,3/1/96,CCC,Collateral Equity,Gold Investment,BGT,Debit,REV,,,,T
99,800098,IAS,HAR,12/14/95,4/11/96,BBB,Stockholder Equity,Mutual Funds,AP,Credit,EXP,,,,T
100,800099,IAS,IAS,5/5/92,3/21/96,AAA,Collateral Equity,Gold Investment,MA,Credit,EXP,,,,T
101,800100,HAR,IAS,3/2/94,7/11/96,AAA,Loan Equity,Interest Owed,BGT,Credit,TAX,,,,T
102,800101,IAS,IAS,6/2/92,9/3/98,CCC,Bond Interest,International,AP,Debit,REV,,,,T
103,800102,HAR,HAR,9/1/94,1/15/00,DDD,Loan Equity,Prinicipal Paid,GL,Credit,DEBIT,,,,T
104,800103,HAR,HAR,6/12/93,4/7/99,CCC,Loan Equity,Prinicipal Paid,MA,Credit,REV,,,,T
105,800104,HAR,IAS,2/22/95,12/22/96,CCC,Stockholder Equity,Mutual Funds,AP,Credit,DEBIT,,,,T
106,800105,HAR,HAR,4/6/92,5/12/97,BBB,Loan Equity,Interest Owed,GL,Debit,EXP,,,,T
107,800106,IAS,HAR,4/21/95,3/10/98,DDD,Stockholder Equity,Stocks,GL,Debit,EXP,,,,T
108,800107,IAS,IAS,7/13/93,9/23/98,BBB,Loan Equity,Prinicipal Paid,BGT,Debit,EXP,,,,T
109,800108,HAR,IAS,11/25/95,12/23/98,AAA,Bond Interest,Government,MA,Debit,EXP,,,,T
110,800109,IAS,IAS,2/16/95,7/17/97,CCC,Loan Equity,Interest Owed,GL,Credit,EXP,,,,T
111,800110,HAR,HAR,5/8/92,4/20/97,CCC,Collateral Equity,Platinum Investment,BGT,Debit,TAX,,,,T
112,800111,IAS,HAR,1/1/93,7/25/99,BBB,Bond Interest,International,BGT,Credit,REV,,,,T
113,800112,HAR,HAR,8/10/92,5/21/97,AAA,Collateral Equity,Platinum Investment,GL,Credit,TAX,,,,T
114,800113,IAS,IAS,1/8/94,4/14/96,CCC,Loan Equity,Interest Owed,BGT,Credit,REV,,,,T
115,800114,HAR,HAR,5/29/94,7/24/96,AAA,Stockholder Equity,Stocks,MA,Credit,REV,,,,T
116,800115,HAR,IAS,7/24/93,9/23/97,CCC,Loan Equity,Prinicipal Paid,AP,Debit,DEBIT,,,,T
117,800116,HAR,IAS,12/6/92,3/30/98,DDD,Loan Equity,Interest Owed,BGT,Credit,REV,,,,T
118,800117,HAR,HAR,11/23/94,11/7/96,AAA,Stockholder Equity,401K,BGT,Debit,DEBIT,,,,T
119,800118,IAS,IAS,12/26/93,6/2/96,AAA,Loan Equity,Prinicipal Paid,MA,Debit,DEBIT,,,,T
120,800119,IAS,HAR,1/16/94,3/30/98,BBB,Loan Equity,Interest Owed,GL,Credit,REV,,,,T
121,800120,IAS,IAS,3/11/95,8/7/00,BBB,Collateral Equity,Gold Investment,BGT,Debit,TAX,,,,T
122,800121,IAS,HAR,9/12/93,2/6/00,BBB,Loan Equity,Prinicipal Paid,MA,Credit,REV,,,,T
123,800122,HAR,IAS,6/22/93,11/10/99,AAA,Loan Equity,Interest Owed,AP,Debit,DEBIT,,,,T
124,800123,IAS,HAR,8/14/93,10/4/97,DDD,Bond Interest,International,BGT,Credit,DEBIT,,,,T
125,800124,IAS,IAS,6/30/94,12/12/99,AAA,Loan Equity,Prinicipal Paid,AP,Debit,EXP,,,,T
126,800125,IAS,IAS,1/9/94,12/4/99,AAA,Stockholder Equity,Mutual Funds,AP,Credit,TAX,,,,T
127,800126,IAS,HAR,3/20/93,10/14/99,BBB,Collateral Equity,Platinum Investment,BGT,Debit,REV,,,,T
128,800127,HAR,HAR,11/5/94,12/7/98,DDD,Stockholder Equity,Mutual Funds,GL,Debit,DEBIT,,,,T
129,800128,IAS,IAS,1/29/94,11/2/99,DDD,Stockholder Equity,401K,BGT,Debit,EXP,,,,T
130,800129,HAR,IAS,5/25/95,3/30/99,BBB,Collateral Equity,Platinum Investment,AP,Credit,TAX,,,,T
131,800130,HAR,IAS,12/14/93,8/31/96,BBB,Stockholder Equity,Mutual Funds,AP,Debit,REV,,,,T
132,800131,HAR,HAR,3/4/94,3/25/97,DDD,Collateral Equity,Gold Investment,GL,Debit,REV,,,,T
133,800132,IAS,HAR,10/12/92,7/4/96,BBB,Collateral Equity,Platinum Investment,MA,Debit,TAX,,,,T
134,800133,IAS,HAR,8/17/92,9/9/96,BBB,Collateral Equity,Platinum Investment,GL,Debit,REV,,,,T
135,800134,IAS,HAR,3/30/95,5/5/96,DDD,Stockholder Equity,Mutual Funds,BGT,Debit,DEBIT,,,,T
136,800135,HAR,HAR,10/26/93,9/13/00,DDD,Stockholder Equity,Mutual Funds,AP,Credit,REV,,,,T
137,800136,HAR,IAS,9/14/94,2/20/97,DDD,Collateral Equity,Gold Investment,MA,Debit,EXP,,,,T
138,800137,IAS,IAS,2/8/93,11/27/99,DDD,Loan Equity,Prinicipal Paid,AP,Credit,TAX,,,,T
139,800138,IAS,IAS,11/11/94,3/3/00,AAA,Bond Interest,International,BGT,Debit,TAX,,,,T
140,800139,HAR,IAS,3/23/95,8/13/00,AAA,Collateral Equity,Gold Investment,BGT,Credit,EXP,,,,T
141,800140,HAR,HAR,4/28/95,10/22/99,BBB,Stockholder Equity,Mutual Funds,AP,Credit,TAX,,,,T
142,800141,HAR,HAR,1/19/95,9/4/96,BBB,Loan Equity,Interest Owed,GL,Credit,DEBIT,,,,T
143,800142,HAR,IAS,9/14/95,5/21/00,DDD,Stockholder Equity,401K,BGT,Debit,DEBIT,,,,T
144,800143,HAR,HAR,4/27/92,4/21/99,DDD,Stockholder Equity,401K,GL,Credit,DEBIT,,,,T
145,800144,HAR,IAS,1/30/95,7/26/97,AAA,Loan Equity,Prinicipal Paid,AP,Debit,TAX,,,,T
146,800145,HAR,IAS,7/23/92,8/18/98,BBB,Stockholder Equity,401K,GL,Debit,TAX,,,,T
147,800146,IAS,HAR,5/24/92,11/30/96,BBB,Bond Interest,International,MA,Debit,EXP,,,,T
148,800147,IAS,HAR,2/9/94,7/9/00,BBB,Loan Equity,Prinicipal Paid,BGT,Credit,DEBIT,,,,T
149,800148,HAR,HAR,2/27/94,1/18/97,AAA,Bond Interest,Government,GL,Credit,DEBIT,,,,T
150,800149,IAS,HAR,12/19/92,11/16/98,BBB,Collateral Equity,Gold Investment,AP,Credit,EXP,,,,T
151,800150,HAR,IAS,1/21/94,12/1/99,CCC,Stockholder Equity,401K,GL,Credit,EXP,,,,T
152,800151,HAR,HAR,4/28/95,8/4/00,BBB,Collateral Equity,Platinum Investment,BGT,Debit,EXP,,,,T
153,800152,HAR,HAR,10/31/94,6/2/00,DDD,Stockholder Equity,Mutual Funds,AP,Credit,EXP,,,,T
154,800153,IAS,IAS,11/19/95,3/25/99,AAA,Bond Interest,International,MA,Credit,REV,,,,T
155,800154,HAR,IAS,10/18/93,5/21/99,DDD,Loan Equity,Interest Owed,BGT,Debit,DEBIT,,,,T
156,800155,HAR,HAR,4/8/92,6/27/97,AAA,Bond Interest,Government,GL,Credit,REV,,,,T
157,800156,IAS,HAR,2/23/94,7/27/96,DDD,Collateral Equity,Gold Investment,MA,Credit,DEBIT,,,,T
158,800157,HAR,HAR,8/30/93,1/16/00,DDD,Loan Equity,Prinicipal Paid,AP,Debit,EXP,,,,T
159,800158,IAS,HAR,7/25/93,3/30/00,BBB,Stockholder Equity,401K,AP,Debit,TAX,,,,T
160,800159,IAS,HAR,7/17/92,6/30/99,AAA,Stockholder Equity,Stocks,AP,Debit,REV,,,,T
161,800160,HAR,HAR,3/23/93,2/1/97,AAA,Bond Interest,Government,BGT,Debit,REV,,,,T
162,800161,HAR,IAS,6/29/94,7/8/97,DDD,Stockholder Equity,Stocks,GL,Debit,EXP,,,,T
163,800162,IAS,IAS,12/29/92,5/1/97,BBB,Collateral Equity,Gold Investment,MA,Credit,EXP,,,,T
164,800163,HAR,HAR,11/20/92,11/5/97,AAA,Bond Interest,International,BGT,Credit,TAX,,,,T
165,800164,IAS,HAR,3/19/95,1/17/99,BBB,Bond Interest,Government,GL,Debit,REV,,,,T
166,800165,IAS,HAR,9/16/94,10/17/98,AAA,Stockholder Equity,401K,BGT,Debit,DEBIT,,,,T
167,800166,HAR,IAS,5/2/95,2/8/98,BBB,Bond Interest,Government,AP,Debit,DEBIT,,,,T
168,800167,HAR,HAR,12/16/94,5/23/97,AAA,Stockholder Equity,401K,BGT,Debit,TAX,,,,T
169,800168,HAR,HAR,3/10/95,9/25/98,AAA,Loan Equity,Prinicipal Paid,GL,Debit,TAX,,,,T
170,800169,IAS,HAR,10/17/93,12/14/00,CCC,Loan Equity,Prinicipal Paid,AP,Debit,TAX,,,,T
171,800170,HAR,HAR,6/5/93,9/8/96,CCC,Loan Equity,Prinicipal Paid,AP,Credit,EXP,,,,T
172,800171,IAS,IAS,4/5/92,12/22/99,BBB,Stockholder Equity,Mutual Funds,AP,Credit,TAX,,,,T
173,800172,HAR,HAR,1/18/93,1/4/00,DDD,Bond Interest,Government,AP,Debit,EXP,,,,T
174,800173,HAR,HAR,9/10/95,3/10/00,CCC,Loan Equity,Prinicipal Paid,BGT,Debit,DEBIT,,,,T
175,800174,HAR,IAS,10/4/94,11/10/99,DDD,Stockholder Equity,401K,BGT,Debit,TAX,,,,T
176,800175,HAR,HAR,7/14/95,2/26/00,BBB,Stockholder Equity,Mutual Funds,BGT,Debit,TAX,,,,T
177,800176,IAS,HAR,2/20/93,12/8/96,AAA,Loan Equity,Prinicipal Paid,GL,Credit,TAX,,,,T
178,800177,IAS,IAS,12/2/94,2/19/97,DDD,Stockholder Equity,401K,BGT,Credit,TAX,,,,T
179,800178,HAR,HAR,8/19/95,6/10/99,CCC,Stockholder Equity,Stocks,BGT,Credit,EXP,,,,T
180,800179,IAS,IAS,8/9/92,9/6/96,DDD,Stockholder Equity,Stocks,BGT,Debit,DEBIT,,,,T
181,800180,HAR,IAS,3/10/92,6/26/00,AAA,Loan Equity,Prinicipal Paid,BGT,Credit,REV,,,,T
182,800181,IAS,IAS,9/18/92,6/22/96,CCC,Stockholder Equity,Stocks,AP,Credit,TAX,,,,T
183,800182,IAS,HAR,12/30/94,1/7/97,BBB,Bond Interest,Government,MA,Credit,REV,,,,T
184,800183,IAS,IAS,8/18/94,8/16/99,AAA,Collateral Equity,Gold Investment,GL,Debit,TAX,,,,T
185,800184,HAR,IAS,9/15/94,6/29/98,BBB,Stockholder Equity,Stocks,GL,Credit,REV,,,,T
186,800185,IAS,IAS,6/9/95,2/13/99,AAA,Loan Equity,Prinicipal Paid,AP,Credit,DEBIT,,,,T
187,800186,IAS,IAS,5/23/93,8/31/00,DDD,Loan Equity,Prinicipal Paid,AP,Credit,TAX,,,,T
188,800187,HAR,IAS,5/11/93,12/14/99,CCC,Bond Interest,International,GL,Debit,EXP,,,,T
189,800188,HAR,HAR,6/15/93,8/6/99,CCC,Bond Interest,International,MA,Debit,DEBIT,,,,T
190,800189,HAR,IAS,1/22/95,6/7/97,DDD,Stockholder Equity,Mutual Funds,MA,Debit,DEBIT,,,,T
191,800190,HAR,IAS,12/15/95,2/25/97,AAA,Stockholder Equity,Mutual Funds,MA,Credit,REV,,,,T
192,800191,IAS,HAR,7/19/94,4/13/96,DDD,Loan Equity,Prinicipal Paid,MA,Credit,DEBIT,,,,T
193,800192,IAS,IAS,3/6/92,7/2/98,CCC,Stockholder Equity,Stocks,GL,Debit,DEBIT,,,,T
194,800193,IAS,IAS,1/22/94,4/8/98,DDD,Stockholder Equity,Stocks,MA,Credit,REV,,,,T
195,800194,HAR,IAS,6/14/94,8/24/99,BBB,Stockholder Equity,Stocks,AP,Credit,REV,,,,T
196,800195,HAR,IAS,11/6/95,5/8/98,BBB,Bond Interest,International,MA,Debit,DEBIT,,,,T
197,800196,HAR,IAS,9/23/95,2/24/96,DDD,Collateral Equity,Gold Investment,BGT,Credit,DEBIT,,,,T
198,800197,HAR,IAS,2/26/93,5/31/97,CCC,Loan Equity,Interest Owed,GL,Debit,EXP,,,,T
199,800198,IAS,HAR,5/7/93,1/31/00,AAA,Loan Equity,Interest Owed,BGT,Debit,EXP,,,,T
200,800199,IAS,HAR,9/30/93,8/3/99,AAA,Loan Equity,Prinicipal Paid,MA,Credit,TAX,,,,T
201,800200,HAR,HAR,1/5/93,7/12/98,AAA,Collateral Equity,Platinum Investment,AP,Credit,EXP,,,,T
202,800201,IAS,HAR,10/2/95,4/26/97,AAA,Collateral Equity,Gold Investment,GL,Debit,EXP,,,,T
203,800202,HAR,IAS,1/2/93,7/31/97,CCC,Collateral Equity,Gold Investment,AP,Credit,TAX,,,,T
204,800203,IAS,HAR,11/14/92,9/12/97,CCC,Loan Equity,Interest Owed,AP,Credit,EXP,,,,T
205,800204,IAS,IAS,2/20/94,10/6/96,BBB,Loan Equity,Interest Owed,MA,Credit,EXP,,,,T
206,800205,HAR,IAS,12/11/93,11/13/96,AAA,Bond Interest,International,BGT,Credit,EXP,,,,T
207,800206,HAR,IAS,12/13/95,12/12/97,DDD,Stockholder Equity,401K,AP,Debit,EXP,,,,T
208,800207,HAR,IAS,5/12/94,2/3/00,CCC,Stockholder Equity,Mutual Funds,BGT,Credit,REV,,,,T
209,800208,IAS,IAS,5/1/95,4/24/00,DDD,Collateral Equity,Platinum Investment,MA,Credit,TAX,,,,T
210,800209,IAS,IAS,10/10/93,11/8/98,AAA,Loan Equity,Prinicipal Paid,BGT,Debit,TAX,,,,T
211,800210,IAS,HAR,11/16/93,9/10/98,DDD,Loan Equity,Prinicipal Paid,MA,Credit,DEBIT,,,,T
212,800211,HAR,HAR,6/24/95,6/6/98,DDD,Stockholder Equity,401K,MA,Credit,REV,,,,T
213,800212,HAR,HAR,11/3/95,11/28/00,DDD,Collateral Equity,Gold Investment,AP,Debit,TAX,,,,T
214,800213,HAR,HAR,7/5/92,5/10/99,DDD,Stockholder Equity,Stocks,GL,Debit,EXP,,,,T
215,800214,HAR,IAS,3/24/93,10/7/97,BBB,Stockholder Equity,Mutual Funds,AP,Credit,EXP,,,,T
216,800215,HAR,HAR,11/1/95,9/26/97,AAA,Loan Equity,Prinicipal Paid,AP,Debit,TAX,,,,T
217,800216,HAR,IAS,7/17/92,9/5/00,CCC,Bond Interest,Government,AP,Credit,REV,,,,T
218,800217,HAR,HAR,2/19/93,9/9/96,AAA,Loan Equity,Prinicipal Paid,BGT,Debit,TAX,,,,T
219,800218,HAR,HAR,5/11/93,3/9/97,BBB,Bond Interest,International,GL,Credit,REV,,,,T
220,800219,IAS,IAS,7/19/93,1/19/00,BBB,Bond Interest,International,MA,Credit,REV,,,,T
221,800220,IAS,IAS,3/28/94,4/24/98,BBB,Stockholder Equity,401K,BGT,Credit,REV,,,,T
222,800221,HAR,HAR,4/18/92,5/6/99,AAA,Bond Interest,International,BGT,Credit,DEBIT,,,,T
223,800222,IAS,HAR,5/23/93,4/8/96,BBB,Stockholder Equity,Stocks,BGT,Debit,EXP,,,,T
224,800223,HAR,HAR,12/2/92,11/23/99,AAA,Bond Interest,Government,MA,Debit,REV,,,,T
225,800224,HAR,IAS,6/1/95,5/30/96,DDD,Stockholder Equity,Stocks,GL,Debit,EXP,,,,T
226,800225,HAR,IAS,4/24/94,1/7/97,CCC,Stockholder Equity,Mutual Funds,GL,Credit,REV,,,,T
227,800226,IAS,IAS,12/14/93,10/11/96,BBB,Stockholder Equity,Stocks,AP,Credit,DEBIT,,,,T
228,800227,HAR,IAS,1/21/95,10/4/00,AAA,Collateral Equity,Platinum Investment,AP,Credit,TAX,,,,T
229,800228,HAR,IAS,8/20/95,8/13/99,AAA,Collateral Equity,Gold Investment,GL,Debit,REV,,,,T
230,800229,IAS,IAS,8/19/94,4/3/98,DDD,Stockholder Equity,Stocks,BGT,Debit,EXP,,,,T
231,800230,IAS,IAS,11/20/95,11/1/99,DDD,Stockholder Equity,Stocks,AP,Debit,TAX,,,,T
232,800231,IAS,HAR,4/6/94,3/5/99,AAA,Stockholder Equity,Mutual Funds,MA,Credit,EXP,,,,T
233,800232,IAS,IAS,10/7/93,2/28/00,AAA,Loan Equity,Interest Owed,BGT,Debit,DEBIT,,,,T
234,800233,IAS,IAS,8/4/95,1/9/00,AAA,Stockholder Equity,Mutual Funds,BGT,Credit,EXP,,,,T
235,800234,IAS,IAS,7/22/92,2/10/99,BBB,Loan Equity,Interest Owed,BGT,Debit,EXP,,,,T
