49,1,2,82,1848,24,2818,1,5,30,5,3,28,501391,24,209,142,280,1,476,61,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
50,1,1,86,1843,22,3393,1,5,30,2,1,27,394227,22,180,142,279,1,152,64,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
51,1,1,86,1843,23,3393,1,5,30,2,1,27,394227,23,180,142,279,1,152,64,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
52,1,1,86,1843,22,3393,1,5,30,2,1,27,394227,22,180,62,279,1,152,64,1,,,,3,PN,.25,.25,,,In,1,,sale
53,1,1,87,1858,23,915,1,4,30,2,2,27,440913,23,304,142,232,1,448,65,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
54,1,1,87,1858,23,915,1,4,30,2,2,27,440913,23,304,142,232,1,448,65,1,,,,2,PN,.25,.25,,,In,1,,brochure requested
55,1,1,90,1844,23,2375,1,2,30,3,3,27,511667,23,324,142,51,1,63,67,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
56,1,1,90,1844,23,2375,1,2,30,3,3,27,511667,23,324,142,51,1,63,67,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
57,1,1,90,1844,23,2375,1,2,30,3,3,27,511667,23,324,62,51,1,63,67,1,,,,3,PN,.25,.25,,,In,1,,sale
58,1,2,91,1848,24,642,1,4,30,3,2,28,472002,24,95,142,285,1,246,68,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
59,1,2,91,1848,25,642,1,4,30,3,2,28,472002,25,95,142,285,1,246,68,1,,,,2,PN,5.85,5.85,,,In,0,,brochure requested
60,1,2,91,1848,26,642,1,4,30,3,2,28,472002,26,95,62,285,1,246,68,1,,,,3,PN,5.85,5.85,,,In,1,,sale
61,1,1,92,1910,23,1748,1,1,30,3,2,27,453965,23,307,142,218,1,69,69,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
62,1,1,92,1910,23,1748,1,1,30,3,2,27,453965,23,307,142,218,1,69,69,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
63,1,1,92,1910,23,1748,1,1,30,3,2,27,453965,23,307,62,218,1,69,69,1,,,,3,PN,.25,.25,,,In,1,,sale
64,1,2,93,1830,24,892,1,1,30,5,3,28,488507,24,70,142,296,1,248,70,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
65,1,2,93,1830,26,892,1,1,30,5,3,28,488507,26,70,142,296,1,248,70,1,,,,2,PN,5.85,5.85,,,In,0,,brochure requested
66,1,2,93,1830,24,892,1,1,30,5,3,28,488507,24,70,62,296,1,248,70,1,,,,3,PN,5.85,5.85,,,In,1,,sale
67,1,1,99,1842,23,2578,1,4,30,1,2,27,440901,23,249,142,64,1,53,75,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
68,1,1,99,1842,22,2578,1,4,30,1,2,27,440901,22,249,142,64,1,53,75,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
69,1,1,99,1842,21,2578,1,4,30,1,2,27,440901,21,249,62,64,1,53,75,1,,,,3,PN,.25,.25,,,In,1,,sale
70,1,2,102,1899,25,850,1,4,30,5,3,28,470267,25,450,142,238,1,88,77,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
71,1,2,102,1899,26,850,1,4,30,5,3,28,470267,26,450,142,238,1,88,77,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
72,1,2,109,1886,26,306,1,1,30,1,3,28,485003,26,170,142,44,1,295,83,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
73,1,2,109,1886,26,306,1,1,30,1,3,28,485003,26,170,142,44,1,295,83,1,,,,2,PN,5.85,5.85,,,In,0,,brochure requested
74,1,2,109,1886,24,306,1,1,30,1,3,28,485003,24,170,62,44,1,295,83,1,,,,3,PN,5.85,5.85,,,In,1,,sale
77,1,1,119,1872,22,1233,1,1,30,2,3,27,483297,22,224,142,247,1,136,90,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
78,1,1,119,1872,23,1233,1,1,30,2,3,27,483297,23,224,142,247,1,136,90,1,,,,2,PN,.25,.25,,,In,1,,brochure requested
79,1,2,123,1881,26,3663,1,1,30,5,3,28,487303,26,174,142,254,1,126,94,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
80,1,2,123,1881,25,3663,1,1,30,5,3,28,487303,25,174,142,254,1,126,94,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
85,1,2,141,1855,26,1409,1,4,30,1,2,28,472002,26,101,142,286,1,114,107,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
86,1,2,141,1855,24,1409,1,4,30,1,2,28,472002,24,101,142,286,1,114,107,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
87,1,2,146,1861,25,1023,1,4,30,1,3,28,471996,25,190,142,280,1,5,111,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
88,1,2,146,1861,25,1023,1,4,30,1,3,28,471996,25,190,142,280,1,5,111,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
89,1,2,159,1831,25,3906,1,1,30,6,3,28,485049,25,424,142,260,1,13,121,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
90,1,2,159,1831,25,3906,1,1,30,6,3,28,485049,25,424,182,260,1,13,121,1,,,,2,PN,5.85,5.85,,,In,0,,not interested
91,1,2,159,1831,24,3906,1,1,30,6,3,28,485049,24,424,62,260,1,13,121,1,,,,3,PN,5.85,5.85,,,In,1,,sale
92,1,1,161,1858,22,2401,1,4,30,3,3,27,471867,22,389,142,154,1,170,123,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
93,1,1,161,1858,23,2401,1,4,30,3,3,27,471867,23,389,142,154,1,170,123,1,,,,2,PN,.25,.25,,,In,1,,brochure requested
94,1,1,165,1882,22,3376,1,5,30,4,2,27,502977,22,355,142,285,1,98,125,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
95,1,1,165,1882,21,3376,1,5,30,4,2,27,502977,21,355,142,285,1,98,125,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
96,1,1,165,1882,21,3376,1,5,30,4,2,27,502977,21,355,62,285,1,98,125,1,,,,3,PN,.25,.25,,,In,1,,sale
100,1,2,180,1864,24,351,1,1,30,6,3,28,487321,24,13,142,205,1,253,136,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
101,1,2,180,1864,24,351,1,1,30,6,3,28,487321,24,13,142,205,1,253,136,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
102,1,2,194,1833,25,2145,1,2,30,7,2,28,516697,25,304,142,289,1,397,145,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
103,1,2,194,1833,24,2145,1,2,30,7,2,28,516697,24,304,142,289,1,397,145,1,,,,2,PN,5.85,5.85,,,In,0,,brochure requested
104,1,2,194,1833,24,2145,1,2,30,7,2,28,516697,24,304,62,289,1,397,145,1,,,,3,PN,5.85,5.85,,,In,1,,sale
105,1,1,195,1853,21,840,1,4,30,6,3,27,471945,21,114,142,243,1,281,146,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
106,1,1,195,1853,22,840,1,4,30,6,3,27,471945,22,114,142,243,1,281,146,1,,,,2,PN,.25,.25,,,In,1,,brochure requested
112,1,2,213,1862,26,3751,1,3,30,1,2,28,426941,26,32,142,232,1,18,160,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
113,1,2,213,1862,24,3751,1,3,30,1,2,28,426941,24,32,142,232,1,18,160,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
114,1,2,219,1901,25,3460,1,1,30,6,1,28,486789,25,350,142,260,1,30,165,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
115,1,2,219,1901,24,3460,1,1,30,6,1,28,486789,24,350,142,260,1,30,165,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
119,1,1,229,1829,21,2843,1,1,30,1,2,27,481709,21,431,142,176,1,486,173,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
120,1,1,229,1829,21,2843,1,1,30,1,2,27,481709,21,431,182,176,1,486,173,1,,,,2,PN,.25,.25,,,In,1,,not interested
121,1,2,236,1840,25,4164,1,2,30,3,3,28,511657,25,120,142,205,1,242,178,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
122,1,2,236,1840,24,4164,1,2,30,3,3,28,511657,24,120,142,205,1,242,178,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
123,1,1,240,1849,22,4207,1,1,30,7,3,27,485021,22,9,142,289,1,204,181,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
124,1,1,240,1849,22,4207,1,1,30,7,3,27,485021,22,9,182,289,1,204,181,1,,,,2,PN,.25,.25,,,In,0,,more Information required
125,1,1,240,1849,21,4207,1,1,30,7,3,27,485021,21,9,62,289,1,204,181,1,,,,3,PN,.25,.25,,,In,1,,sale
128,1,1,248,1836,21,4106,1,1,30,2,3,27,483269,21,276,142,247,1,415,187,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
129,1,1,248,1836,21,4106,1,1,30,2,3,27,483269,21,276,142,247,1,415,187,1,,,,2,PN,.25,.25,,,In,1,,brochure requested
139,1,1,274,1835,21,3955,1,5,30,2,2,27,502969,21,357,142,244,1,88,206,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
140,1,1,274,1835,22,3955,1,5,30,2,2,27,502969,22,357,182,244,1,88,206,1,,,,2,PN,.25,.25,,,In,1,,more Information required
141,1,2,286,1883,24,2714,1,4,30,2,3,28,442495,24,146,142,100,1,407,216,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
142,1,2,286,1883,26,2714,1,4,30,2,3,28,442495,26,146,142,100,1,407,216,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
143,1,2,293,1880,26,2235,1,3,30,4,3,28,402795,26,350,142,262,1,185,221,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
144,1,2,293,1880,25,2235,1,3,30,4,3,28,402795,25,350,142,262,1,185,221,1,,,,2,PN,5.85,5.85,,,In,0,,brochure requested
145,1,2,293,1880,25,2235,1,3,30,4,3,28,402795,25,350,62,262,1,185,221,1,,,,3,PN,5.85,5.85,,,In,1,,sale
146,1,2,297,1902,25,3934,1,4,30,7,2,28,444301,25,61,142,274,1,158,224,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
147,1,2,297,1902,24,3934,1,4,30,7,2,28,444301,24,61,142,274,1,158,224,1,,,,2,PN,5.85,5.85,,,In,0,,brochure requested
148,1,2,297,1902,26,3934,1,4,30,7,2,28,444301,26,61,62,274,1,158,224,1,,,,3,PN,5.85,5.85,,,In,1,,sale
152,1,1,301,1850,21,3882,1,4,30,2,3,27,470281,21,292,142,160,1,87,227,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
153,1,1,301,1850,23,3882,1,4,30,2,3,27,470281,23,292,142,160,1,87,227,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
154,1,1,301,1850,23,3882,1,4,30,2,3,27,470281,23,292,62,160,1,87,227,1,,,,3,PN,.25,.25,,,In,1,,sale
158,1,1,318,1870,22,3624,1,2,30,4,2,27,509985,22,191,142,141,1,57,239,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
159,1,1,318,1870,22,3624,1,2,30,4,2,27,509985,22,191,142,141,1,57,239,1,,,,2,PN,.25,.25,,,In,1,,brochure requested
162,1,2,325,1866,24,2304,1,5,30,8,2,28,502979,24,305,142,196,1,391,244,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
163,1,2,325,1866,24,2304,1,5,30,8,2,28,502979,24,305,142,196,1,391,244,1,,,,2,PN,5.85,5.85,,,In,0,,brochure requested
164,1,2,325,1866,26,2304,1,5,30,8,2,28,502979,26,305,62,196,1,391,244,1,,,,3,PN,5.85,5.85,,,In,1,,sale
165,1,1,327,1880,22,2109,1,3,30,2,3,27,414917,22,280,142,226,1,267,246,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
166,1,1,327,1880,21,2109,1,3,30,2,3,27,414917,21,280,142,226,1,267,246,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
167,1,1,327,1880,21,2109,1,3,30,2,3,27,414917,21,280,62,226,1,267,246,1,,,,3,PN,.25,.25,,,In,1,,sale
168,1,2,328,1852,24,1382,1,4,30,6,1,28,473683,24,407,142,280,1,91,247,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
169,1,2,328,1852,26,1382,1,4,30,6,1,28,473683,26,407,282,280,1,91,247,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
170,1,2,330,1828,25,1417,1,1,30,8,2,28,483281,25,226,182,218,1,367,248,1,,,,1,PN,5.85,5.85,,,In,0,,not interested
171,1,2,330,1828,26,1417,1,1,30,8,2,28,483281,26,226,182,218,1,367,248,1,,,,2,PN,5.85,5.85,,,In,1,,not interested
172,1,1,334,1834,23,256,1,4,30,1,3,27,475397,23,360,142,327,1,349,251,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
173,1,1,334,1834,23,256,1,4,30,1,3,27,475397,23,360,142,327,1,349,251,1,,,,2,PN,.25,.25,,,In,1,,brochure requested
176,1,1,340,1858,22,1229,1,5,30,7,2,27,503115,22,292,142,111,1,54,255,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
177,1,1,340,1858,23,1229,1,5,30,7,2,27,503115,23,292,142,111,1,54,255,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
178,1,1,340,1858,23,1229,1,5,30,7,2,27,503115,23,292,62,111,1,54,255,1,,,,3,PN,.25,.25,,,In,1,,sale
179,1,1,342,1884,21,3927,1,1,30,6,3,27,485021,21,50,142,260,1,66,257,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
180,1,1,342,1884,23,3927,1,1,30,6,3,27,485021,23,50,142,260,1,66,257,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
181,1,1,342,1884,21,3927,1,1,30,6,3,27,485021,21,50,62,260,1,66,257,1,,,,3,PN,.25,.25,,,In,1,,sale
185,1,2,344,1843,26,3844,1,1,30,7,1,28,490225,26,233,142,302,1,364,258,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
186,1,2,344,1843,26,3844,1,1,30,7,1,28,490225,26,233,182,302,1,364,258,1,,,,2,PN,5.85,5.85,,,In,1,,not interested
187,1,1,352,1842,23,1657,1,1,30,6,3,27,485017,23,63,142,289,1,283,265,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
188,1,1,352,1842,23,1657,1,1,30,6,3,27,485017,23,63,282,289,1,283,265,1,,,,2,PN,.25,.25,,,In,1,,brochure requested
189,1,2,353,1865,26,1657,1,1,30,2,3,28,483317,26,199,142,260,1,2,266,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
190,1,2,353,1865,25,1657,1,1,30,2,3,28,483317,25,199,142,260,1,2,266,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
191,1,2,361,1828,24,2448,1,3,30,2,2,28,413201,24,169,142,226,1,496,272,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
192,1,2,361,1828,24,2448,1,3,30,2,2,28,413201,24,169,182,226,1,496,272,1,,,,2,PN,5.85,5.85,,,In,0,,not interested
193,1,2,361,1828,26,2448,1,3,30,2,2,28,413201,26,169,62,226,1,496,272,1,,,,3,PN,5.85,5.85,,,In,1,,sale
197,1,2,365,1836,25,2098,1,5,30,3,1,28,501237,25,66,142,327,1,443,274,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
198,1,2,365,1836,25,2098,1,5,30,3,1,28,501237,25,66,142,327,1,443,274,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
199,1,1,367,1867,22,1316,1,1,30,3,3,27,485075,22,269,142,247,1,478,276,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
200,1,1,367,1867,23,1316,1,1,30,3,3,27,485075,23,269,142,247,1,478,276,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
201,1,1,367,1867,22,1316,1,1,30,3,3,27,485075,22,269,62,247,1,478,276,1,,,,3,PN,.25,.25,,,In,1,,sale
204,1,1,371,1835,21,1856,1,4,30,5,1,27,473585,21,130,182,286,1,239,279,1,,,,1,PN,.25,.25,,,In,0,,more Information required
205,1,1,371,1835,21,1856,1,4,30,5,1,27,473585,21,130,142,286,1,239,279,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
206,1,1,371,1835,22,1856,1,4,30,5,1,27,473585,22,130,62,286,1,239,279,1,,,,3,PN,.25,.25,,,In,1,,sale
210,1,2,374,1848,24,3667,1,3,30,5,2,28,433905,24,18,142,232,1,435,281,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
211,1,2,374,1848,25,3667,1,3,30,5,2,28,433905,25,18,142,232,1,435,281,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
215,1,1,378,1829,22,4148,1,1,30,6,2,27,485057,22,302,142,260,1,211,284,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
216,1,1,378,1829,23,4148,1,1,30,6,2,27,485057,23,302,142,260,1,211,284,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
217,1,1,378,1829,21,4148,1,1,30,6,2,27,485057,21,302,62,260,1,211,284,1,,,,3,PN,.25,.25,,,In,1,,sale
218,1,1,383,1832,22,730,1,1,30,6,2,27,455681,22,52,142,218,1,234,288,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
219,1,1,383,1832,22,730,1,1,30,6,2,27,455681,22,52,142,218,1,234,288,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
220,1,1,383,1832,22,730,1,1,30,6,2,27,455681,22,52,62,218,1,234,288,1,,,,3,PN,.25,.25,,,In,1,,sale
223,1,2,386,1839,25,209,1,3,30,3,3,28,414937,25,220,282,226,1,381,290,1,,,,1,PN,5.85,5.85,,,In,0,,answering machine
224,1,2,386,1839,26,209,1,3,30,3,3,28,414937,26,220,182,226,1,381,290,1,,,,2,PN,5.85,5.85,,,In,0,,more Information required
225,1,2,386,1839,25,209,1,3,30,3,3,28,414937,25,220,62,226,1,381,290,1,,,,3,PN,5.85,5.85,,,In,1,,sale
226,1,1,391,1836,21,3121,1,2,30,1,2,27,509979,21,128,142,177,1,32,294,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
227,1,1,391,1836,22,3121,1,2,30,1,2,27,509979,22,128,142,177,1,32,294,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
228,1,1,391,1836,21,3123,1,2,30,1,2,27,509979,21,128,62,177,1,32,294,1,,,,3,PN,.25,.25,,,In,1,,sale
229,1,1,395,1833,21,3495,1,1,30,7,1,27,452239,21,27,142,170,1,170,297,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
230,1,1,395,1833,22,3495,1,1,30,7,1,27,452239,22,27,142,170,1,170,297,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
231,1,1,395,1833,22,3495,1,1,30,7,1,27,452239,22,27,62,170,1,170,297,1,,,,3,PN,.25,.25,,,In,1,,sale
234,1,1,400,1869,22,3100,1,1,30,8,2,27,455679,22,323,142,212,1,224,300,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
235,1,1,400,1869,22,3100,1,1,30,8,2,27,455679,22,323,142,212,1,224,300,1,,,,2,PN,.25,.25,,,In,1,,brochure requested
239,1,1,406,1849,21,3648,1,3,30,8,2,27,427085,21,276,142,21,1,329,305,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
240,1,1,406,1849,21,3648,1,3,30,8,2,27,427085,21,276,142,21,1,329,305,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
241,1,1,406,1849,21,3648,1,3,30,8,2,27,427085,21,276,62,21,1,329,305,1,,,,3,PN,.25,.25,,,In,1,,sale
242,1,2,407,1859,26,2695,1,3,30,4,2,28,399437,26,191,142,184,1,209,306,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
243,1,2,407,1859,24,2695,1,3,30,4,2,28,399437,24,191,142,184,1,209,306,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
244,1,2,408,1850,24,3447,1,4,30,8,3,28,473669,24,174,142,244,1,54,307,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
245,1,2,408,1850,25,3447,1,4,30,8,3,28,473669,25,174,142,244,1,54,307,1,,,,2,PN,5.85,5.85,,,In,0,,brochure requested
246,1,2,408,1850,26,3447,1,4,30,8,3,28,473669,26,174,62,244,1,54,307,1,,,,3,PN,5.85,5.85,,,In,1,,sale
250,1,1,411,1827,21,360,1,1,30,1,3,27,485045,21,98,142,218,1,447,309,1,,,,1,PN,.25,.25,,,In,0,,brochure requested
251,1,1,411,1827,23,360,1,1,30,1,3,27,485045,23,98,142,218,1,447,309,1,,,,2,PN,.25,.25,,,In,0,,brochure requested
252,1,1,411,1827,21,360,1,1,30,1,3,27,485045,21,98,62,218,1,447,309,1,,,,3,PN,.25,.25,,,In,1,,sale
253,1,2,414,1830,24,1225,1,2,30,7,3,28,525461,24,346,142,205,1,390,312,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
254,1,2,414,1830,25,1225,1,2,30,7,3,28,525461,25,346,142,205,1,390,312,1,,,,2,PN,5.85,5.85,,,In,1,,brochure requested
255,1,2,419,1855,26,3724,1,1,30,1,1,28,486791,26,335,142,289,1,80,316,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
256,1,2,419,1855,24,3726,1,1,30,1,1,28,486791,24,335,142,289,1,80,316,1,,,,2,PN,5.85,5.85,,,In,0,,brochure requested
257,1,2,419,1855,26,3726,1,1,30,1,1,28,486791,26,335,62,289,1,80,316,1,,,,3,PN,5.85,5.85,,,In,1,,sale
261,1,2,422,1857,25,1263,1,1,30,3,1,28,490229,25,107,142,302,1,125,318,1,,,,1,PN,5.85,5.85,,,In,0,,brochure requested
262,1,2,422,1857,25,1263,1,1,30,3,1,28,490229,25,107,182,302,1,125,318,1,,,,2,PN,5.85,5.85,,,In,0,,not interested
263,1,2,422,1857,26,1263,1,1,30,3,1,28,490229,26,107,62,302,1,125,318,1,,,,3,PN,5.85,5.85,,,In,1,,sale
264,1,2,426,1851,24,2512,1,4,30,1,3,28,473573,24,84,182,244,1,312,321,1,,,,1,PN,5.85,5.85,,,In,0,,more Information required
265,1,2,426,1851,26,2512,1,4,30,1,3,28,473573,26,84,142,244,1,312,321,1,,,,2,PN,5.85,5.85,,,In,0,,brochure requested
266,1,2,426,1851,24,2512,1,4,30,1,3,28,473573,24,84,62,244,1,312,321,1,,,,3,PN,5.85,5.85,,,In,1,,sale
