75487,HH ,,100001-125000,36-45,F,Working,D,N,own                                ,,4,2,,,,,N,N,, 
75495,HH ,,100001-125000,36-45,M,Working,D,N,lease                              ,,4,2,,,,,N,N,, 
75511,HH ,,100001-125000,36-45,M,Retired,M,N,rent                               ,,4,2,,,,,N,N,, 
75519,HH ,,100001-125000,36-45,F,Retired,M,N,rent                               ,,4,2,,,,,N,N,, 
75521,HH ,,100001-125000,36-45,M,Retired,M,N,own                                ,,4,2,,,,,Y,Y,, 
75527,HH ,,100001-125000,36-45,M,Working,M,N,own                                ,,4,2,,,,,N,N,, 
75543,HH ,,100001-125000,36-45,M,Student,M,N,lease                              ,,4,2,,,,,N,N,, 
75559,HH ,,100001-125000,36-45,M,Retired,S,N,rent                               ,,4,2,,,,,N,N,, 
75569,HH ,,100001-125000,36-45,M,Retired,S,N,own                                ,,4,2,,,,,Y,Y,, 
75575,HH ,,100001-125000,36-45,M,Working,S,N,own                                ,,4,2,,,,,N,N,, 
75591,HH ,,100001-125000,36-45,M,Retired,S,N,lease                              ,,4,2,,,,,N,N,, 
76431,HH ,,100001-125000,36-45,F,Retired,D,N,rent                               ,,5,3,,,,,N,N,, 
76433,HH ,,100001-125000,36-45,M,Student,D,N,own                                ,,5,3,,,,,Y,Y,, 
76447,HH ,,100001-125000,36-45,F,Working,D,N,own                                ,,5,3,,,,,N,N,, 
76471,HH ,,100001-125000,36-45,M,Retired,M,N,rent                               ,,5,3,,,,,N,N,, 
76481,HH ,,100001-125000,36-45,M,Retired,M,N,own                                ,,5,3,,,,,Y,Y,, 
76519,HH ,,100001-125000,36-45,M,Retired,S,N,rent                               ,,5,3,,,,,N,N,, 
76527,HH ,,100001-125000,36-45,F,Working,S,N,rent                               ,,5,3,,,,,N,N,, 
76529,HH ,,100001-125000,36-45,M,Retired,S,N,own                                ,,5,3,,,,,Y,Y,, 
96679,HH ,,125001-150000,20-25,M,Retired,S,N,rent                               ,,1,0,,,,,N,N,, 
96687,HH ,,125001-150000,20-25,F,Working,S,N,rent                               ,,1,0,,,,,N,N,, 
96693,HH ,,125001-150000,20-25,M,Student,S,N,own                                ,,1,0,,,,,N,Y,, 
97367,HH ,,125001-150000,20-25,M,Working,D,N,own                                ,,2,0,,,,,N,N,, 
97369,HH ,,125001-150000,20-25,F,Retired,D,N,own                                ,,2,0,,,,,Y,Y,, 
97373,HH ,,125001-150000,20-25,F,Student,D,N,own                                ,,2,0,,,,,N,Y,, 
97447,HH ,,125001-150000,20-25,M,Working,S,N,rent                               ,,2,0,,,,,N,N,, 
97455,HH ,,125001-150000,20-25,F,Working,S,N,rent                               ,,2,0,,,,,N,N,, 
97457,HH ,,125001-150000,20-25,M,Working,S,N,own                                ,,2,0,,,,,Y,Y,, 
97661,HH ,,125001-150000,20-25,F,Retired,S,N,own                                ,,3,1,,,,,N,Y,, 
97663,HH ,,125001-150000,20-25,F,Student,S,N,own                                ,,3,1,,,,,N,N,, 
97671,HH ,,125001-150000,20-25,M,Retired,S,N,lease                              ,,3,1,,,,,N,N,, 
98521,HH ,,125001-150000,20-25,F,Retired,D,N,own                                ,,4,2,,,,,Y,Y,, 
98551,HH ,,125001-150000,20-25,M,Retired,M,N,rent                               ,,4,2,,,,,N,N,, 
98575,HH ,,125001-150000,20-25,F,Working,M,N,own                                ,,4,2,,,,,N,N,, 
98607,HH ,,125001-150000,20-25,F,Working,S,N,rent                               ,,4,2,,,,,N,N,, 
98615,HH ,,125001-150000,20-25,M,Working,S,N,own                                ,,4,2,,,,,N,N,, 
98617,HH ,,125001-150000,20-25,F,Working,S,N,own                                ,,4,2,,,,,Y,Y,, 
98631,HH ,,125001-150000,20-25,M,Retired,S,N,lease                              ,,4,2,,,,,N,N,, 
99559,HH ,,125001-150000,20-25,M,Retired,S,N,rent                               ,,5,3,,,,,N,N,, 
99569,HH ,,125001-150000,20-25,M,Retired,S,N,own                                ,,5,3,,,,,Y,Y,, 
99573,HH ,,125001-150000,20-25,M,Student,S,N,own                                ,,5,3,,,,,N,Y,, 
99591,HH ,,125001-150000,20-25,M,Retired,S,N,lease                              ,,5,3,,,,,N,N,, 
100519,HH ,,125001-150000,26-35,M,Retired,S,N,rent                               ,,1,0,,,,,N,N,, 
100527,HH ,,125001-150000,26-35,F,Working,S,N,rent                               ,,1,0,,,,,N,N,, 
100529,HH ,,125001-150000,26-35,M,Retired,S,N,own                                ,,1,0,,,,,Y,Y,, 
100537,HH ,,125001-150000,26-35,F,Working,S,N,own                                ,,1,0,,,,,Y,Y,, 
101295,HH ,,125001-150000,26-35,F,Working,S,N,rent                               ,,2,0,,,,,N,N,, 
101297,HH ,,125001-150000,26-35,M,Working,S,N,own                                ,,2,0,,,,,Y,Y,, 
101383,HH ,,125001-150000,26-35,M,Student,D,N,rent                               ,,3,1,,,,,N,N,, 
101431,HH ,,125001-150000,26-35,M,Retired,M,N,rent                               ,,3,1,,,,,N,N,, 
101447,HH ,,125001-150000,26-35,M,Working,M,N,own                                ,,3,1,,,,,N,N,, 
101479,HH ,,125001-150000,26-35,M,Retired,S,N,rent                               ,,3,1,,,,,N,N,, 
101511,HH ,,125001-150000,26-35,M,Retired,S,N,lease                              ,,3,1,,,,,N,N,, 
102359,HH ,,125001-150000,26-35,M,Retired,D,N,own                                ,,4,2,,,,,N,N,, 
102399,HH ,,125001-150000,26-35,F,Retired,M,N,rent                               ,,4,2,,,,,N,N,, 
102409,HH ,,125001-150000,26-35,F,Retired,M,N,own                                ,,4,2,,,,,Y,Y,, 
103335,HH ,,125001-150000,26-35,M,Working,D,N,lease                              ,,5,3,,,,,N,N,, 
103399,HH ,,125001-150000,26-35,M,Retired,S,N,rent                               ,,5,3,,,,,N,N,, 
103415,HH ,,125001-150000,26-35,M,Working,S,N,own                                ,,5,3,,,,,N,N,, 
104319,HH ,,125001-150000,36-45,F,Retired,M,N,rent                               ,,1,0,,,,,N,N,, 
104359,HH ,,125001-150000,36-45,M,Retired,S,N,rent                               ,,1,0,,,,,N,N,, 
105031,HH ,,125001-150000,36-45,M,Retired,D,N,rent                               ,,2,0,,,,,N,N,, 
105101,HH ,,125001-150000,36-45,F,Retired,M,N,own                                ,,2,0,,,,,N,Y,, 
105127,HH ,,125001-150000,36-45,M,Working,S,N,rent                               ,,2,0,,,,,N,N,, 
105137,HH ,,125001-150000,36-45,M,Working,S,N,own                                ,,2,0,,,,,Y,Y,, 
105159,HH ,,125001-150000,36-45,M,Retired,S,N,lease                              ,,2,0,,,,,N,N,, 
105271,HH ,,125001-150000,36-45,M,Retired,M,N,rent                               ,,3,1,,,,,N,N,, 
105287,HH ,,125001-150000,36-45,M,Working,M,N,own                                ,,3,1,,,,,N,N,, 
105289,HH ,,125001-150000,36-45,F,Retired,M,N,own                                ,,3,1,,,,,Y,Y,, 
105337,HH ,,125001-150000,36-45,F,Working,S,N,own                                ,,3,1,,,,,Y,Y,, 
105351,HH ,,125001-150000,36-45,M,Retired,S,N,lease                              ,,3,1,,,,,N,N,, 
106193,HH ,,125001-150000,36-45,M,Student,D,N,own                                ,,4,2,,,,,Y,Y,, 
106239,HH ,,125001-150000,36-45,F,Retired,M,N,rent                               ,,4,2,,,,,N,N,, 
106279,HH ,,125001-150000,36-45,M,Retired,S,N,rent                               ,,4,2,,,,,N,N,, 
107143,HH ,,125001-150000,36-45,M,Student,D,N,rent                               ,,5,3,,,,,N,N,, 
107165,HH ,,125001-150000,36-45,F,Working,D,N,own                                ,,5,3,,,,,N,Y,, 
107175,HH ,,125001-150000,36-45,M,Working,D,N,lease                              ,,5,3,,,,,N,N,, 
107191,HH ,,125001-150000,36-45,M,Retired,M,N,rent                               ,,5,3,,,,,N,N,, 
107201,HH ,,125001-150000,36-45,M,Retired,M,N,own                                ,,5,3,,,,,Y,Y,, 
107207,HH ,,125001-150000,36-45,M,Working,M,N,own                                ,,5,3,,,,,N,N,, 
107261,HH ,,125001-150000,36-45,F,Retired,S,N,own                                ,,5,3,,,,,N,Y,, 
108103,HH ,,125001-150000,46-55,M,Student,D,N,rent                               ,,1,0,,,,,N,N,, 
108135,HH ,,125001-150000,46-55,M,Working,D,N,lease                              ,,1,0,,,,,N,N,, 
108161,HH ,,125001-150000,46-55,M,Retired,M,N,own                                ,,1,0,,,,,Y,Y,, 
108165,HH ,,125001-150000,46-55,M,Working,M,N,own                                ,,1,0,,,,,N,Y,, 
108175,HH ,,125001-150000,46-55,F,Working,M,N,own                                ,,1,0,,,,,N,N,, 
108183,HH ,,125001-150000,46-55,M,Student,M,N,lease                              ,,1,0,,,,,N,N,, 
108191,HH ,,125001-150000,46-55,F,Retired,M,N,lease                              ,,1,0,,,,,N,N,, 
108231,HH ,,125001-150000,46-55,M,Retired,S,N,lease                              ,,1,0,,,,,N,N,, 
108879,HH ,,125001-150000,46-55,F,Retired,D,N,rent                               ,,2,0,,,,,N,N,, 
108881,HH ,,125001-150000,46-55,M,Retired,D,N,own                                ,,2,0,,,,,Y,Y,, 
108889,HH ,,125001-150000,46-55,F,Retired,D,N,own                                ,,2,0,,,,,Y,Y,, 
108903,HH ,,125001-150000,46-55,M,Student,D,N,lease                              ,,2,0,,,,,N,N,, 
108919,HH ,,125001-150000,46-55,M,Retired,M,N,rent                               ,,2,0,,,,,N,N,, 
108933,HH ,,125001-150000,46-55,M,Student,M,N,own                                ,,2,0,,,,,N,Y,, 
108937,HH ,,125001-150000,46-55,F,Working,M,N,own                                ,,2,0,,,,,Y,Y,, 
108951,HH ,,125001-150000,46-55,M,Retired,M,N,lease                              ,,2,0,,,,,N,N,, 
108959,HH ,,125001-150000,46-55,F,Retired,M,N,lease                              ,,2,0,,,,,N,N,, 
108967,HH ,,125001-150000,46-55,M,Working,S,N,rent                               ,,2,0,,,,,N,N,, 
108977,HH ,,125001-150000,46-55,M,Working,S,N,own                                ,,2,0,,,,,Y,Y,, 
108991,HH ,,125001-150000,46-55,F,Retired,S,N,own                                ,,2,0,,,,,N,N,, 
109063,HH ,,125001-150000,46-55,M,Student,D,N,rent                               ,,3,1,,,,,N,N,, 
109129,HH ,,125001-150000,46-55,F,Retired,M,N,own                                ,,3,1,,,,,Y,Y,, 
109159,HH ,,125001-150000,46-55,M,Retired,S,N,rent                               ,,3,1,,,,,N,N,, 
109169,HH ,,125001-150000,46-55,M,Retired,S,N,own                                ,,3,1,,,,,Y,Y,, 
109173,HH ,,125001-150000,46-55,M,Student,S,N,own                                ,,3,1,,,,,N,Y,, 
109175,HH ,,125001-150000,46-55,M,Working,S,N,own                                ,,3,1,,,,,N,N,, 
110071,HH ,,125001-150000,46-55,M,Retired,M,N,rent                               ,,4,2,,,,,N,N,, 
110079,HH ,,125001-150000,46-55,F,Retired,M,N,rent                               ,,4,2,,,,,N,N,, 
110089,HH ,,125001-150000,46-55,F,Retired,M,N,own                                ,,4,2,,,,,Y,Y,, 
110119,HH ,,125001-150000,46-55,M,Retired,S,N,rent                               ,,4,2,,,,,N,N,, 
110137,HH ,,125001-150000,46-55,F,Working,S,N,own                                ,,4,2,,,,,Y,Y,, 
110993,HH ,,125001-150000,46-55,M,Student,D,N,own                                ,,5,3,,,,,Y,Y,, 
111023,HH ,,125001-150000,46-55,F,Student,D,N,lease                              ,,5,3,,,,,N,N,, 
111055,HH ,,125001-150000,46-55,F,Working,M,N,own                                ,,5,3,,,,,N,N,, 
111063,HH ,,125001-150000,46-55,M,Student,M,N,lease                              ,,5,3,,,,,N,N,, 
111087,HH ,,125001-150000,46-55,F,Working,S,N,rent                               ,,5,3,,,,,N,N,, 
111097,HH ,,125001-150000,46-55,F,Working,S,N,own                                ,,5,3,,,,,Y,Y,, 
111111,HH ,,125001-150000,46-55,M,Retired,S,N,lease                              ,,5,3,,,,,N,N,, 
127303,HH ,,150001-200000,20-25,M,Student,D,N,rent                               ,,1,0,,,,,N,N,, 
127359,HH ,,150001-200000,20-25,F,Retired,M,N,rent                               ,,1,0,,,,,N,N,, 
127399,HH ,,150001-200000,20-25,M,Retired,S,N,rent                               ,,1,0,,,,,N,N,, 
127409,HH ,,150001-200000,20-25,M,Retired,S,N,own                                ,,1,0,,,,,Y,Y,, 
128167,HH ,,150001-200000,20-25,M,Working,S,N,rent                               ,,2,0,,,,,N,N,, 
128175,HH ,,150001-200000,20-25,F,Working,S,N,rent                               ,,2,0,,,,,N,N,, 
128177,HH ,,150001-200000,20-25,M,Working,S,N,own                                ,,2,0,,,,,Y,Y,, 
128181,HH ,,150001-200000,20-25,M,Retired,S,N,own                                ,,2,0,,,,,N,Y,, 
128199,HH ,,150001-200000,20-25,M,Retired,S,N,lease                              ,,2,0,,,,,N,N,, 
128367,HH ,,150001-200000,20-25,F,Working,S,N,rent                               ,,3,1,,,,,N,N,, 
128369,HH ,,150001-200000,20-25,M,Retired,S,N,own                                ,,3,1,,,,,Y,Y,, 
128383,HH ,,150001-200000,20-25,F,Student,S,N,own                                ,,3,1,,,,,N,N,, 
128391,HH ,,150001-200000,20-25,M,Retired,S,N,lease                              ,,3,1,,,,,N,N,, 
129295,HH ,,150001-200000,20-25,F,Working,M,N,own                                ,,4,2,,,,,N,N,, 
129327,HH ,,150001-200000,20-25,F,Working,S,N,rent                               ,,4,2,,,,,N,N,, 
129329,HH ,,150001-200000,20-25,M,Retired,S,N,own                                ,,4,2,,,,,Y,Y,, 
129333,HH ,,150001-200000,20-25,M,Student,S,N,own                                ,,4,2,,,,,N,Y,, 
129351,HH ,,150001-200000,20-25,M,Retired,S,N,lease                              ,,4,2,,,,,N,N,, 
129359,HH ,,150001-200000,20-25,F,Retired,S,N,lease                              ,,4,2,,,,,N,N,, 
130249,HH ,,150001-200000,20-25,F,Retired,M,N,own                                ,,5,3,,,,,Y,Y,, 
130279,HH ,,150001-200000,20-25,M,Retired,S,N,rent                               ,,5,3,,,,,N,N,, 
130287,HH ,,150001-200000,20-25,F,Working,S,N,rent                               ,,5,3,,,,,N,N,, 
130289,HH ,,150001-200000,20-25,M,Retired,S,N,own                                ,,5,3,,,,,Y,Y,, 
130295,HH ,,150001-200000,20-25,M,Working,S,N,own                                ,,5,3,,,,,N,N,, 
130297,HH ,,150001-200000,20-25,F,Working,S,N,own                                ,,5,3,,,,,Y,Y,, 
131153,HH ,,150001-200000,26-35,M,Student,D,N,own                                ,,1,0,,,,,Y,Y,, 
131161,HH ,,150001-200000,26-35,F,Retired,D,N,own                                ,,1,0,,,,,Y,Y,, 
131199,HH ,,150001-200000,26-35,F,Retired,M,N,rent                               ,,1,0,,,,,N,N,, 
131207,HH ,,150001-200000,26-35,M,Working,M,N,own                                ,,1,0,,,,,N,N,, 
131209,HH ,,150001-200000,26-35,F,Retired,M,N,own                                ,,1,0,,,,,Y,Y,, 
131223,HH ,,150001-200000,26-35,M,Student,M,N,lease                              ,,1,0,,,,,N,N,, 
131247,HH ,,150001-200000,26-35,F,Working,S,N,rent                               ,,1,0,,,,,N,N,, 
131253,HH ,,150001-200000,26-35,M,Student,S,N,own                                ,,1,0,,,,,N,Y,, 
131959,HH ,,150001-200000,26-35,M,Retired,M,N,rent                               ,,2,0,,,,,N,N,, 
131967,HH ,,150001-200000,26-35,F,Working,M,N,rent                               ,,2,0,,,,,N,N,, 
131977,HH ,,150001-200000,26-35,F,Working,M,N,own                                ,,2,0,,,,,Y,Y,, 
131999,HH ,,150001-200000,26-35,F,Retired,M,N,lease                              ,,2,0,,,,,N,N,, 
132015,HH ,,150001-200000,26-35,F,Working,S,N,rent                               ,,2,0,,,,,N,N,, 
132047,HH ,,150001-200000,26-35,F,Working,S,N,lease                              ,,2,0,,,,,N,N,, 
132103,HH ,,150001-200000,26-35,M,Student,D,N,rent                               ,,3,1,,,,,N,N,, 
132159,HH ,,150001-200000,26-35,F,Retired,M,N,rent                               ,,3,1,,,,,N,N,, 
132169,HH ,,150001-200000,26-35,F,Retired,M,N,own                                ,,3,1,,,,,Y,Y,, 
132191,HH ,,150001-200000,26-35,F,Retired,M,N,lease                              ,,3,1,,,,,N,N,, 
132207,HH ,,150001-200000,26-35,F,Working,S,N,rent                               ,,3,1,,,,,N,N,, 
132217,HH ,,150001-200000,26-35,F,Working,S,N,own                                ,,3,1,,,,,Y,Y,, 
132231,HH ,,150001-200000,26-35,M,Retired,S,N,lease                              ,,3,1,,,,,N,N,, 
133071,HH ,,150001-200000,26-35,F,Retired,D,N,rent                               ,,4,2,,,,,N,N,, 
133073,HH ,,150001-200000,26-35,M,Student,D,N,own                                ,,4,2,,,,,Y,Y,, 
133081,HH ,,150001-200000,26-35,F,Retired,D,N,own                                ,,4,2,,,,,Y,Y,, 
133121,HH ,,150001-200000,26-35,M,Retired,M,N,own                                ,,4,2,,,,,Y,Y,, 
133129,HH ,,150001-200000,26-35,F,Retired,M,N,own                                ,,4,2,,,,,Y,Y,, 
133151,HH ,,150001-200000,26-35,F,Retired,M,N,lease                              ,,4,2,,,,,N,N,, 
133159,HH ,,150001-200000,26-35,M,Retired,S,N,rent                               ,,4,2,,,,,N,N,, 
133175,HH ,,150001-200000,26-35,M,Working,S,N,own                                ,,4,2,,,,,N,N,, 
133181,HH ,,150001-200000,26-35,F,Retired,S,N,own                                ,,4,2,,,,,N,Y,, 
134023,HH ,,150001-200000,26-35,M,Student,D,N,rent                               ,,5,3,,,,,N,N,, 
134031,HH ,,150001-200000,26-35,F,Retired,D,N,rent                               ,,5,3,,,,,N,N,, 
134041,HH ,,150001-200000,26-35,F,Retired,D,N,own                                ,,5,3,,,,,Y,Y,, 
134071,HH ,,150001-200000,26-35,M,Retired,M,N,rent                               ,,5,3,,,,,N,N,, 
134087,HH ,,150001-200000,26-35,M,Working,M,N,own                                ,,5,3,,,,,N,N,, 
134093,HH ,,150001-200000,26-35,F,Student,M,N,own                                ,,5,3,,,,,N,Y,, 
134119,HH ,,150001-200000,26-35,M,Retired,S,N,rent                               ,,5,3,,,,,N,N,, 
134129,HH ,,150001-200000,26-35,M,Retired,S,N,own                                ,,5,3,,,,,Y,Y,, 
134141,HH ,,150001-200000,26-35,F,Retired,S,N,own                                ,,5,3,,,,,N,Y,, 
134143,HH ,,150001-200000,26-35,F,Student,S,N,own                                ,,5,3,,,,,N,N,, 
138831,HH ,,150001-200000,46-55,F,Retired,D,N,rent                               ,,1,0,,,,,N,N,, 
138847,HH ,,150001-200000,46-55,F,Working,D,N,own                                ,,1,0,,,,,N,N,, 
138855,HH ,,150001-200000,46-55,M,Working,D,N,lease                              ,,1,0,,,,,N,N,, 
138911,HH ,,150001-200000,46-55,F,Retired,M,N,lease                              ,,1,0,,,,,N,N,, 
138919,HH ,,150001-200000,46-55,M,Retired,S,N,rent                               ,,1,0,,,,,N,N,, 
138927,HH ,,150001-200000,46-55,F,Working,S,N,rent                               ,,1,0,,,,,N,N,, 
138951,HH ,,150001-200000,46-55,M,Retired,S,N,lease                              ,,1,0,,,,,N,N,, 
139639,HH ,,150001-200000,46-55,M,Retired,M,N,rent                               ,,2,0,,,,,N,N,, 
139657,HH ,,150001-200000,46-55,F,Working,M,N,own                                ,,2,0,,,,,Y,Y,, 
139687,HH ,,150001-200000,46-55,M,Working,S,N,rent                               ,,2,0,,,,,N,N,, 
139719,HH ,,150001-200000,46-55,M,Retired,S,N,lease                              ,,2,0,,,,,N,N,, 
139791,HH ,,150001-200000,46-55,F,Retired,D,N,rent                               ,,3,1,,,,,N,N,, 
139805,HH ,,150001-200000,46-55,F,Working,D,N,own                                ,,3,1,,,,,N,Y,, 
139815,HH ,,150001-200000,46-55,M,Working,D,N,lease                              ,,3,1,,,,,N,N,, 
139831,HH ,,150001-200000,46-55,M,Retired,M,N,rent                               ,,3,1,,,,,N,N,, 
139849,HH ,,150001-200000,46-55,F,Retired,M,N,own                                ,,3,1,,,,,Y,Y,, 
139889,HH ,,150001-200000,46-55,M,Retired,S,N,own                                ,,3,1,,,,,Y,Y,, 
139895,HH ,,150001-200000,46-55,M,Working,S,N,own                                ,,3,1,,,,,N,N,, 
139897,HH ,,150001-200000,46-55,F,Working,S,N,own                                ,,3,1,,,,,Y,Y,, 
139911,HH ,,150001-200000,46-55,M,Retired,S,N,lease                              ,,3,1,,,,,N,N,, 
140775,HH ,,150001-200000,46-55,M,Working,D,N,lease                              ,,4,2,,,,,N,N,, 
140791,HH ,,150001-200000,46-55,M,Retired,M,N,rent                               ,,4,2,,,,,N,N,, 
140815,HH ,,150001-200000,46-55,F,Working,M,N,own                                ,,4,2,,,,,N,N,, 
140839,HH ,,150001-200000,46-55,M,Retired,S,N,rent                               ,,4,2,,,,,N,N,, 
